I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-12,-23,-20,24,11,-21,-12,19,-14,-7,-35,-33
-12,-23,-20,24,11,-21,-12,19,-13,-7,-34,-32
-12,-23,-20,24,11,-21,-12,19,-12,-7,-33,-31
-12,-23,-20,24,11,-21,-12,19,-11,-7,-32,-30
-12,-23,-20,24,11,-21,-12,19,-11,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-12,-23,-20,24,11,-21,-12,19,-10,-7,-32,-29
-14,-24,-20,25,10,-22,-12,19,-10,-8,-32,-29
-16,-25,-20,27,9,-22,-12,19,-10,-9,-32,-29
-18,-26,-20,29,8,-23,-12,19,-10,-9,-32,-29
-21,-28,-20,31,6,-24,-12,19,-10,-10,-32,-29
-23,-29,-20,33,5,-24,-12,19,-10,-11,-32,-29
-24,-29,-20,33,5,-25,-12,19,-10,-11,-32,-29
-24,-29,-20,34,5,-25,-12,19,-10,-11,-32,-29
-24,-29,-20,34,5,-25,-12,19,-10,-11,-32,-29
-23,-29,-20,33,6,-25,-12,19,-10,-11,-32,-29
-21,-29,-22,32,8,-26,-12,19,-10,-11,-32,-29
-18,-29,-23,31,11,-26,-12,19,-10,-11,-32,-29
-15,-29,-25,30,14,-27,-12,19,-10,-11,-32,-29
