I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-78,30,54,20,-64,44,115,-89,-19,-31,-22,19
-78,31,54,19,-65,45,115,-89,-19,-31,-22,19
-78,32,55,18,-65,45,115,-89,-19,-31,-22,19
-78,33,55,17,-66,46,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-78,33,56,16,-66,47,115,-89,-19,-31,-22,19
-80,33,57,17,-67,47,115,-89,-19,-31,-22,19
-81,33,57,18,-68,48,115,-89,-19,-31,-22,19
-83,33,58,19,-69,48,115,-89,-19,-31,-22,19
-84,33,59,21,-70,48,114,-89,-19,-32,-22,19
-86,32,59,23,-70,48,113,-89,-20,-33,-22,19
-87,32,59,24,-71,48,112,-89,-21,-33,-22,19
-89,31,59,26,-71,47,111,-89,-23,-35,-22,19
-90,30,59,28,-72,47,110,-89,-24,-35,-22,19
-90,30,59,28,-72,47,110,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-72,47,109,-89,-24,-36,-22,19
-90,30,59,28,-71,47,109,-89,-24,-36,-22,19
-88,30,58,27,-71,46,109,-89,-22,-36,-22,19
-87,30,57,26,-70,46,109,-89,-21,-36,-22,19
-86,30,57,26,-69,46,109,-89,-20,-36,-22,19
-84,30,56,24,-68,46,109,-89,-19,-36,-22,19
-83,31,56,22,-68,46,109,-89,-19,-36,-22,19
-81,32,56,20,-67,46,109,-89,-19,-36,-22,19
-79,33,56,18,-67,47,109,-89,-19,-36,-22,19
-77,34,56,15,-66,47,109,-89,-19,-35,-22,19
-73,36,55,10,-64,47,109,-89,-19,-34,-22,19
-68,37,55,5,-62,48,109,-89,-19,-33,-22,19
-64,39,54,0,-60,48,109,-89,-19,-32,-22,19
-60,41,54,-4,-58,48,109,-89,-18,-32,-22,19
-56,42,53,-8,-57,49,109,-89,-17,-31,-21,19
-53,43,52,-11,-55,49,109,-89,-16,-31,-20,19
-51,44,52,-13,-54,49,109,-89,-15,-31,-19,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-50,44,52,-14,-54,49,109,-89,-15,-31,-18,19
-196,96,150,28,-172,128,119,-71,50,58,96,107
-196,96,150,28,-172,128,119,-71,50,58,96,107
-196,96,150,28,-172,128,119,-71,50,58,96,107
-196,96,150,28,-172,128,119,-71,50,58,96,107
-209,89,150,44,-177,126,119,-76,47,54,91,103
-193,89,144,33,-167,122,121,-76,47,51,91,103
-200,85,144,41,-169,120,122,-76,47,55,94,103
-224,83,152,61,-183,124,126,-73,53,54,94,103
-214,81,146,56,-175,120,130,-71,51,49,90,102
-207,81,144,52,-171,118,132,-69,47,44,85,100
-186,90,141,27,-163,120,132,-59,39,35,76,105
-186,76,131,42,-155,109,132,-62,28,23,64,99
-201,66,131,63,-160,105,129,-71,20,10,59,94
-198,38,111,92,-144,81,115,-82,-8,-20,23,70
-105,-8,39,79,-62,20,114,-82,-78,-96,-77,5
-105,-16,34,88,-58,14,109,-87,-96,-112,-85,-1
-92,-17,28,80,-50,10,109,-92,-104,-121,-92,-2
-83,-19,22,77,-42,5,109,-85,-113,-129,-100,-5
-77,-28,13,82,-34,-3,114,-73,-120,-138,-100,-5
-83,-37,10,96,-33,-9,111,-76,-132,-148,-122,-12
-89,-43,9,106,-34,-12,111,-76,-140,-156,-129,-14
-80,-50,-1,109,-24,-21,111,-76,-154,-173,-141,-20
-44,-50,-16,85,-2,-30,112,-66,-165,-183,-147,-27
-10,-42,-25,52,15,-31,123,-41,-176,-186,-150,-24
-47,-75,-32,114,9,-49,112,-62,-189,-201,-172,-47
-59,-91,-37,139,9,-59,115,-50,-196,-206,-179,-51
-67,-106,-44,161,12,-69,118,-36,-204,-215,-194,-64
-59,-119,-56,169,23,-82,121,-32,-215,-229,-212,-74
-42,-122,-66,162,36,-89,111,-36,-226,-240,-219,-86
-21,-129,-80,155,53,-100,105,-38,-232,-247,-234,-93
-14,-134,-86,156,59,-105,105,-38,-240,-253,-242,-99
-36,-134,-77,171,45,-100,109,-32,-242,-253,-236,-90
-31,-141,-83,175,52,-107,102,-41,-257,-263,-245,-98
-21,-148,-93,176,63,-116,101,-45,-270,-277,-259,-102
-5,-153,-103,171,75,-124,95,-57,-284,-281,-270,-111
1,-163,-113,177,84,-133,88,-57,-293,-288,-279,-119
18,-165,-121,167,95,-139,88,-62,-294,-291,-281,-122
28,-163,-124,159,100,-140,90,-48,-294,-291,-283,-128
31,-173,-132,168,108,-149,93,-27,-300,-297,-293,-139
32,-182,-139,177,113,-157,97,-15,-303,-305,-305,-152
43,-185,-146,173,121,-162,98,-4,-304,-307,-311,-157
43,-189,-148,177,123,-165,98,-4,-307,-307,-313,-161
43,-194,-152,182,126,-169,94,-13,-310,-309,-316,-167
47,-193,-153,178,128,-169,97,-10,-308,-307,-315,-167
57,-186,-152,164,130,-166,104,0,-300,-300,-310,-165
62,-181,-151,156,132,-164,107,7,-294,-295,-305,-164
59,-183,-151,159,130,-164,107,5,-293,-294,-304,-166
51,-187,-150,169,127,-165,109,2,-292,-293,-304,-169
48,-189,-150,174,126,-166,113,2,-290,-291,-305,-171
47,-189,-150,175,126,-166,113,-9,-289,-290,-305,-173
43,-190,-149,179,124,-166,106,-32,-291,-289,-304,-175
42,-188,-147,177,122,-164,99,-56,-291,-285,-303,-175
43,-182,-144,170,120,-160,95,-77,-288,-278,-298,-172
47,-173,-139,157,118,-153,89,-96,-284,-270,-290,-166
54,-165,-136,144,118,-148,76,-120,-282,-265,-285,-164
56,-161,-135,138,117,-145,58,-153,-283,-264,-282,-163
