I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
49,35,-23,-42,52,16,-10,-9,-5,-40,-26,53
56,33,-37,-45,64,9,-14,-14,-13,-41,-28,51
53,27,-44,-40,65,2,-14,-14,-20,-45,-31,49
53,32,-34,-43,60,10,-14,-14,-17,-44,-30,49
57,36,-34,-47,64,12,-11,-12,-13,-43,-30,48
58,32,-42,-45,69,7,-15,-15,-17,-44,-33,46
57,36,-33,-47,63,13,-13,-12,-13,-41,-28,50
59,33,-44,-47,70,7,-13,-14,-14,-43,-30,48
55,29,-44,-42,67,4,-11,-13,-13,-43,-30,48
54,31,-37,-43,63,8,-14,-12,-10,-43,-32,48
48,26,-37,-37,58,4,-13,-11,-12,-41,-30,48
45,25,-33,-35,53,5,-12,-13,-12,-41,-32,47
55,27,-47,-41,69,1,-14,-15,-13,-43,-33,48
48,17,-53,-33,66,-9,-14,-14,-13,-45,-34,47
49,18,-52,-33,65,-8,-16,-14,-19,-48,-35,46
49,22,-46,-36,63,-2,-15,-15,-20,-48,-34,45
56,25,-52,-41,72,-3,-14,-15,-19,-47,-32,46
53,28,-42,-41,65,3,-14,-12,-12,-43,-29,49
57,30,-44,-44,69,5,-14,-13,-16,-44,-31,47
61,36,-40,-50,70,10,-11,-13,-12,-42,-30,48
62,34,-47,-49,75,6,-15,-16,-17,-44,-31,47
62,36,-42,-49,72,9,-16,-14,-13,-43,-28,50
72,44,-47,-59,83,13,-13,-13,-9,-40,-26,50
63,35,-47,-50,75,7,-15,-13,-14,-45,-31,47
59,38,-33,-49,65,15,-14,-15,-17,-45,-30,47
52,32,-33,-43,59,10,-14,-16,-17,-47,-34,44
56,33,-37,-45,64,9,-14,-15,-12,-45,-28,50
57,38,-29,-48,62,16,-12,-14,-7,-44,-26,53
59,31,-46,-45,71,5,-14,-14,-14,-45,-28,52
64,39,-40,-53,73,12,-14,-15,-16,-47,-31,48
64,39,-39,-52,72,13,-17,-17,-20,-49,-35,47
62,38,-39,-51,71,12,-16,-16,-19,-48,-34,48
68,34,-57,-51,84,2,-13,-14,-11,-44,-28,53
59,28,-52,-44,74,-1,-13,-14,-13,-44,-30,50
55,32,-37,-44,64,9,-15,-16,-19,-48,-32,47
62,31,-52,-47,77,2,-13,-16,-18,-47,-28,48
47,25,-37,-36,57,4,-14,-16,-14,-47,-32,46
51,31,-33,-42,59,10,-13,-14,-14,-48,-30,46
65,45,-31,-56,69,21,-14,-17,-20,-49,-31,45
57,38,-31,-48,62,15,-14,-15,-16,-47,-28,47
65,36,-49,-51,78,7,-15,-15,-18,-46,-28,46
65,32,-55,-49,81,2,-15,-15,-16,-44,-27,47
63,31,-53,-48,79,2,-14,-15,-14,-45,-26,49
58,30,-46,-45,70,4,-13,-12,-12,-45,-26,48
65,40,-40,-53,74,13,-12,-14,-14,-48,-28,47
67,38,-49,-53,80,8,-14,-15,-16,-49,-27,47
65,32,-55,-49,81,2,-12,-16,-17,-50,-27,46
49,21,-46,-35,62,-3,-13,-15,-16,-49,-28,44
57,25,-53,-41,73,-3,-14,-17,-19,-51,-31,41
57,32,-40,-45,67,7,-14,-16,-18,-48,-30,42
60,29,-52,-45,75,0,-15,-16,-19,-49,-31,42
65,36,-49,-51,78,7,-15,-16,-18,-50,-33,41
73,50,-36,-62,78,22,-16,-18,-24,-51,-33,42
75,54,-33,-65,78,26,-14,-17,-20,-50,-31,43
65,45,-33,-56,70,20,-14,-18,-23,-51,-32,42
64,39,-40,-53,73,12,-15,-19,-25,-53,-33,44
60,30,-50,-45,74,2,-12,-19,-25,-54,-34,45
64,35,-48,-50,77,6,-11,-17,-20,-52,-30,46
60,32,-46,-47,72,5,-13,-18,-24,-53,-32,45
62,32,-51,-48,77,3,-12,-16,-19,-51,-31,47
62,35,-44,-49,73,8,-12,-16,-18,-50,-30,45
64,39,-40,-52,73,12,-11,-15,-12,-48,-29,46
70,44,-41,-58,78,16,-12,-15,-13,-48,-27,46
74,54,-31,-65,77,26,-9,-12,-3,-43,-22,50
77,52,-39,-65,83,22,-10,-13,-10,-45,-23,48
81,54,-42,-69,88,23,-9,-11,-2,-42,-20,49
75,54,-33,-65,78,26,-9,-10,0,-40,-19,51
70,54,-23,-63,69,30,-7,-8,3,-40,-21,48
72,53,-29,-64,75,27,-7,-12,-0,-44,-21,47
69,51,-26,-61,70,27,-3,-9,4,-42,-21,48
79,60,-27,-71,79,33,0,-5,13,-38,-17,53
92,68,-37,-82,95,35,-1,-3,17,-38,-17,54
91,72,-27,-83,89,41,-3,-4,14,-38,-17,52
82,61,-31,-73,84,32,-3,-4,13,-38,-17,53
79,64,-21,-73,76,38,-3,-5,13,-38,-17,52
87,78,-11,-84,79,51,-3,-4,13,-39,-17,50
96,80,-21,-90,90,49,-8,-9,5,-41,-17,52
92,84,-7,-90,80,58,-11,-9,10,-38,-18,51
90,84,-5,-89,77,59,-13,-10,8,-39,-18,51
93,84,-10,-90,82,57,-18,-17,0,-42,-19,51
90,74,-23,-84,87,44,-21,-19,-2,-41,-18,51
92,75,-24,-85,89,44,-18,-17,-3,-40,-15,52
99,85,-18,-94,91,54,-19,-15,4,-38,-14,56
107,90,-23,-101,100,56,-17,-12,12,-33,-8,62
115,91,-34,-105,112,53,-18,-13,10,-37,-8,62
110,88,-31,-101,107,51,-17,-13,8,-37,-10,56
101,80,-29,-92,98,46,-20,-16,0,-40,-16,53
111,93,-24,-104,104,57,-19,-14,7,-37,-13,56
115,94,-29,-106,110,56,-17,-11,13,-30,-10,59
117,95,-31,-108,112,56,-14,-8,21,-30,-9,59
115,88,-39,-104,115,48,-17,-10,17,-31,-10,61
116,82,-52,-101,122,39,-15,-9,11,-34,-12,59
111,74,-59,-94,121,30,-16,-12,3,-37,-16,54
110,74,-57,-94,119,31,-17,-12,5,-38,-17,53
104,72,-49,-89,110,33,-17,-12,3,-38,-14,54
99,60,-64,-81,114,18,-17,-14,-2,-40,-17,54
107,46,-102,-78,138,-7,-19,-19,-20,-49,-25,50
110,51,-99,-82,139,-3,-19,-19,-23,-51,-26,47
107,55,-85,-82,130,7,-17,-18,-20,-49,-26,46
99,51,-79,-77,121,6,-18,-19,-20,-50,-28,44
87,47,-66,-68,105,8,-14,-14,-12,-45,-24,44
82,41,-68,-62,102,3,-16,-16,-19,-49,-27,42
86,50,-59,-69,100,13,-16,-20,-27,-52,-30,40
81,47,-55,-65,94,12,-14,-18,-21,-50,-30,39
83,55,-44,-70,90,23,-14,-17,-20,-51,-30,39
84,45,-63,-65,100,8,-14,-20,-22,-51,-29,40
74,40,-57,-58,89,7,-15,-18,-23,-51,-31,38
63,35,-47,-50,75,7,-13,-18,-23,-53,-32,35
69,36,-55,-53,84,4,-15,-21,-30,-56,-32,36
80,45,-59,-63,95,9,-13,-21,-30,-56,-32,38
74,45,-47,-61,85,14,-13,-18,-29,-54,-31,36
71,39,-51,-56,84,8,-11,-19,-26,-54,-32,36
69,38,-50,-54,82,8,-11,-20,-28,-55,-31,36
64,38,-42,-52,74,11,-12,-20,-27,-55,-34,36
81,45,-59,-64,96,10,-11,-20,-28,-54,-32,37
74,41,-54,-58,87,8,-12,-22,-30,-54,-33,35
74,39,-57,-57,89,6,-14,-23,-33,-57,-35,34
65,31,-57,-48,82,0,-14,-23,-32,-58,-37,29
57,31,-42,-44,68,6,-16,-24,-37,-61,-39,28
56,26,-49,-41,70,0,-16,-24,-37,-59,-39,28
52,30,-36,-41,60,8,-15,-23,-35,-60,-39,27
52,23,-49,-38,67,-3,-14,-24,-39,-59,-39,28
62,36,-41,-50,71,10,-10,-18,-30,-56,-35,31
58,38,-31,-48,63,15,-5,-15,-21,-56,-37,29
57,32,-41,-45,67,7,6,-1,0,-57,-42,22
44,20,-40,-32,56,-2,20,17,20,-60,-50,11
28,11,-29,-19,37,-4,30,35,40,-63,-57,4
26,4,-39,-15,41,-13,38,47,61,-65,-63,-3
41,9,-55,-25,61,-15,42,56,74,-65,-65,-7
40,24,-26,-33,46,7,49,76,118,-53,-53,1
48,36,-18,-43,49,20,57,93,165,-42,-45,6
57,58,7,-59,44,44,61,80,171,-33,-36,15
72,95,49,-86,37,88,59,57,155,-27,-26,22
89,126,75,-110,38,120,46,17,105,-22,-9,40
129,152,51,-144,84,129,18,-34,48,-2,26,73
164,187,55,-180,110,157,-14,-90,-13,26,67,110
203,249,101,-232,121,219,-54,-139,-61,61,116,151
256,312,124,-292,154,274,-99,-179,-89,96,165,195
299,350,116,-334,195,298,-146,-223,-133,128,210,233
342,391,117,-377,229,329,-189,-252,-133,176,263,278
370,395,75,-393,272,314,-224,-280,-161,205,294,304
379,371,16,-385,309,274,-254,-311,-221,222,312,318
381,362,-5,-381,320,259,-279,-326,-237,257,342,339
376,369,16,-382,306,272,-311,-352,-271,285,367,357
388,365,-11,-387,329,259,-328,-359,-282,314,389,371
385,342,-48,-373,345,228,-318,-340,-241,339,395,364
360,308,-66,-343,332,196,-301,-318,-199,324,366,337
305,254,-70,-286,288,156,-271,-286,-168,266,294,281
251,168,-133,-214,274,68,-226,-241,-144,178,201,215
206,77,-219,-144,277,-31,-179,-188,-147,77,98,144
153,5,-256,-79,251,-97,-137,-157,-208,-34,-2,74
117,0,-203,-58,195,-80,-108,-138,-252,-101,-52,36
86,9,-133,-47,136,-46,-85,-117,-215,-97,-53,29
85,21,-111,-53,124,-29,-72,-96,-162,-78,-42,30
84,29,-92,-57,114,-15,-56,-74,-113,-62,-32,32
86,36,-83,-62,111,-6,-45,-57,-80,-54,-29,29
83,37,-77,-61,107,-4,-37,-46,-60,-49,-27,29
74,35,-65,-55,93,-1,-27,-34,-35,-43,-21,33
78,35,-72,-57,100,-3,-23,-29,-35,-47,-26,27
67,27,-68,-47,89,-8,-18,-25,-33,-49,-28,27
56,19,-64,-38,78,-12,-17,-24,-35,-56,-36,18
55,28,-46,-42,68,2,-13,-20,-27,-54,-34,21
62,26,-60,-44,80,-5,-13,-20,-28,-59,-38,18
63,21,-71,-42,87,-12,-11,-17,-27,-60,-40,16
64,23,-70,-44,87,-11,-8,-17,-28,-61,-43,13
66,25,-70,-46,89,-9,-8,-15,-28,-61,-44,14
59,22,-63,-41,80,-9,-6,-13,-21,-60,-44,12
59,23,-60,-41,78,-7,-6,-13,-22,-63,-47,12
61,24,-63,-43,82,-8,-6,-11,-20,-62,-47,11
53,23,-50,-38,69,-3,-7,-12,-21,-64,-48,11
53,23,-51,-38,69,-4,-5,-11,-23,-64,-47,11
46,17,-50,-32,63,-8,-5,-10,-20,-64,-49,8
49,14,-59,-32,69,-13,-6,-12,-23,-65,-51,7
54,17,-63,-36,75,-12,-3,-9,-17,-64,-51,7
58,18,-68,-38,80,-14,-1,-8,-18,-65,-51,5
61,21,-66,-41,82,-11,-2,-9,-19,-64,-50,6
60,21,-65,-41,81,-10,-1,-6,-12,-63,-47,8
55,15,-68,-35,79,-15,-3,-8,-17,-64,-48,8
57,15,-72,-36,82,-17,-1,-5,-11,-61,-46,10
45,13,-55,-29,64,-13,-1,-4,-9,-62,-46,10
44,11,-57,-27,64,-14,-2,-7,-16,-67,-49,6
53,18,-60,-36,73,-11,-1,-8,-17,-66,-49,6
59,25,-58,-42,77,-5,-1,-6,-11,-63,-46,6
55,22,-55,-39,72,-6,-1,-5,-11,-62,-46,5
67,31,-60,-50,85,-1,-2,-7,-12,-64,-46,6
62,21,-70,-41,85,-12,0,-4,-10,-64,-44,7
58,13,-76,-35,85,-21,-1,-5,-15,-65,-47,4
49,11,-66,-30,73,-19,-4,-8,-18,-64,-47,2
57,21,-62,-39,77,-9,1,-4,-10,-59,-44,5
64,30,-57,-48,81,-1,1,-4,-7,-58,-40,8
70,39,-50,-55,82,9,1,-1,-0,-55,-36,11
62,31,-52,-47,77,2,-1,-3,-6,-57,-39,8
55,24,-52,-40,71,-3,-2,-3,-6,-58,-38,7
59,20,-68,-40,82,-12,-0,-3,-7,-57,-37,8
63,24,-65,-44,84,-8,1,-4,-6,-58,-37,7
62,24,-64,-43,83,-8,1,-3,-6,-57,-36,8
60,24,-61,-42,80,-7,0,-3,-9,-59,-39,4
57,18,-66,-38,79,-13,-2,-5,-11,-59,-39,2
58,21,-63,-39,79,-10,0,-4,-9,-58,-40,4
62,27,-60,-45,81,-4,0,-2,-1,-55,-39,7
61,33,-47,-48,74,5,3,-1,2,-53,-37,8
72,42,-49,-57,84,11,4,1,5,-52,-35,9
66,37,-47,-52,77,8,3,-2,3,-53,-37,6
67,35,-52,-51,80,5,1,-3,0,-55,-39,6
71,38,-53,-55,85,7,1,-2,0,-55,-42,0
66,35,-51,-51,80,5,-2,-3,-7,-58,-43,-0
62,19,-73,-41,87,-15,0,-2,-0,-56,-42,2
63,30,-55,-47,79,0,0,-1,-2,-57,-42,2
66,31,-59,-49,84,-1,0,1,0,-55,-40,2
59,26,-57,-43,77,-4,-1,1,1,-54,-41,3
57,18,-66,-38,79,-13,-1,0,3,-52,-40,4
59,21,-63,-40,79,-9,1,1,7,-51,-38,5
67,28,-66,-48,88,-6,2,2,12,-50,-37,8
68,31,-61,-50,86,-2,2,2,12,-49,-35,8
74,36,-63,-56,92,2,2,3,14,-49,-33,8
75,33,-72,-55,97,-5,2,3,17,-48,-32,8
71,31,-66,-51,91,-4,3,7,21,-45,-30,8
