I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6,
-29,9,39,9,-34,24,146,214,126,107,68,9
-29,9,39,9,-34,24,146,214,126,107,68,9
-29,9,39,9,-34,24,146,214,126,107,68,9
-29,9,39,9,-34,24,146,214,126,107,68,9
-19,14,34,2,-26,24,156,229,141,122,73,14
-9,19,29,-4,-19,24,156,234,146,126,78,19
0,24,24,-12,-12,24,156,239,151,131,82,24
9,29,19,-19,-4,24,156,244,156,136,87,29
14,34,19,-24,-2,26,165,258,161,141,92,29
19,39,19,-29,0,29,165,263,165,146,97,29
24,43,19,-34,2,31,165,268,170,151,102,29
29,48,19,-39,4,34,165,273,175,156,107,29
34,53,19,-43,7,36,175,287,190,170,112,43
39,58,19,-48,9,39,175,292,195,175,117,48
43,63,19,-53,12,41,175,297,200,180,122,53
48,68,19,-58,14,43,175,302,204,185,126,58
63,78,14,-70,24,46,185,317,214,200,141,63
68,78,9,-73,29,43,185,322,224,204,146,68
73,78,4,-75,34,41,185,326,234,209,151,73
78,78,0,-78,39,39,185,331,244,214,156,78
82,87,4,-85,39,46,195,341,258,224,170,82
87,87,0,-87,43,43,195,351,263,234,175,87
92,87,-4,-90,48,41,195,361,268,244,180,92
97,87,-9,-92,53,39,195,370,273,253,185,97
112,102,-9,-107,61,46,204,385,283,268,195,112
117,107,-9,-112,63,48,204,390,292,273,204,117
122,112,-9,-117,65,51,204,395,302,278,214,122
126,117,-9,-122,68,53,204,400,312,283,224,126
141,122,-19,-131,80,51,204,414,317,297,239,131
146,126,-19,-136,82,53,204,419,322,302,244,136
151,131,-19,-141,85,56,204,424,326,307,248,141
156,136,-19,-146,87,58,204,429,331,312,253,146
165,141,-24,-153,95,58,195,434,336,317,258,151
175,146,-29,-161,102,58,195,439,341,322,263,156
185,151,-34,-168,109,58,195,444,346,326,268,161
195,156,-39,-175,117,58,195,448,351,331,273,165
209,165,-43,-187,126,61,190,448,361,336,278,170
214,165,-48,-190,131,58,185,448,361,341,283,175
219,165,-53,-192,136,56,180,448,361,346,287,180
224,165,-58,-195,141,53,175,448,361,351,292,185
229,175,-53,-202,141,61,161,444,351,361,302,190
234,175,-58,-204,146,58,156,439,351,361,302,195
239,175,-63,-207,151,56,151,434,351,361,302,200
244,175,-68,-209,156,53,146,429,351,361,302,204
244,175,-68,-209,156,53,131,419,346,351,302,204
244,175,-68,-209,156,53,126,409,341,351,302,204
244,175,-68,-209,156,53,122,400,336,351,302,204
244,175,-68,-209,156,53,117,390,331,351,302,204
234,165,-68,-200,151,48,102,370,317,346,292,204
234,165,-68,-200,151,48,97,361,312,341,292,204
234,165,-68,-200,151,48,92,351,307,336,292,204
234,165,-68,-200,151,48,87,341,302,331,292,204
229,161,-68,-195,148,46,73,317,283,312,283,190
224,156,-68,-190,146,43,68,302,273,302,273,185
219,151,-68,-185,143,41,63,287,263,292,263,180
214,146,-68,-180,141,39,58,273,253,283,253,175
200,131,-68,-165,134,31,53,258,239,268,234,165
195,126,-68,-161,131,29,48,244,224,253,224,156
190,122,-68,-156,129,26,43,229,209,239,214,146
185,117,-68,-151,126,24,39,214,195,224,204,136
165,107,-58,-136,112,24,34,190,180,209,190,122
156,97,-58,-126,107,19,29,175,165,195,175,117
146,87,-58,-117,102,14,24,161,151,180,161,112
136,78,-58,-107,97,9,19,146,136,165,146,107
117,68,-48,-92,82,9,14,126,117,151,126,97
107,58,-48,-82,78,4,9,117,107,136,117,87
