I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-195, -68, 126, 131, -161, 29, -146, -566, -1259, -702, -331, -58, 
-180, -180, 0, 180, -90, -90, -82, -375, -1005, -644, -366, -146, 
-165, -292, -126, 229, -19, -209, -19, -185, -751, -585, -400, -234, 
-122, -248, -126, 185, 2, -187, 0, -87, -531, -448, -317, -209, 
-78, -204, -126, 141, 24, -165, 19, 9, -312, -312, -234, -185, 
-58, -165, -107, 112, 24, -136, 24, 24, -229, -224, -170, -131, 
-39, -126, -87, 82, 24, -107, 29, 39, -146, -136, -107, -78, 
-39, -107, -68, 73, 14, -87, 29, 39, -102, -117, -97, -78, 
-39, -87, -48, 63, 4, -68, 29, 39, -58, -97, -87, -78, 
-39, -82, -43, 61, 2, -63, 29, 34, -58, -92, -82, -78, 
-39, -78, -39, 58, 0, -58, 29, 29, -58, -87, -78, -78, 
-39, -78, -39, 58, 0, -58, 29, 29, -48, -87, -78, -78, 
-39, -78, -39, 58, 0, -58, 29, 29, -39, -87, -78, -78, 
-39, -78, -39, 58, 0, -58, 29, 24, -34, -82, -78, -78, 
-39, -78, -39, 58, 0, -58, 29, 19, -29, -78, -78, -78, 
-39, -78, -39, 58, 0, -58, 29, 19, -29, -78, -78, -73, 
-39, -78, -39, 58, 0, -58, 29, 19, -29, -78, -78, -68, 
-34, -73, -39, 53, 2, -56, 29, 19, -24, -78, -73, -68, 
-29, -68, -39, 48, 4, -53, 29, 19, -19, -78, -68, -68, 
-29, -68, -39, 48, 4, -53, 29, 19, -14, -73, -68, -68, 
-29, -68, -39, 48, 4, -53, 29, 19, -9, -68, -68, -68, 
-29, -68, -39, 48, 4, -53, 34, 19, -9, -63, -63, -68, 
-29, -68, -39, 48, 4, -53, 39, 19, -9, -58, -58, -68, 
-29, -68, -39, 48, 4, -53, 39, 29, 0, -53, -53, -63, 
-29, -68, -39, 48, 4, -53, 39, 39, 9, -48, -48, -58, 
-24, -68, -43, 46, 9, -56, 39, 39, 14, -48, -48, -58, 
-19, -68, -48, 43, 14, -58, 39, 39, 19, -48, -48, -58, 
-19, -63, -43, 41, 12, -53, 39, 39, 29, -43, -48, -58, 
-19, -58, -39, 39, 9, -48, 39, 39, 39, -39, -48, -58, 
-19, -58, -39, 39, 9, -48, 34, 43, 43, -29, -43, -58, 
-19, -58, -39, 39, 9, -48, 29, 48, 48, -19, -39, -58, 
-14, -58, -43, 36, 14, -51, 29, 48, 53, -19, -34, -53, 
-9, -58, -48, 34, 19, -53, 29, 48, 58, -19, -29, -48, 
-9, -53, -43, 31, 17, -48, 29, 53, 68, -9, -19, -43, 
-9, -48, -39, 29, 14, -43, 29, 58, 78, 0, -9, -39, 
-9, -43, -34, 26, 12, -39, 29, 63, 92, 9, 0, -34, 
-9, -39, -29, 24, 9, -34, 29, 68, 107, 19, 9, -29, 
-4, -34, -29, 19, 12, -31, 24, 68, 117, 24, 14, -24, 
0, -29, -29, 14, 14, -29, 19, 68, 126, 29, 19, -19, 
4, -24, -29, 9, 17, -26, 19, 73, 141, 39, 24, -9, 
9, -19, -29, 4, 19, -24, 19, 78, 156, 48, 29, 0, 
9, -14, -24, 2, 17, -19, 14, 82, 170, 63, 43, 9, 
9, -9, -19, 0, 14, -14, 9, 87, 185, 78, 58, 19, 
19, -4, -24, -7, 21, -14, 9, 97, 204, 97, 78, 34, 
29, 0, -29, -14, 29, -14, 9, 107, 224, 117, 97, 48, 
29, 9, -19, -19, 24, -4, 9, 112, 244, 131, 117, 63, 
29, 19, -9, -24, 19, 4, 9, 117, 263, 146, 136, 78, 
43, 29, -14, -36, 29, 7, 0, 117, 283, 165, 151, 92, 
58, 39, -19, -48, 39, 9, -9, 117, 302, 185, 165, 107, 
68, 53, -14, -61, 41, 19, -19, 122, 326, 209, 195, 126, 
78, 68, -9, -73, 43, 29, -29, 126, 351, 234, 224, 146, 
92, 82, -9, -87, 51, 36, -34, 131, 380, 268, 258, 175, 
107, 97, -9, -102, 58, 43, -39, 136, 409, 302, 292, 204, 
117, 117, 0, -117, 58, 58, -53, 136, 429, 336, 326, 229, 
126, 136, 9, -131, 58, 73, -68, 136, 448, 370, 361, 253, 
141, 151, 9, -146, 65, 80, -82, 136, 478, 400, 400, 287, 
156, 165, 9, -161, 73, 87, -97, 136, 507, 429, 439, 322, 
170, 185, 14, -178, 78, 100, -112, 131, 527, 463, 478, 346, 
185, 204, 19, -195, 82, 112, -126, 126, 546, 497, 517, 370, 
200, 224, 24, -212, 87, 124, -141, 122, 561, 527, 546, 405, 
214, 244, 29, -229, 92, 136, -156, 117, 575, 556, 575, 439, 
224, 268, 43, -246, 90, 156, -170, 107, 580, 580, 610, 463, 
234, 292, 58, -263, 87, 175, -185, 97, 585, 605, 644, 488, 
234, 302, 68, -268, 82, 185, -200, 87, 585, 614, 649, 497, 
234, 312, 78, -273, 78, 195, -214, 78, 585, 624, 653, 507, 
234, 317, 82, -275, 75, 200, -214, 63, 566, 624, 653, 507, 
234, 322, 87, -278, 73, 204, -214, 48, 546, 624, 653, 507, 
224, 322, 97, -273, 63, 209, -209, 29, 512, 595, 619, 483, 
214, 322, 107, -268, 53, 214, -204, 9, 478, 566, 585, 458, 
195, 312, 117, -253, 39, 214, -195, 0, 439, 527, 546, 429, 
175, 302, 126, -239, 24, 214, -185, -9, 400, 488, 507, 400, 
156, 278, 122, -217, 17, 200, -170, -14, 356, 444, 453, 356, 
136, 253, 117, -195, 9, 185, -156, -19, 312, 400, 400, 312, 
117, 229, 112, -173, 2, 170, -136, -24, 268, 351, 351, 268, 
97, 204, 107, -151, -4, 156, -117, -29, 224, 302, 302, 224, 
82, 175, 92, -129, -4, 134, -97, -29, 185, 248, 248, 185, 
68, 146, 78, -107, -4, 112, -78, -29, 146, 195, 195, 146, 
48, 122, 73, -85, -12, 97, -63, -24, 112, 156, 146, 107, 
29, 97, 68, -63, -19, 82, -48, -19, 78, 117, 97, 68, 
19, 73, 53, -46, -17, 63, -39, -19, 53, 82, 63, 43, 
9, 48, 39, -29, -14, 43, -29, -19, 29, 48, 29, 19, 
4, 34, 29, -19, -12, 31, -19, -19, 9, 24, 9, 0, 
0, 19, 19, -9, -9, 19, -9, -19, -9, 0, -9, -19, 
-4, 4, 9, 0, -7, 7, -4, -19, -24, -19, -29, -34, 
-9, -9, 0, 9, -4, -4, 0, -19, -39, -39, -48, -48, 
-14, -14, 0, 14, -7, -7, 4, -19, -48, -48, -63, -58, 
-19, -19, 0, 19, -9, -9, 9, -19, -58, -58, -78, -68, 
-19, -24, -4, 21, -7, -14, 9, -19, -68, -63, -78, -73, 
-19, -29, -9, 24, -4, -19, 9, -19, -78, -68, -78, -78, 
-24, -34, -9, 29, -7, -21, 14, -19, -78, -73, -82, -78, 
-29, -39, -9, 34, -9, -24, 19, -19, -78, -78, -87, -78, 
-29, -39, -9, 34, -9, -24, 19, -19, -82, -87, -92, -82, 
-29, -39, -9, 34, -9, -24, 19, -19, -87, -97, -97, -87, 
-29, -43, -14, 36, -7, -29, 19, -19, -87, -97, -97, -92, 
-29, -48, -19, 39, -4, -34, 19, -19, -87, -97, -97, -97, 
-29, -48, -19, 39, -4, -34, 19, -19, -87, -97, -97, -97, 
-29, -48, -19, 39, -4, -34, 19, -19, -87, -97, -97, -97, 
-29, -48, -19, 39, -4, -34, 19, -19, -87, -97, -97, -92, 
-29, -48, -19, 39, -4, -34, 19, -19, -87, -97, -97, -87, 
-29, -53, -24, 41, -2, -39, 19, -14, -87, -97, -97, -87, 
-29, -58, -29, 43, 0, -43, 19, -9, -87, -97, -97, -87, 
-29, -58, -29, 43, 0, -43, 19, -9, -87, -97, -97, -92, 
-29, -58, -29, 43, 0, -43, 19, -9, -87, -97, -97, -97, 
-29, -58, -29, 43, 0, -43, 24, -9, -87, -97, -102, -97, 
-29, -58, -29, 43, 0, -43, 29, -9, -87, -97, -107, -97, 
-34, -58, -24, 46, -4, -41, 29, -9, -87, -97, -107, -97, 
-39, -58, -19, 48, -9, -39, 29, -9, -87, -97, -107, -97, 
-39, -58, -19, 48, -9, -39, 24, -9, -87, -97, -107, -97, 
