I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-87, -68, 19, 78, -53, -24, 165, 107, 9, -48, -97, -97, 
-87, -68, 19, 78, -53, -24, 165, 107, 9, -48, -97, -97, 
-87, -68, 19, 78, -53, -24, 165, 107, 9, -48, -97, -97, 
-87, -68, 19, 78, -53, -24, 165, 107, 9, -48, -97, -97, 
-78, -63, 14, 70, -46, -24, 170, 112, 9, -58, -97, -97, 
-78, -58, 19, 68, -48, -19, 175, 117, 9, -58, -97, -97, 
-78, -53, 24, 65, -51, -14, 180, 122, 9, -58, -97, -97, 
-78, -48, 29, 63, -53, -9, 185, 126, 9, -58, -97, -97, 
-68, -48, 19, 58, -43, -14, 190, 136, 19, -48, -87, -87, 
-68, -48, 19, 58, -43, -14, 195, 136, 19, -48, -87, -87, 
-68, -48, 19, 58, -43, -14, 200, 136, 19, -48, -87, -87, 
-68, -48, 19, 58, -43, -14, 204, 136, 19, -48, -87, -87, 
-68, -58, 9, 63, -39, -24, 214, 146, 29, -48, -87, -97, 
-68, -58, 9, 63, -39, -24, 214, 146, 29, -48, -87, -97, 
-68, -58, 9, 63, -39, -24, 214, 146, 29, -48, -87, -97, 
-68, -58, 9, 63, -39, -24, 214, 146, 29, -48, -87, -97, 
-58, -58, 0, 58, -29, -29, 219, 146, 19, -58, -97, -107, 
-58, -58, 0, 58, -29, -29, 224, 146, 19, -58, -97, -107, 
-58, -58, 0, 58, -29, -29, 229, 146, 19, -58, -97, -107, 
-58, -58, 0, 58, -29, -29, 234, 146, 19, -58, -97, -107, 
-58, -68, -9, 63, -24, -39, 244, 146, 19, -68, -97, -117, 
-58, -68, -9, 63, -24, -39, 244, 146, 19, -68, -97, -117, 
-58, -68, -9, 63, -24, -39, 244, 146, 19, -68, -97, -117, 
-58, -68, -9, 63, -24, -39, 244, 146, 19, -68, -97, -117, 
-53, -68, -14, 61, -19, -41, 234, 136, 9, -78, -97, -117, 
-48, -68, -19, 58, -14, -43, 234, 136, 9, -78, -97, -117, 
-43, -68, -24, 56, -9, -46, 234, 136, 9, -78, -97, -117, 
-39, -68, -29, 53, -4, -48, 234, 136, 9, -78, -97, -117, 
-29, -58, -29, 43, 0, -43, 224, 131, 0, -87, -97, -117, 
-29, -58, -29, 43, 0, -43, 224, 126, 0, -87, -97, -117, 
-29, -58, -29, 43, 0, -43, 224, 122, 0, -87, -97, -117, 
-29, -58, -29, 43, 0, -43, 224, 117, 0, -87, -97, -117, 
-24, -48, -24, 36, 0, -36, 214, 102, -14, -92, -107, -126, 
-19, -48, -29, 34, 4, -39, 214, 97, -19, -97, -107, -126, 
-14, -48, -34, 31, 9, -41, 214, 92, -24, -102, -107, -126, 
-9, -48, -39, 29, 14, -43, 214, 87, -29, -107, -107, -126, 
0, -53, -53, 26, 26, -53, 200, 73, -43, -112, -112, -136, 
0, -58, -58, 29, 29, -58, 195, 68, -48, -117, -117, -136, 
0, -63, -63, 31, 31, -63, 190, 63, -53, -122, -122, -136, 
0, -68, -68, 34, 34, -68, 185, 58, -58, -126, -126, -136, 
9, -73, -82, 31, 46, -78, 165, 39, -78, -136, -131, -151, 
9, -78, -87, 34, 48, -82, 156, 29, -87, -146, -136, -156, 
9, -82, -92, 36, 51, -87, 146, 19, -97, -156, -141, -161, 
9, -87, -97, 39, 53, -92, 136, 9, -107, -165, -146, -165, 
19, -92, -112, 36, 65, -102, 126, -9, -117, -180, -161, -175, 
19, -97, -117, 39, 68, -107, 117, -19, -126, -185, -165, -175, 
19, -102, -122, 41, 70, -112, 107, -29, -136, -190, -170, -175, 
19, -107, -126, 43, 73, -117, 97, -39, -146, -195, -175, -175, 
24, -107, -131, 41, 78, -119, 78, -48, -161, -200, -185, -175, 
29, -107, -136, 39, 82, -122, 68, -58, -165, -204, -185, -175, 
34, -107, -141, 36, 87, -124, 58, -68, -170, -209, -185, -175, 
39, -107, -146, 34, 92, -126, 48, -78, -175, -214, -185, -175, 
39, -107, -146, 34, 92, -126, 29, -87, -180, -224, -185, -175, 
39, -107, -146, 34, 92, -126, 19, -97, -185, -224, -185, -175, 
39, -107, -146, 34, 92, -126, 9, -107, -190, -224, -185, -175, 
39, -107, -146, 34, 92, -126, 0, -117, -195, -224, -185, -175, 
48, -107, -156, 29, 102, -131, -9, -131, -200, -224, -185, -175, 
48, -107, -156, 29, 102, -131, -19, -136, -204, -224, -185, -175, 
48, -107, -156, 29, 102, -131, -29, -141, -209, -224, -185, -175, 
48, -107, -156, 29, 102, -131, -39, -146, -214, -224, -185, -175, 
48, -102, -151, 26, 100, -126, -43, -146, -204, -214, -175, -165, 
48, -97, -146, 24, 97, -122, -48, -146, -204, -214, -175, -165, 
48, -92, -141, 21, 95, -117, -53, -146, -204, -214, -175, -165, 
48, -87, -136, 19, 92, -112, -58, -146, -204, -214, -175, -165, 
48, -78, -126, 14, 87, -102, -63, -146, -195, -200, -170, -161, 
48, -78, -126, 14, 87, -102, -68, -146, -195, -195, -165, -156, 
48, -78, -126, 14, 87, -102, -73, -146, -195, -190, -161, -151, 
48, -78, -126, 14, 87, -102, -78, -146, -195, -185, -156, -146, 
48, -68, -117, 9, 82, -92, -82, -146, -190, -180, -146, -141, 
48, -68, -117, 9, 82, -92, -87, -146, -185, -175, -146, -136, 
48, -68, -117, 9, 82, -92, -92, -146, -180, -170, -146, -131, 
48, -68, -117, 9, 82, -92, -97, -146, -175, -165, -146, -126, 
39, -68, -107, 14, 73, -87, -97, -136, -170, -161, -141, -117, 
39, -68, -107, 14, 73, -87, -97, -136, -165, -156, -136, -117, 
39, -68, -107, 14, 73, -87, -97, -136, -161, -151, -131, -117, 
39, -68, -107, 14, 73, -87, -97, -136, -156, -146, -126, -117, 
34, -68, -102, 17, 68, -85, -97, -131, -151, -141, -117, -117, 
