I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-14, -43, -29, 29, 7, -36, 53, -14, -58, -58, -48, -39, 
-14, -43, -29, 29, 7, -36, 43, -34, -73, -58, -48, -39, 
-19, -43, -24, 31, 2, -34, 34, -58, -78, -53, -43, -34, 
-4, -34, -29, 19, 12, -31, 9, -58, -68, -39, -34, -29, 
9, -19, -29, 4, 19, -24, -4, -58, -58, -34, -24, -24, 
-14, -19, -4, 17, -4, -12, -14, -68, -68, -34, -24, -29, 
-34, -24, 9, 29, -21, -7, -19, -63, -63, -34, -24, -29, 
-43, -34, 9, 39, -26, -12, -34, -53, -53, -34, -34, -29, 
-53, -43, 9, 48, -31, -17, -53, -43, -63, -39, -34, -29, 
-24, -29, -4, 26, -9, -17, -34, -39, -48, -39, -29, -29, 
4, -14, -19, 4, 12, -17, -14, -24, -34, -39, -29, -34, 
4, -14, -19, 4, 12, -17, -19, -19, -34, -34, -29, -34, 
4, -14, -19, 4, 12, -17, -24, -19, -34, -29, -24, -34, 
-4, -14, -9, 9, 2, -12, -29, -24, -34, -34, -24, -34, 
-9, -14, -4, 12, -2, -9, -34, -24, -34, -34, -24, -34, 
-14, -14, 0, 14, -7, -7, -24, -24, -34, -39, -29, -39, 
-19, -9, 9, 14, -14, 0, -24, -24, -34, -43, -39, -43, 
-19, -9, 9, 14, -14, 0, -24, -24, -34, -43, -39, -39, 
-19, -9, 9, 14, -14, 0, -24, -24, -39, -43, -39, -39, 
-34, -14, 19, 24, -26, 2, -24, -24, -48, -48, -39, -43, 
-43, -19, 24, 31, -34, 2, -19, -19, -53, -48, -43, -43, 
-29, -19, 9, 24, -19, -4, -9, -19, -48, -43, -43, -39, 
-19, -14, 4, 17, -12, -4, -9, -19, -48, -43, -39, -39, 
-19, -14, 4, 17, -12, -4, -9, -14, -48, -43, -39, -48, 
-24, -14, 9, 19, -17, -2, -14, -9, -48, -43, -39, -53, 
-29, -24, 4, 26, -17, -9, -14, -9, -53, -43, -39, -53, 
-29, -24, 4, 26, -17, -9, -19, -9, -53, -48, -43, -53, 
-19, -14, 4, 17, -12, -4, -9, -9, -53, -48, -43, -48, 
-9, -4, 4, 7, -7, 0, 0, -14, -53, -48, -43, -43, 
-9, -4, 4, 7, -7, 0, 4, -14, -53, -48, -48, -43, 
-9, -9, 0, 9, -4, -4, 14, -9, -43, -48, -53, -43, 
-9, -29, -19, 19, 4, -24, 24, 9, -34, -48, -48, -48, 
-9, -39, -29, 24, 9, -34, 34, 9, -29, -24, -34, -43, 
-29, -43, -14, 36, -7, -29, 53, 24, 14, 19, -4, -29, 
-43, -29, 14, 36, -29, -7, 78, 48, 112, 112, 48, 0, 
-24, 0, 24, 12, -24, 12, 68, 53, 209, 244, 170, 78, 
34, 73, 39, -53, -2, 56, 9, -34, 136, 395, 346, 214, 
92, 141, 48, -117, 21, 95, -73, -200, -63, 507, 497, 351, 
185, 273, 87, -229, 48, 180, -200, -453, -273, 663, 722, 561, 
341, 497, 156, -419, 92, 326, -400, -810, -405, 1005, 1156, 936, 
444, 722, 278, -583, 82, 500, -585, -1185, -610, 1263, 1503, 1244, 
473, 814, 341, -644, 65, 578, -761, -1556, -1137, 1190, 1595, 1400, 
395, 639, 244, -517, 75, 441, -834, -1805, -1917, 483, 1078, 1137, 
292, 209, -82, -251, 187, 63, -800, -1888, -2620, -800, 34, 453, 
258, -190, -448, -34, 353, -319, -741, -1839, -2874, -1566, -712, -82, 
283, -326, -610, 21, 446, -468, -741, -1688, -2713, -1712, -941, -273, 
180, -317, -497, 68, 339, -407, -712, -1468, -2371, -1571, -927, -307, 
112, -185, -297, 36, 204, -241, -727, -1298, -1991, -1351, -810, -258, 
78, -87, -165, 4, 122, -126, -707, -1156, -1654, -1137, -697, -195, 
78, -19, -97, -29, 87, -58, -678, -1044, -1371, -941, -570, -122, 
73, 14, -58, -43, 65, -21, -619, -912, -1127, -785, -478, -78, 
39, 53, 14, -46, 12, 34, -512, -780, -932, -649, -409, -68, 
-43, 39, 82, 2, -63, 61, -400, -624, -751, -536, -351, -73, 
-92, 9, 102, 41, -97, 56, -307, -468, -580, -448, -322, -92, 
-97, -34, 63, 65, -80, 14, -229, -331, -429, -370, -297, -117, 
-68, -63, 4, 65, -36, -29, -156, -200, -278, -287, -258, -136, 
-43, -82, -39, 63, -2, -61, -73, -78, -131, -209, -214, -136, 
-58, -87, -29, 73, -14, -58, -4, 29, -9, -112, -151, -117, 
-68, -92, -24, 80, -21, -58, 24, 87, 68, -48, -107, -107, 
-43, -87, -43, 65, 0, -65, 34, 97, 87, -48, -102, -107, 
-68, -87, -19, 78, -24, -53, 39, 102, 87, -39, -102, -112, 
-68, -92, -24, 80, -21, -58, 53, 122, 112, -29, -92, -107, 
-63, -92, -29, 78, -17, -61, 68, 131, 122, -24, -87, -107, 
-63, -92, -29, 78, -17, -61, 63, 141, 122, -24, -87, -107, 
-63, -87, -24, 75, -19, -56, 78, 151, 126, -24, -82, -107, 
-78, -87, -9, 82, -34, -48, 92, 156, 131, -19, -82, -107, 
-87, -92, -4, 90, -41, -48, 97, 161, 136, -19, -87, -107, 
-82, -92, -9, 87, -36, -51, 102, 175, 146, -14, -87, -107, 
-82, -82, 0, 82, -41, -41, 112, 190, 156, -4, -87, -107, 
-82, -73, 9, 78, -46, -31, 117, 190, 175, 9, -82, -102, 
-82, -63, 19, 73, -51, -21, 126, 195, 185, 14, -78, -102, 
-82, -63, 19, 73, -51, -21, 131, 195, 200, 29, -68, -92, 
-82, -58, 24, 70, -53, -17, 136, 204, 204, 43, -63, -87, 
-73, -53, 19, 63, -46, -17, 136, 214, 209, 39, -63, -87, 
-58, -48, 9, 53, -34, -19, 141, 229, 219, 39, -63, -87, 
-68, -48, 19, 58, -43, -14, 151, 239, 224, 43, -63, -92, 
-82, -48, 34, 65, -58, -7, 161, 239, 234, 43, -63, -92, 
-82, -48, 34, 65, -58, -7, 170, 248, 244, 53, -53, -92, 
-82, -48, 34, 65, -58, -7, 185, 253, 258, 63, -53, -92, 
-78, -43, 34, 61, -56, -4, 180, 244, 263, 68, -53, -87, 
-78, -39, 39, 58, -58, 0, 175, 248, 283, 68, -48, -87, 
-92, -39, 53, 65, -73, 7, 165, 244, 292, 73, -48, -87, 
-92, -39, 53, 65, -73, 7, 146, 239, 307, 78, -39, -87, 
-78, -24, 53, 51, -65, 14, 126, 239, 317, 92, -34, -82, 
-68, -9, 58, 39, -63, 24, 117, 248, 351, 97, -19, -73, 
-68, -4, 63, 36, -65, 29, 112, 268, 375, 112, -19, -73, 
-63, -4, 58, 34, -61, 26, 112, 287, 409, 126, -9, -73, 
-48, 4, 53, 21, -51, 29, 112, 307, 444, 136, -4, -73, 
-34, 19, 53, 7, -43, 36, 107, 336, 478, 141, 4, -68, 
-34, 14, 48, 9, -41, 31, 112, 366, 522, 165, 29, -58, 
-34, 9, 43, 12, -39, 26, 117, 400, 566, 195, 43, -53, 
-34, 14, 48, 9, -41, 31, 122, 444, 619, 209, 53, -48, 
-39, 14, 53, 12, -46, 34, 141, 483, 663, 234, 63, -43, 
-34, 14, 48, 9, -41, 31, 156, 512, 697, 253, 78, -43, 
-34, 24, 58, 4, -46, 41, 175, 551, 746, 283, 87, -39, 
-29, 24, 53, 2, -41, 39, 200, 600, 795, 302, 97, -39, 
-19, 24, 43, -2, -31, 34, 219, 644, 854, 326, 112, -34, 
-24, 19, 43, 2, -34, 31, 229, 653, 888, 341, 122, -34, 
-34, 24, 58, 4, -46, 41, 248, 673, 907, 351, 131, -34, 
-43, 14, 58, 14, -51, 36, 263, 707, 941, 361, 131, -29, 
-53, 0, 53, 26, -53, 26, 273, 736, 971, 366, 136, -29, 
-48, 0, 48, 24, -48, 24, 287, 751, 990, 380, 146, -34, 
-39, 9, 48, 14, -43, 29, 297, 761, 1010, 395, 156, -34, 
-43, 4, 48, 19, -46, 26, 312, 775, 1015, 405, 165, -39, 
-48, -4, 43, 26, -46, 19, 326, 785, 1015, 409, 170, -29, 
-48, -4, 43, 26, -46, 19, 331, 761, 995, 409, 170, -19, 
-39, 0, 39, 19, -39, 19, 336, 732, 966, 405, 175, -19, 
-34, 4, 39, 14, -36, 21, 331, 688, 902, 395, 175, -9, 
-29, 4, 34, 12, -31, 19, 322, 629, 834, 375, 175, 0, 
-29, -9, 19, 19, -24, 4, 287, 551, 741, 351, 165, 9, 
-29, -19, 9, 24, -19, -4, 253, 458, 639, 317, 161, 9, 
-29, -19, 9, 24, -19, -4, 214, 390, 551, 292, 146, 14, 
-24, -19, 4, 21, -14, -7, 180, 322, 473, 253, 126, 19, 
-14, -19, -4, 17, -4, -12, 146, 253, 385, 214, 122, 24, 
-9, -19, -9, 14, 0, -14, 107, 190, 302, 180, 107, 29, 
-24, -19, 4, 21, -14, -7, 78, 146, 239, 146, 92, 24, 
-29, -19, 9, 24, -19, -4, 48, 107, 175, 112, 68, 14, 
-4, -9, -4, 7, 0, -7, 29, 63, 136, 87, 53, 9, 
19, -9, -29, -4, 24, -19, 9, 29, 92, 73, 48, 4, 
9, -9, -19, 0, 14, -14, -14, 14, 48, 48, 24, 14, 
9, -4, -14, -2, 12, -9, -19, -4, 19, 29, 24, 19, 
9, -14, -24, 2, 17, -19, -34, -19, 0, 9, 9, -4, 
14, -14, -29, 0, 21, -21, -43, -39, -19, -4, -4, -24, 
14, -14, -29, 0, 21, -21, -48, -43, -34, -24, -9, -9, 
19, -19, -39, 0, 29, -29, -53, -43, -39, -29, -19, -9, 
9, -34, -43, 12, 26, -39, -43, -34, -48, -29, -24, -19, 
-4, -43, -39, 24, 17, -41, -34, -34, -58, -34, -24, -19, 
4, -29, -34, 12, 19, -31, -34, -34, -53, -34, -24, -14, 
19, -14, -34, -2, 26, -24, -29, -34, -53, -39, -24, -14, 
19, -14, -34, -2, 26, -24, -24, -19, -48, -34, -29, -14, 
19, -14, -34, -2, 26, -24, -19, -4, -48, -34, -29, -14, 
24, -14, -39, -4, 31, -26, -4, 4, -43, -34, -24, -14, 
34, -4, -39, -14, 36, -21, 9, 14, -39, -29, -19, -9, 
19, -19, -39, 0, 29, -29, 14, 9, -43, -34, -19, -14, 
0, -34, -34, 17, 17, -34, 14, 9, -43, -34, -19, -14, 
-9, -34, -24, 21, 7, -29, 14, 9, -43, -34, -29, -19, 
-14, -29, -14, 21, 0, -21, 14, 9, -43, -29, -39, -24, 
-19, -24, -4, 21, -7, -14, 39, 19, -43, -29, -39, -19, 
-24, -19, 4, 21, -14, -7, 73, 34, -43, -29, -34, -19, 
-39, -24, 14, 31, -26, -4, 92, 34, -43, -29, -34, -24, 
-48, -34, 14, 41, -31, -9, 112, 24, -48, -29, -34, -29, 
-48, -34, 14, 41, -31, -9, 102, 9, -48, -29, -34, -29, 
-53, -34, 19, 43, -36, -7, 82, -9, -48, -29, -34, -29, 
-73, -24, 48, 48, -61, 12, 63, -29, -58, -34, -34, -29, 
-82, -14, 68, 48, -75, 26, 43, -48, -63, -39, -34, -29, 
-63, -19, 43, 41, -53, 12, 24, -58, -58, -39, -34, -29, 
-39, -29, 9, 34, -24, -9, 4, -63, -58, -43, -24, -24, 
-53, -34, 19, 43, -36, -7, -9, -53, -53, -39, -34, -24, 
-53, -43, 9, 48, -31, -17, -39, -48, -43, -29, -39, -24, 
-43, -43, 0, 43, -21, -21, -43, -43, -43, -29, -39, -19, 
-29, -43, -14, 36, -7, -29, -39, -43, -43, -34, -39, -19, 
-34, -53, -19, 43, -7, -36, -29, -39, -34, -39, -39, -24, 
-34, -58, -24, 46, -4, -41, -29, -29, -29, -34, -39, -34, 
-29, -53, -24, 41, -2, -39, -24, -24, -29, -39, -39, -34, 
-29, -58, -29, 43, 0, -43, -14, -19, -19, -43, -39, -34, 
-29, -58, -29, 43, 0, -43, 4, -19, -14, -39, -39, -34, 
-19, -58, -39, 39, 9, -48, 19, -9, -9, -34, -34, -34, 
-24, -63, -39, 43, 7, -51, 0, -4, -9, -24, -34, -29, 
-29, -73, -43, 51, 7, -58, 0, 0, -14, -19, -39, -29, 
-29, -73, -43, 51, 7, -58, 4, 4, -14, -19, -34, -29, 
-29, -73, -43, 51, 7, -58, 14, 9, -14, -19, -29, -29, 
-9, -53, -43, 31, 17, -48, 4, 9, -9, -14, -24, -24, 
4, -34, -39, 14, 21, -36, 0, 14, -9, -9, -24, -19, 
14, -34, -48, 9, 31, -41, 19, 24, -4, -14, -29, -14, 
24, -34, -58, 4, 41, -46, 19, 24, 0, -14, -24, -9, 
24, -29, -53, 2, 39, -41, 19, 24, 0, -9, -24, -9, 
29, -29, -58, 0, 43, -43, 19, 29, 0, -4, -24, -9, 
43, -29, -73, -7, 58, -51, 29, 34, 9, -4, -14, -9, 
53, -24, -78, -14, 65, -51, 24, 39, 19, 0, -4, -4, 
53, -24, -78, -14, 65, -51, 29, 43, 19, 4, -4, -4, 
48, -34, -82, -7, 65, -58, 29, 43, 19, 4, -14, -9, 
34, -34, -68, 0, 51, -51, 29, 39, 9, 4, -14, -14, 
29, -34, -63, 2, 46, -48, 34, 39, 9, 0, -19, -14, 
24, -34, -58, 4, 41, -46, 48, 43, 9, -9, -19, -9, 
9, -34, -43, 12, 26, -39, 63, 43, 4, -9, -19, -9, 
-9, -29, -19, 19, 4, -24, 68, 39, -4, -9, -19, -9, 
-14, -24, -9, 19, -2, -17, 73, 34, -14, -14, -19, -14, 
-29, -29, 0, 29, -14, -14, 82, 19, -24, -14, -19, -14, 
-43, -34, 9, 39, -26, -12, 82, 0, -39, -24, -19, -24, 
-39, -34, 4, 36, -21, -14, 63, -14, -43, -29, -24, -29, 
-34, -34, 0, 34, -17, -17, 43, -29, -48, -34, -29, -29, 
-29, -24, 4, 26, -17, -9, 14, -34, -53, -34, -34, -29, 
-29, -19, 9, 24, -19, -4, -9, -39, -58, -39, -39, -29, 
-29, -19, 9, 24, -19, -4, -14, -39, -58, -39, -43, -29, 
-29, -19, 9, 24, -19, -4, -19, -39, -58, -39, -48, -29, 
-34, -29, 4, 31, -19, -12, -29, -39, -58, -43, -48, -29, 
-34, -34, 0, 34, -17, -17, -34, -43, -63, -48, -48, -29, 
-34, -39, -4, 36, -14, -21, -39, -48, -68, -53, -53, -29, 
-34, -43, -9, 39, -12, -26, -39, -48, -68, -53, -58, -29, 
-34, -48, -14, 41, -9, -31, -39, -53, -68, -58, -58, -29, 
-43, -53, -9, 48, -17, -31, -48, -53, -78, -68, -58, -34, 
-39, -53, -14, 46, -12, -34, -43, -53, -82, -58, -58, -39, 
-34, -53, -19, 43, -7, -36, -34, -43, -82, -58, -58, -39, 
-39, -53, -14, 46, -12, -34, -19, -39, -68, -53, -58, -34, 
-39, -53, -14, 46, -12, -34, -14, -39, -68, -53, -63, -34, 
-34, -48, -14, 41, -9, -31, -14, -29, -63, -63, -63, -34, 
-34, -48, -14, 41, -9, -31, -19, -34, -73, -63, -63, -39, 
-34, -53, -19, 43, -7, -36, -4, -19, -63, -63, -58, -39, 
-34, -53, -19, 43, -7, -36, 9, -9, -43, -63, -63, -39, 
-34, -53, -19, 43, -7, -36, 9, -9, -53, -68, -63, -43, 
-34, -53, -19, 43, -7, -36, 14, -14, -53, -68, -63, -48, 
-34, -53, -19, 43, -7, -36, 19, -14, -53, -68, -68, -53, 
-34, -53, -19, 43, -7, -36, 19, -9, -53, -68, -68, -53, 
-24, -53, -29, 39, 2, -41, 19, 0, -48, -68, -63, -53, 
-14, -53, -39, 34, 12, -46, 24, 4, -43, -73, -63, -53, 
-9, -48, -39, 29, 14, -43, 24, 9, -39, -63, -58, -43, 
-9, -43, -34, 26, 12, -39, 34, 14, -34, -53, -53, -34, 
-4, -39, -34, 21, 14, -36, 39, 19, -24, -53, -53, -34, 
0, -39, -39, 19, 19, -39, 43, 24, -14, -53, -48, -29, 
0, -43, -43, 21, 21, -43, 43, 39, -9, -48, -48, -29, 
-4, -48, -43, 26, 19, -46, 43, 53, -4, -48, -48, -34, 
-9, -48, -39, 29, 14, -43, 58, 63, -4, -48, -53, -34, 
-9, -48, -39, 29, 14, -43, 78, 68, 0, -43, -53, -29, 
-9, -39, -29, 24, 9, -34, 92, 68, 0, -43, -43, -29, 
-9, -34, -24, 21, 7, -29, 107, 68, 0, -43, -39, -34, 
-24, -29, -4, 26, -9, -17, 102, 48, -4, -39, -39, -34, 
-39, -34, 4, 36, -21, -14, 102, 29, -14, -34, -39, -34, 
-48, -29, 19, 39, -34, -4, 82, 9, -29, -39, -43, -34, 
-53, -19, 34, 36, -43, 7, 68, -9, -43, -39, -43, -34, 
-48, -14, 34, 31, -41, 9, 58, -34, -48, -43, -43, -34, 
-48, -14, 34, 31, -41, 9, 43, -58, -53, -48, -43, -34, 
-43, -14, 29, 29, -36, 7, 29, -63, -43, -48, -43, -29, 
-39, -19, 19, 29, -29, 0, 14, -48, -24, -43, -39, -24, 
-39, -19, 19, 29, -29, 0, -9, -58, -24, -14, -24, -14, 
-39, -9, 29, 24, -34, 9, -29, -68, 4, 43, 24, 9, 
-34, 19, 53, 7, -43, 36, -19, -29, 141, 156, 102, 53, 
-14, 53, 68, -19, -41, 61, -43, -34, 229, 297, 239, 156, 
43, 131, 87, -87, -21, 109, -117, -136, 126, 453, 424, 312, 
102, 214, 112, -158, -4, 163, -200, -302, -68, 566, 595, 463, 
204, 361, 156, -283, 24, 258, -326, -566, -307, 722, 844, 692, 
336, 551, 214, -444, 61, 383, -527, -893, -522, 966, 1190, 1019, 
405, 775, 370, -590, 17, 573, -707, -1254, -756, 1205, 1503, 1312, 
405, 858, 453, -631, -24, 656, -829, -1556, -1244, 1044, 1503, 1395, 
297, 639, 341, -468, -21, 490, -854, -1751, -2044, 161, 814, 1010, 
224, 263, 39, -244, 92, 151, -810, -1781, -2581, -907, -97, 409, 
204, -146, -351, -29, 278, -248, -717, -1698, -2732, -1566, -775, -102, 
190, -312, -502, 61, 346, -407, -683, -1581, -2615, -1756, -1019, -317, 
63, -253, -317, 95, 190, -285, -644, -1351, -2235, -1532, -936, -307, 
14, -131, -146, 58, 80, -139, -644, -1176, -1888, -1322, -819, -258, 
19, -53, -73, 17, 46, -63, -624, -1039, -1566, -1117, -697, -185, 
24, 19, -4, -21, 14, 7, -580, -927, -1283, -922, -575, -117, 
14, 58, 43, -36, -14, 51, -497, -800, -1044, -766, -483, -78, 
-9, 87, 97, -39, -53, 92, -409, -683, -849, -629, -409, -68, 
-92, 58, 151, 17, -122, 104, -312, -536, -678, -517, -351, -78, 
-117, 24, 141, 46, -129, 82, -224, -390, -507, -424, -312, -92, 
-92, -24, 68, 58, -80, 21, -151, -263, -356, -346, -287, -112, 
-58, -53, 4, 56, -31, -24, -92, -141, -209, -258, -248, -126, 
-34, -73, -39, 53, 2, -56, -14, -14, -68, -175, -200, -122, 
-34, -73, -39, 53, 2, -56, 48, 82, 43, -87, -136, -97, 
-29, -73, -43, 51, 7, -58, 63, 126, 112, -39, -92, -87, 
-4, -68, -63, 36, 29, -65, 73, 146, 136, -39, -82, -82, 
-34, -73, -39, 53, 2, -56, 97, 151, 136, -29, -82, -87, 
-39, -78, -39, 58, 0, -58, 117, 161, 156, -19, -73, -87, 
-39, -73, -34, 56, -2, -53, 131, 161, 156, -14, -73, -92, 
-43, -73, -29, 58, -7, -51, 136, 161, 151, -14, -78, -97, 
-58, -68, -9, 63, -24, -39, 161, 161, 151, -19, -78, -97, 
-78, -68, 9, 73, -43, -29, 185, 165, 151, -19, -78, -97, 
-87, -73, 14, 80, -51, -29, 156, 161, 151, -19, -78, -97, 
-92, -73, 19, 82, -56, -26, 122, 156, 151, -19, -78, -97, 
-78, -63, 14, 70, -46, -24, 122, 161, 156, -14, -78, -97, 
-63, -63, 0, 63, -31, -31, 122, 161, 165, -4, -73, -92, 
-63, -58, 4, 61, -34, -26, 107, 156, 165, -4, -68, -92, 
-63, -53, 9, 58, -36, -21, 87, 146, 180, 0, -63, -87, 
-58, -48, 9, 53, -34, -19, 78, 156, 185, 4, -58, -87, 
-58, -48, 9, 53, -34, -19, 68, 161, 190, 9, -53, -87, 
-58, -48, 9, 53, -34, -19, 73, 170, 190, 19, -53, -87, 
-58, -48, 9, 53, -34, -19, 78, 180, 190, 24, -53, -92, 
-63, -48, 14, 56, -39, -17, 73, 180, 204, 24, -53, -92, 
-63, -48, 14, 56, -39, -17, 73, 190, 219, 34, -43, -92, 
-53, -43, 9, 48, -31, -17, 82, 195, 239, 43, -43, -87, 
-39, -39, 0, 39, -19, -19, 82, 200, 244, 48, -43, -82, 
-34, -39, -4, 36, -14, -21, 87, 214, 258, 43, -39, -87, 
-43, -39, 4, 41, -24, -17, 97, 229, 278, 48, -39, -87, 
-43, -39, 4, 41, -24, -17, 97, 244, 307, 58, -29, -87, 
-39, -39, 0, 39, -19, -19, 97, 253, 322, 73, -24, -82, 
-39, -39, 0, 39, -19, -19, 107, 273, 351, 82, -9, -73, 
-39, -34, 4, 36, -21, -14, 107, 287, 366, 102, -9, -73, 
-34, -34, 0, 34, -17, -17, 112, 307, 400, 117, 4, -73, 
-29, -34, -4, 31, -12, -19, 122, 326, 434, 136, 14, -73, 
-24, -29, -4, 26, -9, -17, 136, 351, 458, 151, 24, -68, 
-24, -24, 0, 24, -12, -12, 151, 366, 483, 165, 39, -63, 
-29, -19, 9, 24, -19, -4, 156, 380, 517, 190, 43, -63, 
-29, -14, 14, 21, -21, 0, 161, 405, 566, 209, 53, -58, 
-29, -14, 14, 21, -21, 0, 175, 434, 610, 234, 68, -48, 
-24, -14, 9, 19, -17, -2, 180, 458, 644, 248, 87, -43, 
-24, 4, 29, 9, -26, 17, 195, 492, 692, 283, 107, -29, 
-19, 14, 34, 2, -26, 24, 204, 517, 727, 307, 126, -19, 
0, 19, 19, -9, -9, 19, 214, 546, 775, 336, 146, -9, 
9, 24, 14, -17, -2, 19, 224, 566, 819, 361, 161, -4, 
4, 34, 29, -19, -12, 31, 248, 590, 854, 375, 170, 0, 
4, 34, 29, -19, -12, 31, 263, 610, 888, 395, 175, 9, 
4, 24, 19, -14, -7, 21, 268, 639, 917, 414, 195, 9, 
9, 19, 9, -14, 0, 14, 278, 658, 941, 439, 214, 14, 
19, 29, 9, -24, 4, 19, 287, 668, 966, 458, 224, 24, 
19, 34, 14, -26, 2, 24, 292, 673, 971, 468, 234, 24, 
0, 34, 34, -17, -17, 34, 302, 663, 971, 473, 234, 29, 
-19, 34, 53, -7, -36, 43, 307, 634, 951, 478, 234, 34, 
-14, 39, 53, -12, -34, 46, 297, 595, 917, 473, 244, 39, 
-14, 43, 58, -14, -36, 51, 283, 551, 863, 463, 244, 48, 
-9, 43, 53, -17, -31, 48, 248, 478, 795, 444, 244, 58, 
-4, 43, 48, -19, -26, 46, 209, 414, 722, 419, 239, 68, 
0, 48, 48, -24, -24, 48, 170, 341, 619, 380, 239, 68, 
0, 48, 48, -24, -24, 48, 131, 283, 527, 351, 224, 73, 
-9, 24, 34, -7, -21, 29, 107, 229, 453, 302, 195, 73, 
-24, -4, 19, 14, -21, 7, 78, 175, 366, 253, 175, 68, 
-4, 4, 9, 0, -7, 7, 48, 131, 287, 214, 156, 68, 
19, 19, 0, -19, 9, 9, 29, 97, 234, 180, 141, 63, 
29, 19, -9, -24, 19, 4, 4, 68, 180, 141, 112, 48, 
29, 19, -9, -24, 19, 4, -4, 34, 136, 107, 92, 39, 
29, 4, -24, -17, 26, -9, -14, 9, 87, 87, 82, 34, 
19, -4, -24, -7, 21, -14, -39, -4, 48, 63, 53, 29, 
19, -4, -24, -7, 21, -14, -39, -24, 19, 39, 53, 19, 
14, -14, -29, 0, 21, -21, -43, -34, -4, 14, 39, 14, 
14, -24, -39, 4, 26, -31, -43, -53, -24, 0, 19, 14, 
14, -34, -48, 9, 31, -41, -43, -58, -39, -19, 9, 14, 
19, -39, -58, 9, 39, -48, -53, -58, -53, -29, -4, 0, 
24, -43, -68, 9, 46, -56, -53, -53, -68, -39, -14, -9, 
24, -43, -68, 9, 46, -56, -43, -53, -68, -43, -14, -9, 
24, -43, -68, 9, 46, -56, -43, -53, -63, -43, -14, -9, 
