I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-87, -58, 29, 73, -58, -14, 58, 58, 19, -9, -29, -39, 
-92, -58, 34, 75, -63, -12, 58, 58, 19, -9, -29, -48, 
-97, -58, 39, 78, -68, -9, 58, 58, 19, -9, -29, -58, 
-97, -53, 43, 75, -70, -4, 58, 58, 19, -9, -29, -48, 
-97, -48, 48, 73, -73, 0, 58, 58, 19, -9, -29, -39, 
-92, -48, 43, 70, -68, -2, 63, 58, 19, 0, -29, -39, 
-87, -48, 39, 68, -63, -4, 68, 58, 19, 9, -29, -39, 
-82, -24, 58, 53, -70, 17, 68, 53, 19, 0, -29, -39, 
-78, 0, 78, 39, -78, 39, 68, 48, 19, -9, -29, -39, 
-78, -34, 43, 56, -61, 4, 68, 48, 19, -9, -29, -39, 
-78, -68, 9, 73, -43, -29, 68, 48, 19, -9, -29, -39, 
-97, -87, 9, 92, -53, -39, 58, 43, 14, -9, -29, -39, 
-117, -107, 9, 112, -63, -48, 48, 39, 9, -9, -29, -39, 
-102, -73, 29, 87, -65, -21, 58, 39, 9, -9, -29, -39, 
-87, -39, 48, 63, -68, 4, 68, 39, 9, -9, -29, -39, 
-73, -39, 34, 56, -53, -2, 78, 43, 14, -9, -29, -39, 
-58, -39, 19, 48, -39, -9, 87, 48, 19, -9, -29, -39, 
-68, -48, 19, 58, -43, -14, 87, 48, 19, -4, -24, -39, 
-78, -58, 19, 68, -48, -19, 87, 48, 19, 0, -19, -39, 
-78, -43, 34, 61, -56, -4, 78, 48, 19, 4, -19, -39, 
-78, -29, 48, 53, -63, 9, 68, 48, 19, 9, -19, -39, 
-73, -19, 53, 46, -63, 17, 78, 53, 24, 9, -19, -39, 
-68, -9, 58, 39, -63, 24, 87, 58, 29, 9, -19, -39, 
-68, -9, 58, 39, -63, 24, 87, 58, 34, 14, -14, -34, 
-68, -9, 58, 39, -63, 24, 87, 58, 39, 19, -9, -29, 
-58, 0, 58, 29, -58, 29, 78, 58, 43, 24, -4, -19, 
-48, 9, 58, 19, -53, 34, 68, 58, 48, 29, 0, -9, 
-24, 29, 53, -2, -39, 41, 63, 68, 53, 39, 9, 0, 
0, 48, 48, -24, -24, 48, 58, 78, 58, 48, 19, 9, 
0, 48, 48, -24, -24, 48, 48, 68, 58, 48, 19, 9, 
0, 48, 48, -24, -24, 48, 39, 58, 58, 48, 19, 9, 
-4, 34, 39, -14, -21, 36, 39, 53, 53, 43, 14, 4, 
-9, 19, 29, -4, -19, 24, 39, 48, 48, 39, 9, 0, 
-9, 19, 29, -4, -19, 24, 34, 48, 43, 39, 9, 0, 
-9, 14, 24, -2, -17, 19, 29, 43, 34, 29, 4, 0, 
-9, 9, 19, 0, -14, 14, 24, 43, 29, 19, 4, -4, 
-19, -9, 9, 14, -14, 0, 19, 34, 24, 4, -4, -24, 
-19, -9, 9, 14, -14, 0, 19, 29, 14, -4, -14, -29, 
