I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
9, -63, -73, 26, 41, -68, -39, -78, -53, -34, -53, -39, 
9, -63, -73, 26, 41, -68, -34, -73, -48, -24, -48, -34, 
9, -63, -73, 26, 41, -68, -34, -68, -48, -19, -43, -34, 
9, -68, -78, 29, 43, -73, -34, -68, -48, -19, -43, -34, 
9, -73, -82, 31, 46, -78, -34, -68, -48, -19, -48, -39, 
9, -73, -82, 31, 46, -78, -29, -63, -48, -24, -48, -39, 
9, -73, -82, 31, 46, -78, -29, -63, -48, -24, -48, -39, 
9, -73, -82, 31, 46, -78, -24, -68, -48, -24, -48, -39, 
9, -73, -82, 31, 46, -78, -24, -68, -48, -29, -48, -39, 
9, -73, -82, 31, 46, -78, -24, -73, -48, -29, -43, -39, 
9, -78, -87, 34, 48, -82, -24, -78, -48, -29, -39, -39, 
4, -78, -82, 36, 43, -80, -24, -78, -48, -29, -43, -39, 
4, -78, -82, 36, 43, -80, -24, -73, -48, -29, -43, -39, 
4, -73, -78, 34, 41, -75, -24, -73, -48, -29, -43, -43, 
4, -73, -78, 34, 41, -75, -24, -73, -43, -29, -43, -48, 
4, -78, -82, 36, 43, -80, -24, -73, -43, -29, -39, -43, 
9, -78, -87, 34, 48, -82, -24, -73, -43, -29, -39, -43, 
9, -78, -87, 34, 48, -82, -24, -58, -39, -24, -43, -39, 
9, -87, -97, 39, 53, -92, -9, -29, -39, -19, -43, -34, 
-9, -92, -82, 51, 36, -87, 14, -4, -34, -24, -53, -48, 
0, -92, -92, 46, 46, -92, 14, 34, 4, 4, -34, -43, 
29, -107, -136, 39, 82, -122, 4, 92, 58, 43, -9, -29, 
102, -63, -165, -19, 134, -114, -34, 175, 165, 136, 68, 24, 
268, 34, -234, -151, 251, -100, -82, 361, 366, 297, 204, 126, 
448, 190, -258, -319, 353, -34, -97, 546, 614, 512, 390, 268, 
683, 478, -204, -580, 444, 136, -165, 595, 966, 854, 697, 527, 
917, 785, -131, -851, 524, 326, -336, 468, 1234, 1132, 971, 771, 
1195, 1088, -107, -1141, 651, 490, -663, 224, 1395, 1337, 1195, 985, 
1302, 1337, 34, -1320, 634, 685, -907, -43, 1566, 1537, 1400, 1185, 
1166, 1434, 268, -1300, 448, 851, -1019, -307, 1771, 1747, 1600, 1356, 
995, 1376, 380, -1185, 307, 878, -1054, -473, 1668, 1654, 1546, 1327, 
580, 1141, 561, -861, 9, 851, -985, -697, 1098, 1161, 1151, 1068, 
273, 839, 566, -556, -146, 702, -946, -1024, 419, 585, 688, 732, 
9, 444, 434, -226, -212, 439, -834, -1298, -302, -63, 131, 287, 
-73, 278, 351, -102, -212, 314, -736, -1249, -522, -283, -73, 97, 
-73, 263, 336, -95, -204, 300, -561, -897, -395, -214, -63, 87, 
-73, 185, 258, -56, -165, 222, -370, -580, -292, -170, -73, 24, 
-48, 73, 122, -12, -85, 97, -224, -346, -190, -122, -73, -14, 
-53, 0, 53, 26, -53, 26, -117, -185, -117, -82, -68, -24, 
-53, -14, 39, 34, -46, 12, -53, -117, -92, -68, -63, -34, 
-48, -39, 9, 43, -29, -14, -9, -58, -78, -63, -63, -43, 
-48, -48, 0, 48, -24, -24, 9, -29, -68, -53, -63, -43, 
-53, -53, 0, 53, -26, -26, 19, -19, -63, -43, -63, -43, 
-58, -53, 4, 56, -31, -24, 34, -9, -63, -43, -68, -43, 
-58, -58, 0, 58, -29, -29, 43, 0, -63, -48, -68, -48, 
-58, -73, -14, 65, -21, -43, 48, 4, -63, -48, -63, -53, 
