I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-87, -102, -14, 95, -36, -58, -58, -126, -73, -48, -48, -24, 
-87, -102, -14, 95, -36, -58, -53, -126, -73, -53, -58, -29, 
-92, -107, -14, 100, -39, -61, -48, -126, -78, -58, -63, -34, 
-92, -107, -14, 100, -39, -61, -43, -122, -78, -53, -63, -34, 
-97, -107, -9, 102, -43, -58, -43, -122, -78, -48, -63, -39, 
-97, -107, -9, 102, -43, -58, -43, -122, -78, -48, -63, -39, 
-97, -107, -9, 102, -43, -58, -39, -122, -78, -48, -63, -39, 
-97, -112, -14, 104, -41, -63, -39, -122, -78, -48, -63, -39, 
-92, -112, -19, 102, -36, -65, -39, -117, -78, -48, -63, -39, 
-92, -112, -19, 102, -36, -65, -39, -117, -78, -48, -68, -39, 
-92, -112, -19, 102, -36, -65, -34, -117, -78, -48, -73, -39, 
-92, -117, -24, 104, -34, -70, -39, -117, -78, -48, -73, -43, 
-92, -117, -24, 104, -34, -70, -43, -117, -78, -53, -78, -43, 
-92, -117, -24, 104, -34, -70, -39, -117, -78, -53, -78, -43, 
-87, -112, -24, 100, -31, -68, -39, -112, -78, -53, -73, -43, 
-78, -112, -34, 95, -21, -73, -34, -112, -78, -58, -73, -48, 
-87, -112, -24, 100, -31, -68, -29, -107, -63, -53, -73, -53, 
-122, -73, 48, 97, -85, -12, -14, -107, -53, -39, -63, -43, 
-175, -24, 151, 100, -163, 63, 43, -43, 4, 0, -34, -19, 
-214, 19, 234, 97, -224, 126, 200, 287, 214, 117, 24, -4, 
-224, 73, 297, 75, -261, 185, 287, 483, 444, 336, 175, 68, 
-204, 122, 326, 41, -265, 224, 283, 366, 527, 561, 366, 200, 
-73, 273, 346, -100, -209, 309, 146, 126, 712, 1005, 727, 463, 
141, 517, 375, -329, -117, 446, -73, -87, 1049, 1605, 1244, 839, 
434, 629, 195, -531, 119, 412, -366, -356, 1220, 1995, 1590, 1093, 
785, 551, -234, -668, 509, 158, -844, -712, 1156, 1932, 1615, 1176, 
805, 131, -673, -468, 739, -270, -995, -985, 531, 1029, 917, 736, 
395, -492, -888, 48, 641, -690, -951, -1893, -1503, -1000, -605, -234, 
161, -751, -912, 295, 536, -832, -927, -2249, -2332, -1776, -1215, -634, 
92, -649, -741, 278, 417, -695, -751, -1668, -1805, -1439, -1024, -551, 
73, -419, -492, 173, 283, -456, -556, -1083, -1151, -927, -668, -326, 
63, -219, -283, 78, 173, -251, -390, -707, -732, -580, -419, -180, 
39, -141, -180, 51, 109, -161, -273, -483, -502, -419, -307, -122, 
-24, -136, -112, 80, 43, -124, -165, -317, -366, -326, -253, -112, 
-53, -136, -82, 95, 14, -109, -78, -185, -239, -244, -200, -102, 
-58, -122, -63, 90, 2, -92, -19, -92, -156, -180, -165, -92, 
-63, -107, -43, 85, -9, -75, -4, -58, -126, -151, -151, -82, 
-68, -107, -39, 87, -14, -73, 0, -53, -117, -146, -146, -82, 
-68, -102, -34, 85, -17, -68, 0, -39, -107, -141, -146, -82, 
-73, -97, -24, 85, -24, -61, 14, -24, -102, -136, -141, -73, 
-73, -102, -29, 87, -21, -65, 24, -14, -97, -126, -131, -68, 
-73, -107, -34, 90, -19, -70, 24, -9, -82, -122, -131, -68, 
-73, -112, -39, 92, -17, -75, 29, -9, -73, -122, -126, -63, 
-73, -102, -29, 87, -21, -65, 29, 0, -68, -117, -126, -63, 
-73, -102, -29, 87, -21, -65, 24, 9, -63, -117, -126, -63, 
-73, -97, -24, 85, -24, -61, 29, 14, -53, -112, -122, -58, 
-73, -87, -14, 80, -29, -51, 29, 19, -48, -112, -122, -58, 
-68, -87, -19, 78, -24, -53, 34, 24, -48, -102, -122, -58, 
-68, -87, -19, 78, -24, -53, 34, 29, -43, -97, -117, -63, 
-63, -87, -24, 75, -19, -56, 39, 39, -39, -97, -117, -63, 
-63, -87, -24, 75, -19, -56, 39, 48, -29, -97, -112, -58, 
-63, -82, -19, 73, -21, -51, 48, 63, -24, -92, -112, -58, 
-63, -78, -14, 70, -24, -46, 53, 73, -19, -92, -112, -58, 
-73, -82, -9, 78, -31, -46, 58, 82, -14, -87, -112, -58, 
-82, -82, 0, 82, -41, -41, 58, 92, -4, -87, -102, -58, 
-73, -82, -9, 78, -31, -46, 63, 102, 4, -82, -97, -58, 
-63, -82, -19, 73, -21, -51, 63, 107, 14, -78, -97, -58, 
-48, -82, -34, 65, -7, -58, 68, 117, 19, -78, -97, -48, 
-29, -82, -53, 56, 12, -68, 68, 141, 29, -73, -92, -48, 
-34, -82, -48, 58, 7, -65, 78, 156, 39, -73, -87, -48, 
-48, -82, -34, 65, -7, -58, 82, 170, 48, -68, -87, -43, 
-43, -78, -34, 61, -4, -56, 92, 190, 58, -68, -82, -39, 
-43, -68, -24, 56, -9, -46, 97, 209, 78, -63, -78, -39, 
