I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
48, -14, -63, -17, 56, -39, 78, 39, -4, -19, -14, 0, 
73, 9, -63, -41, 68, -26, 92, 53, 9, 0, 4, 14, 
102, 48, -53, -75, 78, -2, 102, 78, 34, 19, 24, 34, 
117, 53, -63, -85, 90, -4, 97, 78, 34, 19, 24, 39, 
141, 53, -87, -97, 114, -17, 73, 78, 34, 19, 29, 43, 
131, 24, -107, -78, 119, -41, 34, 53, 14, 19, 24, 29, 
78, -19, -97, -29, 87, -58, -24, 0, -24, -9, 0, 0, 
87, -9, -97, -39, 92, -53, -48, -24, -43, -19, -9, 0, 
102, -4, -107, -48, 104, -56, -73, -48, -63, -39, -19, 4, 
107, -24, -131, -41, 119, -78, -73, -58, -63, -39, -19, 4, 
117, -34, -151, -41, 134, -92, -68, -63, -68, -43, -29, -4, 
87, -48, -136, -19, 112, -92, -68, -78, -87, -58, -43, -19, 
68, -53, -122, -7, 95, -87, -82, -97, -97, -68, -48, -24, 
63, -43, -107, -9, 85, -75, -87, -102, -102, -73, -48, -24, 
53, -43, -97, -4, 75, -70, -92, -102, -102, -78, -53, -29, 
39, -53, -92, 7, 65, -73, -82, -107, -112, -82, -58, -34, 
9, -73, -82, 31, 46, -78, -78, -112, -122, -102, -73, -53, 
-19, -82, -63, 51, 21, -73, -68, -112, -122, -102, -82, -58, 
-43, -92, -48, 68, 2, -70, -53, -107, -122, -102, -82, -53, 
-58, -97, -39, 78, -9, -68, -48, -107, -122, -107, -87, -58, 
-78, -102, -24, 90, -26, -63, -48, -107, -122, -112, -92, -58, 
-68, -102, -34, 85, -17, -68, -48, -107, -122, -112, -92, -68, 
-68, -117, -48, 92, -9, -82, -48, -112, -122, -112, -92, -68, 
-68, -117, -48, 92, -9, -82, -48, -112, -122, -112, -92, -68, 
-68, -112, -43, 90, -12, -78, -48, -107, -117, -112, -92, -63, 
-63, -97, -34, 80, -14, -65, -43, -107, -112, -112, -92, -63, 
-63, -87, -24, 75, -19, -56, -43, -107, -112, -112, -92, -63, 
-73, -102, -29, 87, -21, -65, -43, -107, -122, -112, -97, -68, 
-87, -112, -24, 100, -31, -68, -43, -107, -126, -112, -97, -68, 
-97, -117, -19, 107, -39, -68, -43, -107, -126, -117, -97, -68, 
-102, -117, -14, 109, -43, -65, -43, -112, -126, -117, -102, -73, 
-97, -117, -19, 107, -39, -68, -43, -112, -126, -117, -102, -78, 
-87, -102, -14, 95, -36, -58, -43, -107, -126, -112, -97, -78, 
-87, -102, -14, 95, -36, -58, -39, -107, -122, -112, -97, -73, 
-87, -102, -14, 95, -36, -58, -39, -107, -122, -112, -97, -73, 
-82, -107, -24, 95, -29, -65, -39, -112, -126, -117, -97, -78, 
-78, -112, -34, 95, -21, -73, -34, -102, -122, -117, -87, -78, 
-63, -102, -39, 82, -12, -70, -34, -92, -107, -102, -87, -68, 
-43, -92, -48, 68, 2, -70, -34, -63, -78, -82, -68, -53, 
-34, -73, -39, 53, 2, -56, -4, 58, 39, 9, -9, -19, 
-34, -29, 4, 31, -19, -12, 24, 146, 146, 97, 58, 29, 
-87, -4, 82, 46, -85, 39, -43, -122, 24, 63, 58, 48, 
-131, 19, 151, 56, -141, 85, -253, -663, -287, -63, 14, 82, 
-107, 78, 185, 14, -146, 131, -448, -1190, -668, -263, -63, 82, 
-14, 156, 170, -70, -92, 163, -785, -1844, -1107, -497, -156, 97, 
117, 322, 204, -219, -43, 263, -1132, -2361, -1415, -614, -156, 204, 
234, 473, 239, -353, -2, 356, -1405, -2776, -1668, -702, -126, 317, 
375, 624, 248, -500, 63, 436, -1776, -3225, -1947, -790, -58, 468, 
614, 683, 68, -649, 273, 375, -2098, -3591, -2176, -888, -14, 590, 
756, 605, -151, -680, 453, 226, -2196, -3767, -2361, -1005, -29, 663, 
570, 258, -312, -414, 441, -26, -2122, -3874, -2649, -1400, -434, 351, 
409, -341, -751, -34, 580, -546, -2005, -3777, -2888, -1917, -1073, -287, 
165, -668, -834, 251, 500, -751, -1625, -3206, -2698, -2049, -1415, -707, 
-190, -488, -297, 339, 53, -392, -995, -2196, -1937, -1571, -1190, -707, 
-224, -322, -97, 273, -63, -209, -707, -1498, -1298, -1073, -824, -483, 
-180, -180, 0, 180, -90, -90, -536, -990, -844, -692, -522, -302, 
-122, -53, 68, 87, -95, 7, -351, -536, -434, -351, -258, -146, 
-43, -14, 29, 29, -36, 7, -97, -102, -97, -87, -78, -53, 
4, -4, -9, 0, 7, -7, 58, 136, 68, 19, -9, -24, 
-14, -4, 9, 9, -12, 2, 97, 185, 107, 43, 14, -19, 
-43, -19, 24, 31, -34, 2, 112, 204, 126, 63, 14, -19, 
-73, -43, 29, 58, -51, -7, 112, 219, 136, 63, 14, -24, 
-87, -53, 34, 70, -61, -9, 131, 258, 156, 68, 14, -24, 
-53, -19, 34, 36, -43, 7, 165, 302, 195, 97, 43, -4, 
-34, -9, 24, 21, -29, 7, 175, 322, 219, 122, 58, 14, 
-43, -19, 24, 31, -34, 2, 175, 326, 224, 126, 63, 4, 
-58, -19, 39, 39, -48, 9, 175, 341, 229, 126, 63, -4, 
-58, -14, 43, 36, -51, 14, 190, 370, 253, 136, 78, 0, 
-48, -4, 43, 26, -46, 19, 195, 385, 268, 156, 87, 9, 
-39, 19, 58, 9, -48, 39, 200, 395, 273, 170, 92, 19, 
-39, 29, 68, 4, -53, 48, 204, 405, 278, 170, 92, 19, 
-39, 14, 53, 12, -46, 34, 214, 419, 292, 180, 97, 19, 
-48, -9, 39, 29, -43, 14, 219, 434, 302, 190, 107, 24, 
-58, -9, 48, 34, -53, 19, 219, 439, 312, 200, 107, 29, 
-48, 4, 53, 21, -51, 29, 224, 453, 322, 209, 117, 34, 
-48, -4, 43, 26, -46, 19, 234, 468, 331, 214, 122, 43, 
-58, -4, 53, 31, -56, 24, 244, 488, 346, 219, 136, 43, 
-43, 9, 53, 17, -48, 31, 248, 492, 356, 234, 141, 48, 
-34, 24, 58, 4, -46, 41, 248, 502, 366, 244, 141, 53, 
-24, 43, 68, -9, -46, 56, 248, 517, 390, 258, 151, 58, 
-9, 63, 73, -26, -41, 68, 263, 531, 409, 273, 161, 58, 
-19, 63, 82, -21, -51, 73, 273, 556, 424, 287, 175, 68, 
-19, 63, 82, -21, -51, 73, 273, 575, 444, 302, 185, 73, 
-19, 73, 92, -26, -56, 82, 283, 600, 458, 317, 195, 82, 
-19, 78, 97, -29, -58, 87, 292, 624, 483, 326, 204, 87, 
-24, 78, 102, -26, -63, 90, 292, 639, 492, 341, 214, 92, 
-24, 78, 102, -26, -63, 90, 307, 663, 512, 361, 224, 102, 
-14, 97, 112, -41, -63, 104, 317, 683, 531, 375, 234, 107, 
-9, 112, 122, -51, -65, 117, 331, 702, 551, 390, 248, 112, 
-4, 122, 126, -58, -65, 124, 336, 736, 580, 414, 263, 122, 
-4, 131, 136, -63, -70, 134, 351, 775, 600, 434, 283, 126, 
-4, 131, 136, -63, -70, 134, 366, 800, 624, 444, 292, 126, 
-4, 131, 136, -63, -70, 134, 380, 834, 663, 473, 302, 136, 
0, 136, 136, -68, -68, 136, 390, 863, 688, 488, 312, 141, 
9, 151, 141, -80, -65, 146, 419, 907, 717, 512, 331, 151, 
14, 156, 141, -85, -63, 148, 434, 941, 746, 531, 341, 151, 
24, 161, 136, -92, -56, 148, 448, 985, 780, 551, 356, 161, 
29, 170, 141, -100, -56, 156, 473, 1029, 805, 575, 366, 161, 
39, 185, 146, -112, -53, 165, 497, 1073, 834, 595, 385, 175, 
48, 200, 151, -124, -51, 175, 517, 1112, 863, 619, 400, 175, 
58, 214, 156, -136, -48, 185, 531, 1156, 897, 639, 405, 175, 
48, 209, 161, -129, -56, 185, 561, 1195, 932, 663, 414, 180, 
48, 204, 156, -126, -53, 180, 585, 1244, 971, 683, 429, 190, 
48, 214, 165, -131, -58, 190, 610, 1293, 1005, 702, 439, 190, 
63, 234, 170, -148, -53, 202, 624, 1342, 1044, 722, 453, 195, 
68, 239, 170, -153, -51, 204, 649, 1376, 1063, 741, 463, 204, 
78, 244, 165, -161, -43, 204, 668, 1405, 1083, 751, 473, 195, 
82, 253, 170, -168, -43, 212, 697, 1444, 1112, 771, 478, 195, 
82, 253, 170, -168, -43, 212, 717, 1464, 1127, 780, 478, 195, 
97, 268, 170, -183, -36, 219, 727, 1483, 1141, 785, 488, 185, 
112, 283, 170, -197, -29, 226, 732, 1488, 1151, 790, 473, 170, 
102, 268, 165, -185, -31, 217, 732, 1478, 1137, 775, 458, 161, 
92, 253, 161, -173, -34, 207, 727, 1454, 1122, 766, 448, 151, 
82, 239, 156, -161, -36, 197, 707, 1405, 1083, 732, 424, 136, 
82, 234, 151, -158, -34, 192, 688, 1346, 1044, 707, 405, 122, 
97, 239, 141, -168, -21, 190, 653, 1288, 995, 673, 380, 107, 
102, 229, 126, -165, -12, 178, 610, 1210, 936, 624, 346, 82, 
82, 200, 117, -141, -17, 158, 561, 1107, 863, 575, 312, 58, 
63, 175, 112, -119, -24, 143, 507, 1000, 780, 517, 278, 39, 
48, 136, 87, -92, -19, 112, 444, 888, 688, 448, 229, 4, 
39, 112, 73, -75, -17, 92, 380, 780, 600, 385, 195, -14, 
53, 102, 48, -78, 2, 75, 322, 668, 512, 322, 156, -19, 
68, 92, 24, -80, 21, 58, 263, 556, 429, 268, 122, -19, 
68, 87, 19, -78, 24, 53, 204, 453, 341, 209, 87, -34, 
68, 78, 9, -73, 29, 43, 156, 366, 263, 156, 53, -39, 
63, 53, -9, -58, 36, 21, 122, 283, 204, 117, 29, -39, 
63, 29, -34, -46, 48, -2, 82, 204, 151, 73, 9, -34, 
53, 24, -29, -39, 41, -2, 48, 151, 92, 39, -4, -34, 
