I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-19, -19, 0, 19, -9, -9, 0, -48, -29, -9, -9, -9, 
-19, -19, 0, 19, -9, -9, 0, -48, -29, -9, -9, -9, 
-19, -19, 0, 19, -9, -9, 0, -48, -29, -9, -9, -9, 
-19, -24, -4, 21, -7, -14, 0, -48, -29, -9, -9, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -29, -9, -9, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -29, -9, -9, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -29, -9, -9, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -34, -9, -14, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -39, -9, -19, -9, 
-19, -29, -9, 24, -4, -19, 0, -48, -39, -9, -19, -14, 
-19, -29, -9, 24, -4, -19, 0, -48, -39, -9, -19, -19, 
-19, -34, -14, 26, -2, -24, 0, -43, -34, -9, -19, -19, 
-19, -39, -19, 29, 0, -29, 0, -39, -29, -9, -19, -19, 
-24, -39, -14, 31, -4, -26, 0, -39, -29, -14, -19, -19, 
-29, -39, -9, 34, -9, -24, 0, -39, -29, -19, -19, -19, 
-29, -39, -9, 34, -9, -24, 0, -39, -29, -19, -19, -19, 
-29, -39, -9, 34, -9, -24, 0, -39, -29, -19, -19, -19, 
-29, -43, -14, 36, -7, -29, 0, -39, -29, -19, -19, -19, 
-29, -48, -19, 39, -4, -34, 0, -39, -29, -19, -19, -19, 
-29, -48, -19, 39, -4, -34, 0, -34, -29, -19, -14, -19, 
-29, -48, -19, 39, -4, -34, 0, -29, -29, -19, -9, -19, 
-29, -48, -19, 39, -4, -34, 0, -29, -29, -19, -9, -19, 
-29, -48, -19, 39, -4, -34, 0, -29, -29, -19, -9, -19, 
-29, -48, -19, 39, -4, -34, 0, -29, -29, -19, -9, -19, 
-29, -48, -19, 39, -4, -34, 0, -29, -29, -19, -9, -19, 
-29, -48, -19, 39, -4, -34, 0, -24, -24, -19, -9, -14, 
-29, -48, -19, 39, -4, -34, 0, -19, -19, -19, -9, -9, 
-29, -48, -19, 39, -4, -34, 0, -19, -19, -24, -9, -9, 
-29, -48, -19, 39, -4, -34, 0, -19, -19, -29, -9, -9, 
-29, -48, -19, 39, -4, -34, 0, -14, -19, -29, -9, -9, 
-29, -48, -19, 39, -4, -34, 0, -9, -19, -29, -9, -9, 
-24, -48, -24, 36, 0, -36, 0, -9, -14, -24, -9, -9, 
-19, -48, -29, 34, 4, -39, 0, -9, -9, -19, -9, -9, 
-19, -43, -24, 31, 2, -34, 0, -4, -9, -19, -4, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -9, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -9, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -9, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -9, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -9, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, -4, -19, 0, -9, 
-19, -39, -19, 29, 0, -29, 0, 0, 0, -19, 0, -9, 
-14, -39, -24, 26, 4, -31, 0, 0, 0, -19, 0, -9, 
-9, -39, -29, 24, 9, -34, 0, 0, 0, -19, 0, -9, 
-9, -39, -29, 24, 9, -34, 0, 0, 0, -19, 0, -9, 
-9, -39, -29, 24, 9, -34, 0, 0, 0, -19, 0, -9, 
-9, -39, -29, 24, 9, -34, 0, 0, 0, -14, 0, -9, 
-9, -39, -29, 24, 9, -34, 0, 0, 0, -9, 0, -9, 
-9, -34, -24, 21, 7, -29, -4, 0, 0, -9, 0, -9, 
-9, -29, -19, 19, 4, -24, -9, 0, 0, -9, 0, -9, 
-9, -29, -19, 19, 4, -24, -9, 0, 0, -4, 0, -9, 
-9, -29, -19, 19, 4, -24, -9, 0, 0, 0, 0, -9, 
-4, -24, -19, 14, 7, -21, -9, 0, 0, 0, 0, -9, 
0, -19, -19, 9, 9, -19, -9, 0, 0, 0, 0, -9, 
