I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-82, -14, 68, 48, -75, 26, 9, -24, -24, 34, 19, -14, 
-102, -24, 78, 63, -90, 26, 4, -24, -19, 24, 4, -34, 
-126, -48, 78, 87, -102, 14, 0, -24, -24, 24, 4, -43, 
-126, -53, 73, 90, -100, 9, 0, -34, -24, 19, -4, -43, 
-107, -58, 48, 82, -78, -4, 0, -34, -29, 14, -9, -48, 
-92, -58, 34, 75, -63, -12, 0, -39, -29, 14, -14, -48, 
-102, -53, 48, 78, -75, -2, 0, -39, -24, 19, -14, -48, 
-107, -53, 53, 80, -80, 0, 4, -39, -24, 19, -9, -48, 
-122, -58, 63, 90, -92, 2, 4, -34, -24, 19, -4, -48, 
-126, -63, 63, 95, -95, 0, 0, -29, -24, 19, -9, -39, 
-126, -63, 63, 95, -95, 0, -14, -24, -29, 14, -9, -34, 
-112, -58, 53, 85, -82, -2, -4, -24, -29, 9, -9, -48, 
-102, -58, 43, 80, -73, -7, 0, -24, -24, 4, -4, -58, 
-102, -58, 43, 80, -73, -7, 4, -29, -24, 4, -4, -48, 
-102, -58, 43, 80, -73, -7, 14, -29, -24, 4, -4, -39, 
-112, -68, 43, 90, -78, -12, 14, -24, -24, 4, -4, -39, 
-122, -78, 43, 100, -82, -17, 14, -24, -24, 9, -4, -43, 
-122, -68, 53, 95, -87, -7, 14, -24, -24, 9, 0, -39, 
-117, -58, 58, 87, -87, 0, 14, -24, -24, 9, 4, -34, 
-112, -58, 53, 85, -82, -2, 19, -29, -29, 0, 0, -34, 
-107, -58, 48, 82, -78, -4, 29, -29, -29, 0, 0, -34, 
-102, -58, 43, 80, -73, -7, 34, -29, -24, 4, 0, -34, 
-117, -53, 63, 85, -90, 4, 48, -24, -9, 14, 4, -34, 
-175, -53, 122, 114, -148, 34, 73, -19, 9, 24, 19, -29, 
-273, -78, 195, 175, -234, 58, 112, -9, 39, 34, 34, -29, 
-361, -102, 258, 231, -309, 78, 161, 0, 63, 43, 34, -39, 
-400, -112, 287, 256, -344, 87, 219, 78, 102, 68, 43, -29, 
-385, -141, 244, 263, -314, 51, 292, 200, 136, 78, 48, -24, 
-204, -151, 53, 178, -129, -48, 253, 287, 122, 82, 63, 0, 
175, -4, -180, -85, 178, -92, 68, 331, 136, 204, 214, 185, 
678, 248, -429, -463, 553, -90, -263, 214, 78, 297, 370, 390, 
976, 331, -644, -653, 810, -156, -556, -97, -185, 82, 209, 283, 
976, 131, -844, -553, 910, -356, -683, -458, -536, -312, -185, -73, 
766, -107, -873, -329, 819, -490, -722, -858, -795, -600, -473, -336, 
497, -219, -717, -139, 607, -468, -683, -1044, -888, -702, -580, -439, 
366, -258, -624, -53, 495, -441, -585, -932, -824, -683, -566, -439, 
258, -248, -507, -4, 383, -378, -468, -746, -702, -585, -488, -380, 
146, -165, -312, 9, 229, -239, -322, -507, -478, -390, -326, -253, 
53, -107, -161, 26, 107, -134, -214, -336, -317, -253, -214, -165, 
-39, -97, -58, 68, 9, -78, -102, -214, -209, -165, -146, -112, 
-48, -87, -39, 68, -4, -63, -48, -131, -141, -117, -107, -87, 
-53, -48, 4, 51, -29, -21, -4, -78, -78, -63, -68, -53, 
