I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-146, -29, 117, 87, -131, 43, 87, 107, 224, 107, 29, -9, 
-146, -29, 117, 87, -131, 43, 87, 107, 224, 107, 29, -9, 
-146, -29, 117, 87, -131, 43, 87, 107, 224, 107, 29, -9, 
-146, -29, 117, 87, -131, 43, 87, 107, 224, 107, 29, -9, 
-141, -24, 117, 82, -129, 46, 87, 112, 234, 107, 29, 0, 
-136, -19, 117, 78, -126, 48, 87, 117, 234, 107, 29, 0, 
-131, -14, 117, 73, -124, 51, 87, 122, 234, 107, 29, 0, 
-126, -9, 117, 68, -122, 53, 87, 126, 234, 107, 29, 0, 
-126, 4, 131, 61, -129, 68, 87, 136, 239, 122, 34, 0, 
-126, 9, 136, 58, -131, 73, 87, 136, 244, 126, 39, 0, 
-126, 14, 141, 56, -134, 78, 87, 136, 248, 131, 43, 0, 
-126, 19, 146, 53, -136, 82, 87, 136, 253, 136, 48, 0, 
-117, 29, 146, 43, -131, 87, 87, 146, 258, 146, 58, 0, 
-117, 29, 146, 43, -131, 87, 87, 146, 263, 146, 58, 0, 
-117, 29, 146, 43, -131, 87, 87, 146, 268, 146, 58, 0, 
-117, 29, 146, 43, -131, 87, 87, 146, 273, 146, 58, 0, 
-117, 39, 156, 39, -136, 97, 97, 151, 283, 156, 58, 9, 
-117, 39, 156, 39, -136, 97, 97, 156, 283, 156, 58, 9, 
-117, 39, 156, 39, -136, 97, 97, 161, 283, 156, 58, 9, 
-117, 39, 156, 39, -136, 97, 97, 165, 283, 156, 58, 9, 
-117, 29, 146, 43, -131, 87, 97, 170, 292, 156, 48, 9, 
-117, 29, 146, 43, -131, 87, 97, 175, 292, 156, 48, 9, 
-117, 29, 146, 43, -131, 87, 97, 180, 292, 156, 48, 9, 
-117, 29, 146, 43, -131, 87, 97, 185, 292, 156, 48, 9, 
-117, 39, 156, 39, -136, 97, 107, 200, 297, 161, 58, 19, 
-117, 39, 156, 39, -136, 97, 107, 204, 302, 165, 58, 19, 
-117, 39, 156, 39, -136, 97, 107, 209, 307, 170, 58, 19, 
-117, 39, 156, 39, -136, 97, 107, 214, 312, 175, 58, 19, 
-117, 48, 165, 34, -141, 107, 107, 224, 326, 190, 68, 19, 
-117, 58, 175, 29, -146, 117, 107, 224, 331, 195, 68, 19, 
-117, 68, 185, 24, -151, 126, 107, 224, 336, 200, 68, 19, 
-117, 78, 195, 19, -156, 136, 107, 224, 341, 204, 68, 19, 
-126, 68, 195, 29, -161, 131, 117, 224, 341, 204, 68, 9, 
-126, 68, 195, 29, -161, 131, 117, 224, 341, 204, 68, 9, 
-126, 68, 195, 29, -161, 131, 117, 224, 341, 204, 68, 9, 
-126, 68, 195, 29, -161, 131, 117, 224, 341, 204, 68, 9, 
-126, 58, 185, 34, -156, 122, 117, 224, 336, 190, 53, 4, 
-126, 58, 185, 34, -156, 122, 117, 224, 331, 185, 48, 0, 
-126, 58, 185, 34, -156, 122, 117, 224, 326, 180, 43, -4, 
-126, 58, 185, 34, -156, 122, 117, 224, 322, 175, 39, -9, 
-131, 48, 180, 41, -156, 114, 126, 214, 322, 175, 39, -9, 
-136, 48, 185, 43, -161, 117, 126, 214, 322, 175, 39, -9, 
-141, 48, 190, 46, -165, 119, 126, 214, 322, 175, 39, -9, 
-146, 48, 195, 48, -170, 122, 126, 214, 322, 175, 39, -9, 
-156, 48, 204, 53, -180, 126, 126, 204, 317, 170, 29, -19, 
-156, 48, 204, 53, -180, 126, 126, 204, 312, 165, 29, -19, 
-156, 48, 204, 53, -180, 126, 126, 204, 307, 161, 29, -19, 
-156, 48, 204, 53, -180, 126, 126, 204, 302, 156, 29, -19, 
-156, 43, 200, 56, -178, 122, 117, 200, 287, 141, 24, -24, 
-156, 39, 195, 58, -175, 117, 117, 195, 283, 136, 19, -29, 
-156, 34, 190, 61, -173, 112, 117, 190, 278, 131, 14, -34, 
-156, 29, 185, 63, -170, 107, 117, 185, 273, 126, 9, -39, 
-161, 24, 185, 68, -173, 104, 117, 170, 258, 112, 4, -48, 
-165, 19, 185, 73, -175, 102, 117, 165, 253, 107, 0, -48, 
-170, 14, 185, 78, -178, 100, 117, 161, 248, 102, -4, -48, 
-175, 9, 185, 82, -180, 97, 117, 156, 244, 97, -9, -48, 
-180, -4, 175, 92, -178, 85, 117, 136, 224, 87, -24, -53, 
-185, -9, 175, 97, -180, 82, 117, 126, 214, 78, -29, -58, 
-190, -14, 175, 102, -183, 80, 117, 117, 204, 68, -34, -63, 
-195, -19, 175, 107, -185, 78, 117, 107, 195, 58, -39, -68, 
-195, -29, 165, 112, -180, 68, 112, 92, 180, 43, -43, -73, 
-195, -29, 165, 112, -180, 68, 107, 78, 165, 39, -48, -78, 
-195, -29, 165, 112, -180, 68, 102, 63, 151, 34, -53, -82, 
-195, -29, 165, 112, -180, 68, 97, 48, 136, 29, -58, -87, 
-185, -34, 151, 109, -168, 58, 82, 34, 122, 19, -63, -97, 
-185, -39, 146, 112, -165, 53, 78, 19, 107, 9, -68, -97, 
-185, -43, 141, 114, -163, 48, 73, 4, 92, 0, -73, -97, 
-185, -48, 136, 117, -161, 43, 68, -9, 78, -9, -78, -97, 
-180, -53, 126, 117, -153, 36, 53, -19, 63, -24, -82, -97, 
-175, -58, 117, 117, -146, 29, 48, -29, 48, -39, -87, -97, 
-170, -63, 107, 117, -139, 21, 43, -39, 34, -53, -92, -97, 
-165, -68, 97, 117, -131, 14, 39, -48, 19, -68, -97, -97, 
-156, -78, 78, 117, -117, 0, 34, -53, 4, -78, -97, -97, 
-156, -78, 78, 117, -117, 0, 29, -58, 0, -78, -97, -97, 
-156, -78, 78, 117, -117, 0, 24, -63, -4, -78, -97, -97, 
-156, -78, 78, 117, -117, 0, 19, -68, -9, -78, -97, -97, 
-151, -73, 78, 112, -114, 2, 9, -73, -19, -78, -107, -87, 
-146, -68, 78, 107, -112, 4, 9, -78, -19, -78, -107, -87, 
-141, -63, 78, 102, -109, 7, 9, -82, -19, -78, -107, -87, 
-136, -58, 78, 97, -107, 9, 9, -87, -19, -78, -107, -87, 
-136, -58, 78, 97, -107, 9, 0, -97, -24, -78, -97, -97, 
-136, -58, 78, 97, -107, 9, 0, -97, -29, -78, -97, -97, 
-136, -58, 78, 97, -107, 9, 0, -97, -34, -78, -97, -97, 
-136, -58, 78, 97, -107, 9, 0, -97, -39, -78, -97, -97, 
-131, -58, 73, 95, -102, 7, 0, -107, -43, -92, -107, -107, 
-126, -58, 68, 92, -97, 4, 0, -107, -48, -97, -107, -107, 
-122, -58, 63, 90, -92, 2, 0, -107, -53, -102, -107, -107, 
-117, -58, 58, 87, -87, 0, 0, -107, -58, -107, -107, -107, 
-117, -68, 48, 92, -82, -9, -4, -117, -68, -117, -117, -117, 
-117, -68, 48, 92, -82, -9, -9, -117, -68, -117, -117, -117, 
-117, -68, 48, 92, -82, -9, -14, -117, -68, -117, -117, -117, 
-117, -68, 48, 92, -82, -9, -19, -117, -68, -117, -117, -117, 
-117, -68, 48, 92, -82, -9, -29, -117, -78, -117, -107, -107, 
-117, -68, 48, 92, -82, -9, -29, -117, -78, -117, -107, -107, 
-117, -68, 48, 92, -82, -9, -29, -117, -78, -117, -107, -107, 
-117, -68, 48, 92, -82, -9, -29, -117, -78, -117, -107, -107, 
-117, -58, 58, 87, -87, 0, -29, -107, -68, -107, -97, -97, 
-117, -58, 58, 87, -87, 0, -29, -107, -68, -107, -97, -97, 
-117, -58, 58, 87, -87, 0, -29, -107, -68, -107, -97, -97, 
-117, -58, 58, 87, -87, 0, -29, -107, -68, -107, -97, -97, 
-117, -58, 58, 87, -87, 0, -19, -107, -78, -117, -97, -97, 
-117, -58, 58, 87, -87, 0, -19, -107, -78, -117, -97, -97, 
-117, -58, 58, 87, -87, 0, -19, -107, -78, -117, -97, -97, 
-117, -58, 58, 87, -87, 0, -19, -107, -78, -117, -97, -97, 
-107, -58, 48, 82, -78, -4, -19, -97, -68, -117, -97, -97, 
-107, -58, 48, 82, -78, -4, -19, -97, -68, -117, -97, -97, 
-107, -58, 48, 82, -78, -4, -19, -97, -68, -117, -97, -97, 
-107, -58, 48, 82, -78, -4, -19, -97, -68, -117, -97, -97, 
-97, -48, 48, 73, -73, 0, -19, -97, -58, -112, -87, -97, 
-97, -48, 48, 73, -73, 0, -19, -97, -58, -107, -87, -97, 
-97, -48, 48, 73, -73, 0, -19, -97, -58, -102, -87, -97, 
-97, -48, 48, 73, -73, 0, -19, -97, -58, -97, -87, -97, 
-107, -39, 68, 73, -87, 14, -29, -107, -68, -97, -78, -107, 
-107, -39, 68, 73, -87, 14, -29, -107, -68, -97, -78, -107, 
-107, -39, 68, 73, -87, 14, -29, -107, -68, -97, -78, -107, 
-107, -39, 68, 73, -87, 14, -29, -107, -68, -97, -78, -107, 
-107, -43, 63, 75, -85, 9, -19, -97, -78, -107, -78, -107, 
-107, -48, 58, 78, -82, 4, -19, -97, -78, -107, -78, -107, 
-107, -53, 53, 80, -80, 0, -19, -97, -78, -107, -78, -107, 
-107, -58, 48, 82, -78, -4, -19, -97, -78, -107, -78, -107, 
-97, -58, 39, 78, -68, -9, -19, -87, -73, -102, -73, -102, 
-97, -58, 39, 78, -68, -9, -19, -87, -68, -97, -68, -97, 
-97, -58, 39, 78, -68, -9, -19, -87, -63, -92, -63, -92, 
-97, -58, 39, 78, -68, -9, -19, -87, -58, -87, -58, -87, 
-107, -58, 48, 82, -78, -4, -9, -78, -58, -78, -58, -87, 
-107, -58, 48, 82, -78, -4, -9, -78, -58, -78, -58, -87, 
-107, -58, 48, 82, -78, -4, -9, -78, -58, -78, -58, -87, 
-107, -58, 48, 82, -78, -4, -9, -78, -58, -78, -58, -87, 
-97, -68, 29, 82, -63, -19, 0, -78, -68, -87, -58, -87, 
-97, -68, 29, 82, -63, -19, 0, -78, -68, -87, -58, -87, 
-97, -68, 29, 82, -63, -19, 0, -78, -68, -87, -58, -87, 
-97, -68, 29, 82, -63, -19, 0, -78, -68, -87, -58, -87, 
-107, -58, 48, 82, -78, -4, -9, -78, -63, -82, -48, -78, 
-107, -58, 48, 82, -78, -4, -9, -78, -58, -78, -48, -78, 
-107, -58, 48, 82, -78, -4, -9, -78, -53, -73, -48, -78, 
-107, -58, 48, 82, -78, -4, -9, -78, -48, -68, -48, -78, 
-117, -63, 53, 90, -85, -4, 0, -78, -58, -68, -58, -87, 
-117, -68, 48, 92, -82, -9, 0, -78, -58, -68, -58, -87, 
-117, -73, 43, 95, -80, -14, 0, -78, -58, -68, -58, -87, 
-117, -78, 39, 97, -78, -19, 0, -78, -58, -68, -58, -87, 
-117, -78, 39, 97, -78, -19, 0, -78, -58, -78, -48, -87, 
-117, -78, 39, 97, -78, -19, 0, -78, -58, -78, -48, -87, 
-117, -78, 39, 97, -78, -19, 0, -78, -58, -78, -48, -87, 
-117, -78, 39, 97, -78, -19, 0, -78, -58, -78, -48, -87, 
-107, -78, 29, 92, -68, -24, 0, -68, -58, -68, -58, -78, 
-107, -78, 29, 92, -68, -24, 0, -68, -58, -68, -58, -78, 
-107, -78, 29, 92, -68, -24, 0, -68, -58, -68, -58, -78, 
-107, -78, 29, 92, -68, -24, 0, -68, -58, -68, -58, -78, 
-117, -87, 29, 102, -73, -29, 0, -68, -48, -58, -48, -68, 
-117, -87, 29, 102, -73, -29, 0, -68, -48, -58, -48, -68, 
-117, -87, 29, 102, -73, -29, 0, -68, -48, -58, -48, -68, 
-117, -87, 29, 102, -73, -29, 0, -68, -48, -58, -48, -68, 
-117, -78, 39, 97, -78, -19, 9, -58, -39, -48, -39, -58, 
-117, -78, 39, 97, -78, -19, 9, -58, -39, -48, -39, -58, 
-117, -78, 39, 97, -78, -19, 9, -58, -39, -48, -39, -58, 
-117, -78, 39, 97, -78, -19, 9, -58, -39, -48, -39, -58, 
-117, -87, 29, 102, -73, -29, 19, -68, -48, -48, -39, -58, 
-117, -87, 29, 102, -73, -29, 19, -68, -48, -48, -39, -58, 
-117, -87, 29, 102, -73, -29, 19, -68, -48, -48, -39, -58, 
-117, -87, 29, 102, -73, -29, 19, -68, -48, -48, -39, -58, 
-117, -97, 19, 107, -68, -39, 9, -58, -48, -48, -39, -68, 
-117, -97, 19, 107, -68, -39, 9, -58, -48, -48, -39, -68, 
-117, -97, 19, 107, -68, -39, 9, -58, -48, -48, -39, -68, 
-117, -97, 19, 107, -68, -39, 9, -58, -48, -48, -39, -68, 
-117, -107, 9, 112, -63, -48, 9, -58, -58, -58, -39, -68, 
