I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-11,-3,4,11,-7,1,-2,37,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,37,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,37,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,37,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,37,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,36,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,36,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,35,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,35,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,35,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,34,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,34,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,33,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,32,1,-3,-8,-10
-11,-3,4,11,-7,1,-2,32,2,-3,-8,-10
-11,-3,4,10,-6,2,-2,31,2,-3,-8,-10
-10,-2,4,8,-6,2,-2,31,2,-3,-8,-10
-8,-1,4,7,-5,2,-2,31,2,-3,-8,-10
-7,1,4,5,-5,3,-2,30,2,-3,-8,-10
-6,2,4,3,-5,3,-2,30,2,-3,-8,-10
-6,2,4,3,-5,3,-3,30,2,-3,-8,-10
-5,2,4,3,-4,3,-4,30,2,-3,-8,-10
-5,2,4,3,-4,3,-5,30,2,-3,-8,-10
-5,2,4,3,-4,3,-5,30,2,-3,-8,-10
-5,2,4,3,-4,3,-5,29,2,-3,-8,-10
-5,2,4,3,-4,3,-5,29,2,-3,-8,-10
-5,2,4,3,-4,3,-5,28,2,-3,-8,-10
-5,2,4,2,-5,4,-5,28,2,-3,-8,-10
-5,3,5,1,-5,4,-5,28,2,-3,-8,-10
-5,4,6,0,-5,5,-5,28,2,-3,-8,-10
-5,6,6,-0,-6,6,-5,28,2,-3,-8,-10
-5,6,7,-1,-6,7,-5,28,2,-3,-8,-10
-5,7,7,-1,-7,7,-4,28,2,-3,-8,-10
-5,7,7,-2,-7,7,-4,28,2,-3,-8,-10
-5,7,7,-2,-7,7,-3,28,2,-3,-8,-10
-5,7,7,-2,-7,7,-2,28,2,-3,-8,-10
-5,7,7,-2,-7,7,-2,27,2,-3,-8,-10
-5,7,7,-2,-7,7,-2,27,2,-3,-8,-10
-5,7,7,-2,-7,7,-2,27,2,-3,-8,-10
-6,6,7,-0,-7,7,-2,26,2,-3,-8,-10
-7,4,6,2,-7,6,-2,26,2,-3,-8,-10
-8,2,6,5,-7,4,-2,25,2,-3,-8,-10
-10,-1,5,8,-7,3,-2,25,2,-3,-8,-10
-11,-2,4,10,-7,2,-2,25,2,-3,-8,-10
-11,-3,4,11,-7,2,-2,24,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,24,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,24,2,-3,-8,-10
-11,-3,4,11,-7,1,-2,24,2,-3,-8,-10
-11,-3,4,11,-7,1,-1,24,2,-3,-8,-11
-11,-3,4,11,-7,1,-1,24,2,-3,-8,-11
-11,-3,4,11,-7,1,-0,24,2,-3,-8,-12
-11,-3,4,11,-7,1,-0,24,2,-3,-8,-12
-11,-3,4,11,-7,1,-0,24,2,-3,-8,-12
-11,-3,4,11,-7,1,-0,24,2,-3,-8,-12
-11,-3,4,11,-7,1,-0,24,2,-3,-8,-12
-9,-1,4,8,-6,2,-1,23,2,-2,-7,-11
-7,2,5,3,-5,4,-2,22,3,-2,-7,-10
-6,3,5,2,-5,4,-2,21,3,-2,-6,-10
-5,3,5,2,-5,4,-2,21,3,-2,-6,-10
-5,3,5,1,-5,4,-2,21,3,-2,-6,-10
-5,5,6,-0,-5,5,-3,21,3,-2,-6,-10
-4,7,6,-3,-5,6,-4,22,4,-2,-6,-9
-3,8,6,-5,-5,7,-5,22,4,-1,-6,-9
-2,10,7,-6,-5,9,-6,22,4,-1,-5,-9
-1,12,8,-8,-6,10,-7,21,4,-1,-5,-8
-1,13,9,-10,-6,11,-8,21,5,-1,-5,-8
-1,15,9,-11,-7,12,-10,21,5,-1,-5,-8
-1,16,10,-12,-7,13,-11,20,5,-1,-5,-7
-1,17,11,-13,-7,13,-13,20,5,-1,-5,-7
-1,17,11,-14,-8,14,-14,19,5,-1,-5,-7
-1,18,12,-14,-8,15,-15,19,5,-1,-5,-7
-1,18,12,-14,-9,15,-16,18,5,-1,-5,-7
-2,18,12,-14,-9,15,-17,17,5,-1,-5,-7
-2,18,13,-13,-9,15,-18,16,4,-1,-5,-7
-3,18,13,-13,-10,15,-19,15,4,-1,-5,-7
-4,18,13,-12,-10,16,-19,14,3,-2,-5,-8
-4,18,13,-11,-10,15,-19,13,3,-2,-5,-8
-5,17,13,-11,-11,15,-19,12,2,-2,-6,-8
-6,17,13,-10,-11,15,-19,11,2,-2,-6,-9
-7,16,13,-8,-11,15,-19,10,2,-3,-6,-9
-7,16,13,-8,-11,15,-18,9,1,-3,-6,-9
-8,15,13,-6,-12,14,-18,8,1,-3,-6,-9
-8,15,13,-6,-11,14,-17,8,1,-3,-6,-9
-7,15,13,-7,-11,14,-16,8,1,-3,-6,-9
-7,15,13,-7,-11,14,-15,9,1,-3,-6,-9
-7,15,13,-7,-11,14,-15,9,1,-3,-6,-9
-6,15,12,-7,-10,14,-14,9,1,-3,-6,-9
-6,15,12,-8,-10,13,-14,9,1,-3,-6,-9
-5,15,12,-8,-10,13,-14,9,1,-3,-6,-8
-5,14,11,-8,-10,13,-13,10,1,-3,-6,-8
-5,14,11,-8,-9,12,-13,10,1,-3,-6,-8
-4,13,10,-8,-8,12,-12,10,1,-3,-6,-8
-4,13,10,-8,-8,12,-12,10,1,-2,-5,-8
-4,13,10,-8,-8,12,-11,11,2,-2,-5,-8
-3,13,10,-8,-8,12,-10,11,2,-2,-5,-7
-3,13,9,-8,-7,11,-10,11,2,-2,-5,-7
-2,12,9,-8,-7,10,-9,11,2,-2,-5,-7
-2,12,9,-8,-7,10,-9,12,2,-2,-5,-7
-2,12,8,-8,-6,10,-8,12,2,-2,-4,-7
-2,11,8,-7,-6,9,-8,12,2,-2,-4,-7
-2,11,8,-7,-6,9,-8,12,2,-2,-4,-6
-1,10,7,-7,-5,8,-7,12,2,-2,-4,-6
-1,9,6,-7,-4,8,-7,12,2,-2,-4,-6
-1,8,6,-6,-4,7,-7,12,2,-2,-4,-6
-0,8,5,-6,-4,7,-7,12,2,-2,-4,-6
1,8,4,-7,-3,6,-6,12,2,-2,-4,-6
2,7,4,-7,-2,5,-6,12,1,-2,-4,-6
1,7,3,-6,-2,5,-6,12,1,-2,-4,-6
0,6,4,-5,-2,5,-6,11,1,-2,-4,-6
-1,5,4,-4,-3,4,-6,11,1,-2,-4,-6
-1,5,4,-3,-3,4,-6,12,1,-2,-4,-6
-2,4,4,-2,-3,4,-5,12,1,-2,-5,-6
-2,3,3,-1,-3,3,-5,11,1,-3,-5,-7
-2,3,3,-0,-3,3,-4,11,1,-3,-5,-7
-2,3,3,-0,-3,3,-3,11,1,-3,-5,-7
-2,3,3,-1,-3,3,-3,11,1,-2,-5,-7
-1,3,2,-1,-2,2,-2,11,2,-2,-5,-7
-1,2,2,-0,-1,2,-2,11,2,-2,-5,-7
-1,1,1,0,-1,1,-1,11,2,-2,-5,-7
-1,1,1,1,-1,1,-0,11,2,-2,-5,-8
