I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-68,-31,0,60,-24,-15,-10,-13,-22,-18,-19,-14
-68,-31,0,60,-24,-15,-10,-13,-21,-18,-19,-14
-68,-31,0,60,-24,-15,-10,-13,-21,-18,-19,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-18,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-17,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-17,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-16,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-15,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-15,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-15,-14
-68,-31,0,60,-24,-15,-10,-13,-20,-18,-15,-14
-68,-31,0,61,-24,-16,-10,-13,-20,-18,-15,-14
-70,-32,0,63,-25,-16,-10,-13,-20,-18,-15,-14
-72,-33,0,64,-26,-17,-10,-13,-20,-18,-15,-14
-74,-34,0,66,-27,-17,-10,-13,-20,-18,-15,-14
-76,-34,0,68,-27,-17,-10,-13,-20,-18,-14,-14
-76,-35,0,68,-27,-18,-10,-13,-20,-18,-14,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-13,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-12,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
-77,-35,0,68,-27,-18,-10,-13,-20,-18,-11,-14
