I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
252,265,-14,-275,174,238,-85,56,183,316,342,320
271,300,5,-304,177,286,-194,3,152,323,378,375
307,336,0,-342,203,315,-287,-45,111,303,378,391
322,352,-1,-359,214,329,-350,-85,75,278,368,401
314,285,-75,-320,243,213,-365,-99,46,232,332,371
279,206,-128,-260,245,100,-353,-110,22,177,274,326
236,193,-83,-230,195,120,-343,-143,-19,124,226,285
143,188,42,-175,75,207,-322,-195,-75,61,164,240
61,174,138,-123,-24,264,-305,-242,-143,-12,97,186
-13,152,215,-70,-109,299,-265,-270,-201,-79,35,128
-47,120,222,-35,-134,273,-257,-289,-250,-135,-22,73
-79,66,197,11,-144,204,-240,-280,-256,-154,-47,41
-88,15,143,42,-125,118,-241,-268,-258,-171,-77,-4
-96,-18,113,63,-116,65,-225,-253,-250,-177,-96,-37
-122,-52,104,95,-129,26,-191,-234,-236,-173,-106,-62
-134,-80,86,116,-129,-13,-165,-213,-215,-163,-102,-64
-115,-103,29,117,-90,-76,-135,-193,-199,-163,-110,-86
-100,-122,-16,118,-58,-127,-117,-173,-179,-154,-109,-86
-100,-126,-22,120,-56,-135,-106,-159,-167,-151,-112,-96
-112,-117,8,123,-78,-104,-102,-155,-159,-142,-106,-93
-87,-103,-10,101,-53,-104,-111,-147,-153,-138,-106,-97
-89,-108,-13,106,-53,-112,-116,-135,-139,-126,-92,-84
-101,-92,25,104,-79,-69,-106,-120,-126,-112,-82,-76
-107,-76,53,99,-96,-33,-87,-108,-112,-100,-74,-72
-106,-75,52,98,-94,-33,-66,-99,-102,-92,-68,-72
-110,-68,68,96,-104,-15,-44,-84,-88,-80,-60,-61
-85,-52,52,75,-81,-12,-47,-74,-80,-76,-59,-62
-71,-47,39,64,-65,-17,-36,-57,-63,-67,-51,-52
-71,-38,50,59,-70,0,-20,-41,-50,-56,-42,-40
-47,-29,29,41,-45,-7,-14,-33,-40,-50,-39,-40
-38,-21,26,32,-37,-2,-9,-26,-34,-46,-37,-39
-39,-27,20,36,-35,-12,9,-17,-26,-36,-27,-33
-24,-22,5,25,-18,-18,12,-15,-27,-34,-27,-32
-31,-20,18,28,-29,-7,20,-10,-19,-28,-22,-31
-36,-24,20,32,-32,-9,21,-8,-19,-28,-22,-30
-38,-16,33,30,-40,8,25,-4,-14,-21,-16,-19
-26,-12,22,21,-27,4,25,-2,-14,-27,-24,-31
-27,-11,24,21,-29,7,35,4,-6,-21,-15,-20
-32,-21,18,29,-29,-8,39,7,-5,-21,-20,-26
-18,-17,3,19,-13,-14,36,8,-3,-21,-18,-25
-22,-19,7,22,-17,-13,44,10,-2,-22,-20,-28
-31,-21,16,28,-28,-9,49,10,-0,-15,-13,-20
-20,-20,3,22,-15,-17,43,7,-5,-18,-15,-22
-21,-16,8,20,-18,-9,46,11,-1,-15,-13,-23
-41,-32,16,40,-35,-19,44,9,-2,-15,-14,-26
-28,-19,15,25,-25,-8,43,11,0,-12,-8,-15
-12,-10,5,12,-10,-7,36,10,-1,-19,-15,-24
-16,-14,5,16,-13,-9,39,11,1,-18,-14,-23
-18,-16,5,19,-15,-12,43,13,2,-16,-13,-22
-21,-19,5,22,-16,-14,46,14,4,-15,-13,-21
-24,-21,7,25,-19,-16,50,16,6,-14,-12,-20
-23,-21,5,24,-17,-17,48,16,6,-14,-12,-21
-22,-20,5,23,-16,-16,47,16,6,-13,-12,-21
-19,-19,3,21,-14,-16,46,16,6,-13,-12,-21
-18,-18,3,20,-13,-15,46,17,6,-13,-12,-21
-19,-16,7,20,-16,-11,46,17,7,-12,-11,-21
-19,-14,10,18,-17,-7,47,18,8,-11,-10,-19
-19,-11,13,17,-19,-2,47,19,10,-10,-9,-18
-19,-9,16,15,-20,3,48,20,11,-9,-8,-16
-19,-9,16,15,-20,3,48,20,12,-9,-8,-16
-19,-9,16,15,-20,3,48,21,13,-8,-8,-16
-19,-9,16,15,-20,3,48,22,14,-8,-8,-16
-18,-7,16,14,-20,5,48,23,15,-7,-7,-15
-18,-9,15,15,-19,2,49,23,15,-7,-7,-15
-17,-9,13,14,-17,1,48,24,16,-6,-7,-14
-16,-9,12,14,-16,0,48,25,17,-5,-6,-14
-16,-9,12,14,-16,0,50,26,18,-4,-5,-13
-16,-9,11,13,-15,-1,50,26,19,-3,-5,-13
-16,-7,13,13,-16,2,51,27,20,-3,-5,-12
-15,-6,13,12,-16,3,52,28,21,-2,-4,-11
-15,-5,15,11,-16,6,53,29,22,-2,-3,-10
-15,-5,14,11,-16,5,53,30,23,-1,-2,-10
-15,-4,16,10,-17,8,54,31,24,-0,-2,-9
-14,-3,16,9,-16,9,55,32,26,1,-1,-8
-14,-1,18,9,-18,11,57,33,27,2,0,-7
-13,0,18,8,-17,12,56,34,29,3,1,-6
-12,2,20,7,-17,15,58,36,30,4,2,-5
-12,3,20,6,-16,16,60,37,31,5,2,-3
-12,4,22,5,-17,19,61,39,33,6,4,-1
-10,6,21,3,-16,20,61,40,35,7,4,-2
-9,7,21,2,-15,21,62,41,37,8,6,-0
-7,8,21,1,-14,22,64,43,39,9,6,1
-8,9,23,0,-15,25,65,44,40,10,8,2
-6,11,23,-1,-15,26,66,46,42,12,9,3
-6,13,25,-3,-15,29,69,48,44,13,10,4
-5,14,25,-4,-14,30,71,50,46,15,12,5
-3,17,26,-6,-14,34,73,52,48,16,13,7
-2,18,26,-8,-13,35,73,54,50,18,14,8
0,20,26,-10,-12,37,75,57,53,19,15,9
1,22,26,-11,-11,39,76,59,55,20,17,10
2,24,28,-13,-11,43,77,62,57,22,18,12
4,25,27,-14,-10,44,78,64,60,24,20,13
5,28,29,-16,-10,47,80,67,62,26,22,15
6,29,29,-18,-9,48,82,69,65,28,23,18
7,32,31,-20,-9,52,84,72,68,30,25,20
9,34,31,-22,-8,55,84,74,70,32,27,21
11,37,33,-24,-8,58,86,76,72,34,29,23
13,39,33,-27,-6,61,87,79,75,36,31,25
16,43,34,-30,-5,65,88,81,77,38,33,27
18,45,34,-32,-4,67,90,84,80,40,35,29
19,48,35,-35,-3,71,92,86,82,42,37,31
20,50,37,-36,-4,74,93,89,85,45,40,33
23,54,38,-40,-2,79,94,91,88,47,42,36
25,57,38,-42,-1,82,94,93,90,49,44,38
26,60,40,-44,-1,85,95,95,92,51,46,41
28,62,40,-47,0,87,95,97,95,53,48,43
30,66,42,-49,1,92,96,99,97,56,50,46
31,67,42,-51,1,94,96,100,98,58,53,48
34,70,42,-54,3,96,97,102,100,59,55,50
35,71,42,-55,4,97,97,103,102,61,57,52
37,74,42,-58,5,100,97,104,104,63,59,55
40,76,42,-60,7,102,95,105,105,64,60,57
41,79,44,-62,7,105,95,105,106,66,62,59
42,81,46,-64,7,109,94,106,107,68,63,61
43,84,47,-66,7,113,94,107,108,69,66,64
44,85,47,-67,8,114,93,106,108,70,66,64
45,86,48,-68,7,116,91,106,108,71,68,67
46,87,48,-70,8,117,90,105,107,71,69,68
47,90,50,-71,8,120,89,105,107,72,70,69
47,90,50,-71,8,120,86,103,106,72,70,70
48,91,50,-72,9,121,83,102,105,72,71,71
49,92,50,-74,9,123,81,100,104,72,72,72
50,94,50,-75,10,124,79,99,103,72,72,73
49,92,50,-74,9,123,75,96,101,71,73,73
49,92,50,-74,9,123,72,93,99,71,72,73
49,92,50,-74,9,123,70,90,96,70,73,73
49,92,50,-74,9,123,66,88,94,70,72,73
49,91,49,-73,10,121,63,84,91,68,71,72
48,90,48,-72,10,120,59,80,88,66,70,71
47,88,48,-71,9,118,54,77,85,64,69,70
46,87,48,-70,8,117,52,73,82,63,68,69
43,84,47,-66,7,113,48,70,78,60,66,68
42,81,46,-64,7,109,43,66,75,58,65,66
41,79,44,-62,7,105,39,62,71,56,63,64
39,76,42,-60,7,102,36,59,68,54,61,62
38,74,41,-58,7,99,32,55,64,52,59,59
37,71,39,-57,7,95,30,51,61,49,57,57
36,68,37,-54,7,91,26,47,57,46,54,55
34,66,37,-51,5,88,22,44,53,44,52,53
33,64,36,-50,5,85,20,41,50,41,49,50
30,61,36,-47,4,83,19,38,46,39,47,48
29,58,35,-45,3,80,16,35,43,37,44,44
28,57,34,-44,3,78,15,32,40,34,42,43
26,53,33,-41,2,74,12,30,37,32,39,39
24,49,31,-38,2,68,10,27,34,30,37,36
21,46,29,-35,1,65,8,25,31,27,34,33
20,43,28,-32,1,61,7,22,28,25,31,30
19,39,24,-30,2,54,5,20,26,23,29,27
16,35,23,-26,1,49,3,18,24,20,26,23
15,32,20,-24,1,44,2,16,22,18,23,21
13,28,18,-21,1,39,1,14,20,16,21,18
12,24,14,-19,2,33,-1,13,18,14,19,14
10,21,13,-15,1,28,-1,11,16,13,17,12
8,17,10,-12,1,23,-2,10,14,11,15,10
7,14,8,-11,2,19,-2,9,12,9,13,8
5,12,8,-8,0,16,-3,8,11,7,11,6
4,10,8,-7,-1,15,-3,7,9,6,9,5
1,8,8,-4,-2,13,-3,6,8,5,8,3
0,7,8,-3,-3,11,-3,5,7,4,6,2
-0,6,8,-2,-4,10,-5,4,6,3,5,-0
-2,4,8,-1,-4,9,-4,4,5,2,4,-1
-3,3,8,1,-5,8,-6,3,4,1,2,-4
-4,2,8,2,-6,7,-6,3,3,0,2,-5
-5,0,7,3,-6,4,-7,2,2,-1,1,-6
-6,-1,7,4,-7,3,-8,2,1,-1,0,-7
-7,-3,7,6,-7,2,-8,1,1,-2,-1,-8
-6,-2,7,5,-7,2,-7,0,0,-2,-1,-8
-8,-4,7,7,-8,1,-9,0,-0,-3,-1,-9
-9,-5,7,8,-9,0,-9,0,-1,-4,-2,-10
-10,-6,7,9,-10,-2,-9,-0,-1,-5,-2,-11
-10,-6,7,9,-10,-2,-9,-0,-2,-6,-3,-11
-11,-7,7,10,-10,-3,-10,-1,-2,-6,-4,-12
-11,-7,7,10,-10,-3,-10,-1,-3,-7,-4,-12
-12,-9,7,12,-11,-4,-10,-1,-3,-7,-5,-12
