I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
8,48,10,-32,-2,19,-4,-2,-3,10,-54,-13
9,48,9,-33,-2,19,-5,-3,-4,7,-65,-23
9,47,9,-33,-1,18,-6,-3,-4,5,-79,-35
9,47,9,-32,-1,18,-7,-3,-4,3,-88,-42
9,46,8,-32,-1,18,-8,-3,-4,2,-94,-49
10,46,8,-33,0,17,-8,-3,-4,3,-92,-54
11,46,7,-34,1,17,-8,-3,-4,4,-78,-48
11,46,7,-34,0,17,-7,-3,-4,5,-64,-38
10,46,8,-33,-0,17,-7,-3,-4,6,-56,-33
10,46,8,-33,-0,17,-6,-3,-4,6,-51,-25
10,46,8,-33,-0,17,-6,-3,-4,6,-50,-19
10,47,8,-34,-0,17,-6,-3,-4,6,-56,-19
10,48,8,-34,-0,18,-6,-3,-4,7,-63,-22
11,47,8,-34,0,17,-6,-3,-4,7,-67,-25
11,47,7,-34,0,17,-7,-3,-4,8,-71,-33
9,46,8,-33,-1,17,-7,-3,-4,9,-72,-37
9,45,8,-32,-1,17,-7,-3,-4,10,-65,-33
9,45,8,-31,-1,17,-7,-4,-4,9,-58,-29
9,46,8,-32,-1,17,-7,-4,-4,9,-55,-27
9,46,8,-33,-1,18,-7,-4,-4,10,-52,-20
9,46,9,-32,-1,18,-7,-4,-4,10,-51,-13
8,46,9,-31,-2,18,-7,-4,-4,10,-63,-18
8,46,9,-32,-2,18,-7,-4,-4,10,-77,-26
7,44,9,-29,-2,17,-6,-4,-4,10,-86,-30
7,42,9,-28,-2,17,-6,-4,-4,9,-89,-35
6,44,10,-28,-3,18,-6,-4,-4,10,-86,-38
5,44,10,-27,-4,19,-5,-4,-4,10,-76,-33
6,44,10,-28,-3,18,-5,-4,-4,10,-63,-27
6,44,10,-28,-3,18,-5,-4,-4,10,-56,-27
7,44,9,-29,-2,18,-6,-4,-4,10,-53,-22
9,44,8,-31,-1,17,-7,-4,-4,10,-53,-19
10,45,7,-33,0,16,-8,-4,-5,10,-60,-26
11,46,7,-34,1,16,-8,-4,-5,10,-69,-37
12,45,6,-35,1,16,-8,-4,-5,10,-72,-41
11,45,6,-34,1,16,-8,-4,-5,9,-74,-47
11,44,6,-33,1,16,-8,-4,-5,10,-74,-52
10,43,6,-32,1,15,-7,-4,-5,10,-67,-48
10,43,7,-32,0,16,-7,-4,-5,11,-58,-41
9,44,7,-32,-0,16,-8,-4,-5,11,-56,-37
9,44,7,-31,-0,16,-8,-3,-5,12,-52,-32
9,42,7,-31,0,16,-9,-3,-5,11,-51,-29
9,41,7,-30,0,15,-9,-4,-5,10,-59,-34
8,41,7,-29,-1,16,-9,-4,-5,10,-66,-39
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
7,43,9,-28,-2,17,-8,-3,-5,10,-68,-37
5,35,8,-23,-2,14,-7,-3,-5,6,-68,-31
-209,167,211,150,-219,200,115,79,82,179,106,152
-0,50,17,-24,-10,25,-3,-6,-6,28,-60,-37
-0,50,17,-24,-10,25,-8,-10,-9,17,-60,-31
13,48,6,-38,3,16,-10,-16,-14,6,-73,-50
18,48,2,-43,7,13,-11,-20,-17,-4,-98,-60
18,48,2,-43,7,13,-13,-25,-19,-4,-98,-60
17,46,2,-41,6,13,-15,-32,-20,1,-60,-17
15,46,4,-39,4,14,-19,-41,-24,6,-55,-1
12,46,6,-35,1,16,-27,-54,-31,12,-49,6
16,46,3,-40,5,14,-36,-70,-38,14,-17,36
13,50,7,-38,1,18,-47,-87,-41,26,4,56
4,54,14,-31,-6,24,-57,-97,-48,30,-1,36
27,55,-2,-56,13,12,-68,-115,-59,32,-1,49
39,63,-9,-73,23,9,-83,-134,-69,34,10,49
44,65,-12,-79,26,7,-93,-147,-77,37,15,56
40,66,-8,-76,23,10,-97,-160,-87,45,31,82
42,70,-9,-80,24,11,-103,-174,-98,45,63,145
46,77,-9,-88,26,12,-116,-193,-113,44,74,155
51,88,-9,-99,28,15,-131,-213,-129,48,87,162
58,96,-12,-110,33,14,-142,-231,-143,42,101,182
46,88,-6,-94,24,18,-154,-243,-154,40,122,228
51,87,-10,-98,29,14,-169,-248,-168,36,109,172
61,79,-19,-105,39,5,-179,-259,-184,25,120,185
63,70,-24,-103,43,-1,-195,-274,-202,13,125,202
66,59,-30,-101,48,-8,-215,-287,-221,-2,125,202
77,48,-42,-108,59,-20,-231,-302,-238,-23,128,202
82,33,-50,-106,66,-30,-240,-313,-247,-40,138,245
83,33,-51,-108,68,-30,-254,-310,-252,-47,149,248
89,41,-53,-117,71,-30,-262,-309,-253,-51,157,262
87,54,-48,-122,67,-23,-260,-302,-250,-51,192,295
86,66,-42,-126,63,-15,-256,-293,-243,-52,203,311
84,74,-39,-128,61,-11,-251,-282,-235,-52,170,288
88,88,-37,-140,61,-6,-242,-271,-225,-40,213,301
91,103,-34,-150,61,-1,-237,-258,-216,-30,219,308
95,112,-34,-159,63,2,-235,-248,-207,-22,205,311
98,112,-36,-162,65,0,-231,-239,-202,-15,219,328
99,98,-42,-156,69,-8,-225,-233,-197,-7,245,358
102,96,-45,-158,72,-10,-221,-226,-190,6,251,361
98,88,-45,-151,71,-12,-211,-219,-184,8,251,368
97,96,-41,-153,68,-7,-204,-211,-180,8,251,368
92,72,-45,-136,68,-16,-195,-201,-175,5,248,355
91,58,-49,-128,70,-23,-186,-190,-168,2,221,333
91,40,-55,-120,73,-31,-177,-181,-164,-7,204,314
91,23,-61,-111,77,-40,-170,-171,-161,-19,186,292
91,7,-66,-104,80,-48,-163,-162,-157,-29,171,271
90,-7,-70,-96,82,-54,-155,-152,-151,-39,163,257
88,-21,-72,-87,82,-60,-145,-142,-145,-51,155,242
85,-33,-75,-78,83,-64,-136,-131,-138,-61,142,223
84,-44,-77,-72,84,-69,-126,-120,-131,-69,131,208
84,-52,-80,-67,85,-73,-117,-110,-122,-74,120,196
82,-57,-80,-63,85,-75,-110,-100,-114,-76,101,180
82,-58,-80,-62,84,-75,-103,-91,-105,-76,81,165
80,-58,-79,-61,83,-74,-96,-81,-96,-72,66,154
