I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
56,-10,-52,-18,77,-32,6,-9,2,1,-2,-48
60,-9,-54,-21,82,-32,4,-9,1,1,-3,-49
57,-11,-53,-18,78,-33,6,-10,2,0,-3,-48
64,-11,-59,-21,87,-36,4,-10,1,0,-3,-50
68,-8,-59,-24,90,-34,4,-10,2,0,-3,-48
52,-11,-50,-16,73,-31,5,-8,3,1,-2,-45
53,-11,-51,-16,74,-31,5,-8,4,2,-1,-44
66,-7,-57,-24,87,-32,4,-10,2,1,-1,-48
62,-9,-56,-21,84,-33,5,-10,4,0,-1,-49
57,-11,-53,-18,78,-33,4,-9,4,1,-1,-46
58,-10,-54,-19,80,-33,3,-9,4,2,-1,-46
58,-10,-54,-19,80,-33,4,-9,3,1,-3,-45
57,-9,-52,-19,78,-31,2,-9,5,0,-3,-45
57,-9,-52,-19,78,-31,4,-9,5,1,-1,-43
57,-10,-53,-18,79,-32,-0,-9,4,-0,-1,-44
61,-8,-53,-21,81,-31,1,-8,5,1,-1,-44
54,-11,-52,-16,76,-33,4,-9,4,1,-1,-44
59,-9,-53,-19,80,-32,4,-9,4,0,-1,-44
62,-9,-55,-21,83,-32,4,-9,5,1,-1,-44
60,-8,-52,-21,79,-31,3,-10,5,1,-0,-44
61,-8,-53,-21,81,-31,2,-9,6,2,0,-43
62,-10,-57,-20,84,-34,4,-10,3,0,-1,-46
63,-9,-57,-21,85,-34,2,-9,4,1,-1,-47
66,-8,-57,-24,87,-33,2,-10,4,0,-1,-46
63,-7,-54,-23,83,-31,2,-9,5,1,-0,-44
60,-10,-56,-19,83,-34,3,-10,4,0,-1,-45
63,-10,-57,-21,85,-34,5,-10,3,1,-1,-45
65,-10,-59,-21,88,-35,4,-10,4,1,-1,-47
62,-11,-57,-20,85,-35,2,-10,4,0,0,-47
78,-8,-66,-29,102,-38,2,-10,2,0,-0,-48
65,-7,-56,-23,85,-32,5,-8,5,2,1,-44
63,-9,-56,-21,84,-33,4,-9,5,2,-1,-45
65,-9,-58,-22,88,-34,4,-9,3,1,-1,-47
62,-11,-58,-19,86,-36,4,-9,4,1,-1,-45
67,-9,-59,-23,89,-34,1,-8,4,2,-0,-45
68,-7,-58,-25,89,-33,-0,-9,4,1,0,-45
63,-11,-59,-19,87,-36,-1,-8,5,2,0,-44
65,-6,-54,-24,84,-31,3,-9,7,2,1,-43
68,-7,-58,-25,89,-33,3,-9,6,2,0,-44
65,-10,-59,-21,88,-35,6,-9,6,2,1,-44
63,-9,-57,-21,85,-34,10,-10,5,2,2,-45
70,-9,-61,-25,94,-36,8,-10,4,1,1,-48
72,-9,-63,-25,96,-37,5,-10,2,1,1,-48
67,-11,-62,-21,92,-38,5,-10,4,1,1,-49
72,-9,-63,-26,96,-37,4,-10,5,1,0,-50
74,-6,-61,-28,96,-34,5,-9,6,1,0,-47
67,-10,-60,-23,91,-36,5,-9,6,2,0,-49
65,-11,-60,-21,89,-37,2,-9,6,1,-1,-49
72,-7,-61,-27,95,-35,2,-10,7,1,0,-47
69,-9,-60,-24,92,-35,2,-9,7,2,1,-46
73,-9,-64,-26,97,-37,0,-10,7,1,1,-47
78,-8,-66,-29,102,-38,-1,-10,6,1,1,-48
70,-11,-64,-24,95,-38,-2,-10,6,2,1,-47
67,-11,-62,-21,92,-38,1,-10,6,2,2,-47
65,-13,-62,-19,91,-39,5,-10,7,2,1,-47
69,-10,-62,-23,93,-37,5,-9,7,2,1,-47
69,-13,-66,-21,97,-41,6,-11,6,1,1,-49
69,-13,-65,-21,96,-40,2,-11,7,1,1,-49
73,-9,-64,-26,98,-38,3,-10,7,2,2,-47
76,-7,-64,-29,99,-36,4,-9,8,2,2,-48
70,-11,-64,-23,96,-39,2,-10,8,2,2,-48
75,-8,-64,-28,98,-36,4,-9,9,3,2,-47
79,-5,-64,-31,101,-35,5,-8,11,3,3,-46
82,-3,-64,-34,103,-34,5,-7,11,4,4,-45
88,3,-61,-40,104,-29,7,-7,13,4,4,-46
91,8,-58,-45,104,-25,7,-6,14,5,5,-43
86,5,-58,-41,101,-27,9,-6,14,6,6,-42
83,6,-55,-40,96,-24,9,-7,14,6,6,-42
88,11,-52,-46,97,-20,11,-6,17,7,6,-40
90,13,-52,-48,98,-19,12,-6,16,7,7,-41
90,11,-53,-47,99,-21,13,-4,18,7,8,-41
96,14,-56,-51,105,-20,11,-5,16,6,7,-41
96,14,-55,-52,104,-20,12,-5,17,8,8,-38
91,12,-53,-48,99,-20,13,-5,17,8,9,-41
104,16,-59,-56,112,-21,13,-5,18,8,9,-42
104,16,-59,-56,113,-21,12,-4,19,8,10,-40
103,19,-55,-57,108,-17,15,-2,22,10,11,-39
107,22,-54,-62,110,-15,17,-1,26,10,11,-38
126,26,-64,-73,131,-18,13,-1,26,10,10,-38
123,31,-57,-74,122,-11,15,2,30,13,14,-33
119,30,-54,-72,118,-11,14,2,31,14,15,-30
115,28,-53,-69,114,-11,7,1,29,13,15,-30
114,26,-55,-68,115,-13,4,-1,27,12,15,-32
110,25,-53,-65,112,-13,2,-2,26,13,15,-30
125,27,-62,-73,128,-16,-1,-4,24,13,14,-33
118,19,-65,-65,126,-22,2,-4,23,11,13,-36
107,16,-61,-57,116,-22,1,-5,20,10,12,-36
113,17,-64,-61,123,-23,-1,-5,20,11,12,-34
113,15,-66,-60,124,-25,-3,-6,20,11,13,-34
119,14,-72,-61,132,-28,-6,-6,18,10,13,-37
122,13,-75,-62,136,-30,-4,-7,18,10,12,-38
124,11,-79,-62,141,-33,1,-6,18,10,13,-37
120,11,-76,-60,136,-32,1,-6,19,10,13,-35
124,11,-80,-61,142,-34,-1,-6,17,10,13,-34
120,11,-76,-60,136,-32,-2,-6,19,10,12,-32
119,9,-78,-58,137,-34,-3,-7,16,10,11,-33
112,5,-77,-52,132,-36,-3,-7,16,9,11,-31
115,1,-84,-51,139,-42,-6,-9,13,7,10,-33
112,1,-82,-50,136,-41,-4,-9,12,7,11,-34
105,-2,-80,-45,129,-41,-4,-8,12,7,11,-35
103,-1,-76,-45,126,-39,-3,-8,13,7,10,-37
99,-1,-75,-42,122,-39,-4,-9,13,7,9,-37
95,-1,-71,-41,117,-36,-4,-8,14,7,9,-37
97,0,-72,-42,118,-36,-4,-8,14,7,9,-38
91,-4,-72,-37,114,-39,-4,-8,13,6,9,-38
86,-7,-71,-33,111,-39,-4,-9,12,6,8,-41
88,-5,-70,-35,111,-38,-2,-8,13,6,8,-41
85,-6,-70,-33,110,-39,-4,-9,12,5,7,-41
85,-6,-69,-33,109,-39,-3,-10,11,5,8,-41
85,-9,-72,-31,112,-42,-5,-11,10,4,7,-40
86,-9,-73,-32,113,-42,-5,-11,8,4,6,-43
91,-6,-73,-36,116,-40,-4,-12,10,4,6,-41
86,-7,-72,-33,112,-40,-2,-12,9,3,7,-41
83,-10,-72,-29,110,-42,-1,-12,8,3,6,-42
85,-10,-74,-31,113,-43,-2,-12,7,2,6,-42
81,-11,-72,-28,108,-42,-5,-13,8,2,6,-42
80,-11,-71,-28,107,-41,-6,-12,9,3,7,-42
82,-12,-74,-28,111,-44,-9,-14,7,2,5,-44
82,-11,-73,-28,111,-43,-8,-13,7,2,5,-43
78,-11,-69,-27,105,-41,-6,-12,8,3,6,-42
74,-13,-69,-24,102,-42,-6,-12,8,3,6,-42
76,-12,-70,-25,104,-42,-6,-12,8,3,6,-43
80,-11,-72,-27,108,-42,-7,-12,8,2,6,-43
78,-13,-72,-25,107,-44,-6,-12,8,3,7,-42
75,-11,-67,-26,102,-40,-8,-12,9,3,7,-42
82,-10,-71,-29,108,-41,-6,-12,10,4,7,-42
79,-12,-72,-26,107,-43,-7,-12,10,3,7,-43
79,-12,-72,-26,107,-43,-9,-13,9,3,6,-44
82,-11,-72,-29,110,-42,-10,-12,10,3,6,-42
83,-10,-72,-30,111,-42,-9,-11,11,4,8,-42
82,-9,-71,-30,109,-41,-10,-11,11,4,8,-43
81,-10,-71,-29,108,-41,-5,-12,11,4,7,-43
87,-8,-72,-33,113,-41,-5,-12,11,4,9,-42
80,-9,-69,-29,106,-40,-3,-12,11,5,9,-42
82,-8,-69,-31,107,-40,-2,-12,12,5,9,-44
87,-5,-69,-35,110,-38,-3,-12,13,5,9,-42
85,-8,-71,-32,110,-40,-3,-13,12,5,9,-40
81,-10,-71,-29,107,-41,-3,-12,12,4,8,-41
85,-11,-74,-30,113,-43,-4,-13,10,3,7,-41
85,-12,-76,-29,115,-45,-3,-12,14,4,8,-42
81,-9,-69,-30,107,-40,-2,-8,19,3,7,-43
91,1,-66,-40,110,-33,4,-2,21,-1,3,-47
68,9,-41,-36,75,-16,17,11,34,-4,0,-50
82,18,-41,-48,84,-10,34,33,59,-7,-4,-57
101,29,-42,-64,97,-5,53,60,89,-5,-4,-56
131,36,-56,-82,126,-7,70,86,120,2,3,-49
139,46,-51,-92,127,1,89,87,129,8,8,-44
135,70,-21,-106,101,29,108,84,154,20,16,-36
126,100,19,-122,62,66,139,82,179,32,25,-26
153,111,11,-142,85,68,149,69,190,54,48,-1
189,119,-6,-163,121,64,163,60,210,83,76,30
211,154,16,-196,116,95,155,24,206,118,114,72
228,197,53,-233,96,138,117,-32,167,153,153,118
260,257,96,-287,80,193,64,-92,123,190,198,173
261,319,165,-329,24,263,-34,-180,36,228,248,238
282,378,215,-377,-5,321,-142,-261,-72,252,288,293
304,419,245,-415,-16,359,-243,-328,-161,277,322,343
311,390,207,-398,19,324,-298,-369,-217,307,353,377
300,329,147,-353,62,260,-298,-371,-209,340,378,394
287,294,117,-323,79,224,-284,-354,-192,354,389,399
285,272,95,-308,96,201,-299,-343,-193,353,390,398
264,244,78,-280,98,176,-301,-324,-192,339,375,376
223,201,60,-233,87,143,-297,-297,-167,322,346,334
199,148,19,-187,106,93,-287,-258,-115,307,315,289
176,105,-12,-147,118,53,-272,-222,-84,278,277,239
132,83,-4,-113,84,44,-259,-195,-85,204,213,173
75,56,7,-71,41,35,-231,-175,-119,77,110,80
6,28,27,-21,-18,29,-204,-155,-148,-69,-12,-18
