I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-6,-41,-28,32,18,-36,14,4,2,-2,-8,24
-6,-41,-28,32,18,-36,14,4,2,-2,-8,24
-6,-41,-28,32,18,-36,14,3,2,-2,-8,24
-6,-41,-28,32,18,-36,14,3,2,-2,-8,25
-7,-43,-29,34,19,-37,14,3,2,-3,-10,25
-7,-43,-29,34,19,-37,14,3,2,-3,-10,25
-7,-43,-29,34,19,-37,14,3,2,-4,-11,25
-7,-43,-29,34,19,-37,14,3,2,-4,-11,25
-9,-45,-29,36,18,-38,14,3,2,-4,-11,25
-9,-45,-29,36,18,-38,14,3,2,-4,-10,27
-9,-45,-29,36,18,-38,14,3,2,-4,-10,27
-9,-45,-29,36,18,-38,14,4,3,-3,-8,28
-12,-47,-29,39,16,-39,14,4,3,-3,-8,28
-12,-47,-29,39,16,-39,14,4,3,-3,-8,28
-12,-47,-29,39,16,-39,14,4,3,-3,-8,28
-12,-47,-29,39,16,-39,16,4,3,-2,-8,30
-12,-47,-29,39,16,-39,16,4,3,-2,-8,28
-12,-47,-29,39,16,-39,16,4,3,-1,-8,28
-12,-47,-29,39,16,-39,16,4,3,-1,-8,28
-11,-45,-28,37,16,-37,16,4,4,0,-7,28
-9,-45,-29,36,18,-38,16,3,3,-1,-7,28
-7,-43,-29,34,19,-37,16,3,3,-1,-7,28
-7,-43,-29,34,19,-37,14,2,3,-1,-7,28
-4,-41,-29,31,19,-37,14,2,3,-1,-7,28
-1,-41,-31,29,22,-37,14,2,3,-1,-8,27
-1,-41,-31,29,22,-37,14,2,3,-1,-8,27
-1,-41,-31,29,22,-37,14,2,3,-1,-10,27
-1,-41,-31,29,22,-37,16,3,3,-1,-10,27
-1,-41,-31,29,22,-37,14,2,3,-2,-10,27
-4,-41,-29,31,19,-37,14,2,3,-2,-10,27
-6,-41,-28,32,18,-36,14,2,3,-3,-10,27
-7,-40,-26,31,16,-34,14,2,3,-3,-10,27
-7,-40,-26,31,16,-34,14,2,3,-3,-10,27
-7,-40,-26,31,16,-34,16,2,3,-3,-10,27
-7,-40,-26,31,16,-34,16,2,3,-3,-10,27
-6,-38,-25,29,16,-33,16,3,4,-3,-10,28
-9,-40,-25,32,15,-33,16,3,3,-3,-10,27
-12,-40,-24,34,12,-33,16,3,3,-3,-10,27
-15,-41,-24,36,12,-33,16,3,3,-3,-10,27
-17,-41,-22,37,10,-33,18,3,3,-3,-10,27
-15,-41,-24,36,12,-33,16,3,3,-3,-10,27
-11,-41,-25,34,14,-34,16,3,3,-3,-10,27
-9,-41,-26,33,16,-35,16,3,3,-3,-10,27
-7,-40,-26,31,16,-34,16,3,4,-2,-10,28
-9,-41,-26,33,16,-35,16,2,4,-2,-11,27
-9,-41,-26,33,16,-35,16,2,4,-2,-11,27
-9,-41,-26,33,16,-35,16,2,4,-2,-13,27
-9,-41,-26,33,16,-35,16,2,4,-2,-13,27
-9,-41,-26,33,16,-35,16,2,4,-2,-13,27
-7,-40,-26,31,16,-34,16,2,4,-2,-11,28
-4,-38,-26,28,18,-33,16,2,4,-2,-11,30
-2,-36,-26,27,19,-33,16,3,4,-2,-10,31
-2,-36,-26,27,19,-33,16,2,3,-2,-11,31
-2,-36,-26,27,19,-33,16,2,3,-2,-11,31
-2,-36,-26,27,19,-33,16,2,3,-2,-11,31
-4,-36,-25,28,17,-32,16,2,3,-2,-11,33
-4,-36,-25,28,17,-32,16,2,3,-2,-11,33
-4,-34,-24,27,16,-30,16,2,3,-2,-11,33
-4,-34,-24,27,16,-30,16,2,3,-2,-11,33
-4,-33,-22,26,15,-29,16,3,3,-1,-10,34
-4,-29,-20,23,13,-26,16,3,4,-1,-10,34
-4,-26,-17,21,11,-22,16,3,4,0,-8,36
-4,-22,-14,18,9,-19,14,3,5,1,-7,36
-4,-18,-12,16,7,-16,14,3,6,2,-5,37
-1,-13,-9,10,6,-11,14,3,7,3,-5,37
-1,-8,-5,7,4,-7,16,4,8,5,-4,38
1,-3,-3,3,3,-3,16,5,9,7,-2,38
3,4,2,-3,1,3,18,5,10,9,-1,40
6,8,3,-7,1,6,16,5,11,10,1,41
11,13,4,-14,2,9,16,5,11,11,2,42
15,17,5,-18,2,12,14,5,12,12,3,44
17,22,8,-22,1,16,14,6,13,14,5,47
22,26,8,-27,3,17,13,6,14,16,6,48
27,31,10,-33,4,21,12,6,15,18,8,50
32,35,10,-38,5,22,11,6,15,19,9,51
37,40,11,-44,7,26,10,6,16,21,12,54
40,43,12,-47,6,28,7,5,16,22,13,56
46,49,13,-54,8,31,4,5,17,24,16,58
50,54,15,-60,9,35,1,5,18,26,19,61
56,60,16,-67,10,38,-2,5,19,28,22,64
58,63,18,-70,9,41,-6,3,18,28,22,64
58,67,20,-73,8,44,-10,2,18,28,23,65
61,70,21,-77,8,46,-14,0,18,28,25,65
61,74,24,-79,6,49,-16,-1,18,29,26,67
61,74,24,-79,6,49,-18,-2,16,27,25,65
58,74,26,-78,4,51,-20,-4,15,25,23,65
58,74,26,-78,4,51,-22,-5,13,23,22,65
58,75,27,-79,3,52,-22,-7,11,21,22,65
56,70,24,-74,4,48,-22,-9,9,18,19,64
