I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-15,-16,1,19,-8,-7,6,-7,-13,-28,-37,-4
-15,-16,1,19,-8,-7,6,-7,-13,-28,-37,-5
-15,-16,1,19,-8,-7,6,-7,-13,-28,-36,-5
-15,-16,1,19,-8,-7,6,-7,-13,-27,-35,-5
-15,-16,1,19,-8,-7,6,-7,-13,-26,-34,-5
-15,-16,1,19,-8,-7,6,-7,-14,-25,-32,-5
-14,-16,0,19,-8,-8,5,-7,-14,-24,-31,-5
-12,-16,-1,17,-6,-9,5,-7,-14,-24,-31,-5
-11,-16,-2,16,-4,-10,5,-8,-14,-25,-31,-5
-9,-16,-4,15,-2,-10,5,-8,-14,-25,-31,-5
-8,-16,-5,14,-1,-11,5,-7,-14,-25,-31,-5
-7,-16,-5,14,-0,-11,5,-7,-14,-25,-31,-5
-7,-16,-6,14,0,-12,5,-6,-14,-25,-31,-5
-7,-16,-6,14,0,-12,5,-5,-14,-25,-31,-5
-7,-16,-6,14,0,-12,5,-4,-14,-25,-31,-5
-8,-17,-6,15,-0,-12,5,-4,-13,-25,-31,-5
-8,-18,-6,16,-1,-13,5,-4,-12,-25,-31,-5
-9,-18,-6,16,-1,-13,5,-4,-11,-25,-31,-5
-9,-18,-6,16,-1,-13,5,-3,-11,-25,-31,-5
-9,-18,-6,16,-1,-13,4,-3,-10,-25,-31,-5
-9,-18,-6,16,-1,-13,4,-2,-10,-25,-31,-5
-9,-18,-6,16,-1,-13,4,-1,-10,-25,-31,-5
-9,-18,-6,16,-1,-13,4,-1,-10,-25,-31,-5
-9,-18,-6,16,-1,-13,4,-0,-10,-25,-31,-5
-10,-18,-5,17,-2,-12,4,-1,-10,-25,-31,-5
-10,-18,-4,17,-3,-12,3,-1,-10,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-1,-10,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-1,-10,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-1,-10,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-1,-10,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-1,-11,-25,-31,-5
-11,-18,-4,18,-3,-12,3,-2,-11,-25,-31,-5
