I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
8,-5,-7,2,9,-6,-6,0,-25,-9,-8,7
8,-4,-6,1,8,-5,-7,0,-25,-10,-9,7
8,-3,-6,1,7,-4,-7,0,-25,-11,-9,6
8,-2,-5,-1,7,-3,-8,0,-25,-11,-10,6
9,-1,-4,-2,7,-3,-8,0,-24,-11,-11,6
10,-1,-4,-2,7,-2,-9,0,-24,-11,-11,5
10,-0,-4,-2,6,-2,-9,0,-24,-11,-11,5
10,-0,-4,-2,6,-2,-9,0,-24,-11,-11,4
10,-0,-4,-2,6,-2,-9,0,-24,-11,-11,4
9,-0,-4,-2,6,-2,-9,0,-23,-11,-11,3
8,-0,-3,-2,5,-2,-9,0,-22,-11,-11,3
8,-0,-3,-1,5,-2,-9,0,-21,-11,-11,3
8,-1,-3,-1,5,-2,-9,1,-21,-11,-11,4
8,-1,-4,-1,6,-3,-9,1,-20,-10,-11,4
8,-2,-5,0,6,-3,-9,1,-20,-10,-11,5
8,-3,-6,0,8,-4,-9,1,-20,-9,-11,6
9,-3,-7,1,8,-5,-8,1,-20,-9,-11,6
10,-4,-7,1,9,-5,-8,2,-20,-9,-10,7
10,-4,-7,1,9,-6,-7,2,-20,-8,-9,7
10,-4,-7,1,9,-6,-7,3,-20,-8,-9,7
10,-4,-7,1,9,-6,-6,3,-20,-8,-8,7
10,-4,-7,1,9,-6,-6,3,-20,-8,-8,7
10,-4,-7,1,9,-6,-6,4,-20,-8,-8,7
10,-4,-7,1,9,-6,-6,4,-20,-8,-8,7
9,-4,-7,1,8,-5,-6,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-7,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-7,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-7,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,3,-19,-8,-8,7
8,-4,-6,1,8,-5,-7,4,-18,-8,-9,7
8,-4,-6,1,8,-5,-7,4,-18,-8,-9,7
8,-4,-6,1,8,-5,-7,5,-18,-8,-10,6
8,-4,-6,1,8,-5,-7,6,-18,-8,-11,6
8,-4,-6,1,8,-5,-7,6,-18,-8,-11,7
8,-4,-6,1,8,-5,-7,6,-18,-8,-11,7
8,-4,-6,1,8,-5,-7,6,-18,-8,-11,7
8,-4,-6,1,8,-5,-7,6,-18,-8,-11,7
