I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-20,-22,-19,23,-10,-21,6,-6,-33,-44,-43,-52
-21,-22,-16,24,-14,-20,7,-6,-33,-44,-42,-51
-21,-23,-19,24,-12,-22,7,-6,-33,-44,-42,-51
-21,-23,-19,24,-12,-22,7,-6,-33,-44,-42,-51
-21,-24,-20,25,-10,-23,7,-6,-33,-44,-42,-51
-21,-24,-20,25,-10,-23,8,-5,-33,-43,-42,-51
-20,-24,-23,24,-7,-24,8,-6,-33,-43,-42,-51
-20,-24,-23,24,-7,-24,8,-6,-33,-43,-42,-50
-20,-24,-23,24,-7,-24,8,-6,-33,-43,-42,-50
-20,-24,-23,24,-7,-24,8,-6,-33,-42,-42,-49
-20,-25,-24,24,-5,-25,8,-6,-34,-42,-42,-49
-20,-25,-24,24,-5,-25,8,-6,-34,-42,-42,-49
-20,-25,-24,24,-5,-25,8,-6,-34,-42,-42,-49
-20,-25,-24,24,-5,-25,9,-6,-34,-42,-41,-48
-20,-25,-24,24,-5,-25,8,-7,-35,-43,-41,-49
-20,-25,-24,24,-5,-25,8,-7,-35,-43,-41,-49
-20,-25,-24,24,-5,-25,8,-7,-35,-44,-41,-49
-19,-24,-24,24,-4,-24,8,-7,-35,-44,-41,-49
-20,-25,-24,24,-5,-25,8,-7,-35,-44,-41,-49
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-41,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-41,-48
-21,-25,-23,25,-8,-24,9,-7,-35,-43,-40,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-40,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-40,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-40,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-40,-48
-20,-25,-24,24,-5,-25,9,-7,-35,-44,-40,-48
-21,-25,-23,25,-8,-24,9,-7,-35,-43,-39,-47
-21,-25,-23,25,-8,-24,9,-7,-35,-43,-39,-47
-22,-25,-20,26,-12,-23,11,-7,-34,-42,-39,-46
-22,-25,-20,26,-12,-23,11,-7,-34,-43,-39,-46
-22,-25,-20,26,-12,-23,11,-7,-34,-43,-39,-46
-22,-25,-20,26,-12,-23,11,-7,-34,-43,-39,-46
-23,-25,-19,26,-14,-23,11,-7,-33,-43,-39,-46
-23,-25,-19,26,-14,-23,11,-7,-33,-44,-39,-47
-23,-25,-19,26,-14,-23,11,-7,-33,-44,-39,-47
-23,-25,-19,26,-14,-23,11,-7,-33,-44,-39,-48
-23,-25,-19,26,-14,-23,11,-7,-33,-44,-39,-48
-22,-25,-20,26,-12,-23,11,-7,-34,-44,-39,-48
-22,-25,-20,26,-12,-23,11,-7,-34,-44,-39,-48
-21,-25,-23,25,-8,-24,11,-7,-34,-44,-39,-48
-20,-24,-23,24,-7,-24,11,-7,-34,-44,-39,-47
-21,-25,-23,25,-8,-24,11,-7,-34,-44,-39,-47
-21,-25,-23,25,-8,-24,11,-7,-34,-44,-39,-47
-21,-25,-23,25,-8,-24,11,-7,-34,-44,-39,-47
-22,-25,-20,26,-12,-23,11,-7,-33,-44,-38,-46
-22,-25,-20,26,-12,-23,11,-7,-33,-44,-38,-45
-22,-25,-20,26,-12,-23,11,-7,-33,-43,-37,-44
-22,-25,-20,26,-12,-23,11,-7,-33,-42,-37,-43
-23,-25,-19,26,-14,-23,12,-6,-33,-42,-36,-43
-23,-25,-19,26,-14,-23,12,-6,-33,-42,-36,-43
-25,-25,-16,27,-18,-22,12,-6,-33,-42,-36,-41
-25,-25,-16,27,-18,-22,12,-6,-33,-42,-36,-41
-26,-25,-15,27,-21,-22,12,-6,-32,-42,-36,-41
-25,-25,-16,27,-18,-22,12,-6,-32,-42,-36,-41
-24,-24,-16,26,-17,-22,12,-6,-32,-42,-36,-41
-24,-24,-16,26,-17,-22,12,-6,-32,-42,-36,-41
-22,-23,-17,25,-14,-21,13,-5,-32,-42,-36,-41
-21,-22,-17,24,-13,-21,13,-5,-32,-42,-36,-41
-20,-22,-16,23,-13,-20,14,-5,-32,-41,-35,-40
-18,-20,-17,21,-9,-19,14,-5,-31,-40,-35,-39
-17,-19,-15,20,-10,-18,15,-4,-30,-40,-34,-38
-16,-17,-13,18,-10,-16,15,-4,-30,-39,-34,-38
-16,-15,-9,17,-14,-13,15,-3,-29,-38,-33,-37
-15,-14,-7,15,-13,-12,15,-2,-28,-37,-32,-37
-15,-12,-3,14,-17,-9,16,-1,-28,-36,-31,-36
-13,-10,-2,13,-16,-7,16,-1,-28,-36,-31,-35
-12,-8,1,11,-17,-5,16,-1,-27,-35,-30,-33
-11,-7,2,9,-16,-4,16,-1,-26,-34,-29,-32
-10,-5,5,8,-17,-2,17,-0,-25,-33,-29,-31
-10,-4,7,7,-20,-0,17,-0,-25,-32,-28,-29
-9,-2,9,6,-18,1,17,0,-24,-31,-27,-29
-8,-1,10,5,-20,2,17,0,-24,-31,-26,-28
-7,0,13,3,-20,4,17,0,-24,-30,-26,-27
-6,0,10,3,-16,3,15,-0,-24,-30,-26,-27
-3,1,9,1,-12,4,14,0,-24,-29,-25,-26
-2,1,6,0,-8,3,13,0,-24,-29,-24,-26
-1,2,6,-0,-7,3,12,0,-23,-28,-24,-25
1,3,6,-1,-5,4,11,-1,-24,-28,-24,-24
3,5,7,-3,-1,6,8,-2,-24,-27,-23,-24
4,6,7,-4,0,6,7,-3,-25,-27,-22,-23
6,7,9,-6,0,8,5,-4,-25,-26,-21,-21
6,8,10,-7,0,9,3,-5,-26,-27,-21,-20
7,10,13,-9,-1,11,1,-6,-26,-26,-20,-19
7,11,15,-9,-4,13,-0,-7,-27,-26,-19,-19
8,13,16,-10,-3,14,-1,-8,-27,-25,-18,-17
7,13,18,-10,-5,15,-2,-9,-28,-25,-18,-16
7,13,20,-10,-8,16,-3,-9,-29,-25,-18,-15
7,14,23,-11,-10,18,-4,-10,-29,-25,-17,-14
7,15,24,-11,-12,18,-4,-10,-29,-24,-16,-13
7,14,20,-11,-8,16,-5,-12,-30,-25,-17,-12
7,13,19,-10,-7,15,-5,-12,-30,-26,-17,-13
7,12,16,-10,-4,14,-6,-12,-31,-27,-17,-12
7,11,15,-9,-4,13,-6,-12,-31,-27,-17,-13
8,8,7,-7,4,8,-6,-13,-31,-28,-17,-13
9,6,-1,-7,13,4,-6,-13,-32,-29,-18,-14
11,3,-9,-6,22,-0,-6,-13,-33,-29,-19,-15
12,1,-15,-5,27,-3,-6,-13,-34,-30,-20,-15
11,-1,-19,-3,29,-6,-6,-14,-35,-31,-20,-16
9,-4,-23,-1,30,-10,-5,-14,-35,-32,-21,-17
8,-7,-27,1,33,-13,-4,-15,-36,-33,-22,-18
7,-8,-28,3,31,-14,-3,-15,-36,-34,-22,-17
3,-11,-28,6,27,-16,-2,-15,-37,-35,-23,-19
0,-13,-28,9,23,-18,-0,-15,-37,-36,-24,-19
-4,-15,-28,12,18,-19,1,-15,-37,-37,-25,-20
-6,-17,-28,14,16,-20,3,-14,-37,-37,-26,-21
-9,-19,-28,16,12,-22,4,-15,-38,-39,-27,-23
-12,-20,-27,19,7,-22,5,-15,-38,-40,-28,-24
-15,-22,-27,21,3,-24,6,-15,-39,-40,-29,-25
-18,-23,-24,23,-3,-24,8,-15,-39,-41,-30,-26
-20,-25,-24,25,-7,-25,8,-16,-40,-42,-31,-27
-21,-26,-24,26,-8,-25,9,-16,-39,-42,-31,-28
-23,-27,-24,27,-9,-26,9,-16,-39,-43,-32,-29
-25,-27,-23,28,-13,-26,11,-16,-40,-43,-33,-29
-25,-30,-29,30,-8,-30,9,-18,-41,-44,-34,-31
-25,-32,-32,31,-5,-32,9,-19,-43,-46,-36,-32
-24,-34,-38,32,0,-35,10,-20,-44,-47,-37,-33
-24,-35,-41,33,4,-37,9,-21,-45,-48,-39,-34
-25,-35,-40,33,1,-37,9,-21,-44,-48,-39,-35
-28,-35,-36,34,-5,-36,11,-21,-43,-48,-38,-35
-29,-35,-34,35,-9,-36,12,-21,-42,-48,-37,-35
-30,-34,-30,35,-14,-33,12,-19,-41,-48,-36,-35
-27,-31,-28,31,-10,-30,11,-19,-41,-48,-36,-31
