I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-12,-6,6,10,-11,1,57,13,-8,-17,-7,-14
-12,-8,4,11,-10,-2,59,13,-8,-17,-7,-14
-12,-9,3,11,-9,-4,60,13,-8,-18,-8,-14
-12,-9,2,11,-9,-4,60,13,-8,-19,-9,-14
-12,-10,2,12,-8,-5,60,13,-8,-20,-10,-14
-12,-10,2,12,-8,-5,60,13,-8,-21,-11,-14
-12,-10,2,12,-8,-5,60,13,-8,-22,-12,-14
-12,-10,2,12,-8,-5,60,13,-8,-22,-12,-14
-12,-10,2,12,-8,-5,60,13,-8,-22,-13,-14
-12,-10,2,12,-8,-5,60,13,-8,-22,-13,-14
-12,-11,1,12,-8,-6,60,13,-8,-22,-13,-14
-12,-12,-1,13,-7,-8,60,13,-8,-22,-13,-14
-12,-14,-3,14,-6,-10,60,13,-8,-22,-13,-14
-12,-16,-5,16,-4,-13,60,13,-8,-22,-13,-14
-13,-17,-5,17,-4,-14,60,13,-8,-22,-13,-14
-15,-18,-4,18,-7,-14,60,13,-8,-22,-14,-14
-17,-18,-3,19,-8,-14,60,13,-8,-22,-15,-14
-17,-18,-3,19,-8,-13,60,13,-8,-22,-15,-14
-17,-18,-3,19,-8,-13,60,13,-8,-22,-15,-14
-17,-18,-3,19,-8,-13,60,13,-8,-22,-15,-14
-17,-18,-3,19,-8,-13,60,13,-8,-22,-15,-14
-17,-18,-3,19,-8,-13,60,13,-8,-22,-15,-14
-18,-21,-4,21,-8,-16,60,13,-8,-22,-16,-14
-21,-25,-6,24,-8,-20,60,13,-8,-22,-17,-14
-21,-26,-7,25,-8,-21,60,13,-8,-22,-17,-14
-22,-27,-7,26,-8,-21,60,13,-8,-22,-18,-14
-22,-27,-7,26,-8,-21,60,13,-8,-22,-18,-15
-22,-27,-7,26,-8,-21,60,13,-8,-22,-18,-16
-22,-27,-7,26,-8,-21,60,13,-8,-22,-18,-17
-22,-27,-7,26,-8,-21,60,13,-8,-22,-18,-18
-22,-28,-8,26,-8,-22,60,14,-8,-22,-17,-19
-22,-29,-9,27,-7,-24,60,15,-8,-22,-16,-19
-22,-31,-11,28,-6,-27,60,16,-8,-22,-15,-20
-22,-33,-13,29,-4,-29,60,18,-8,-22,-14,-20
-22,-34,-14,30,-3,-31,60,18,-8,-22,-13,-20
-22,-35,-15,30,-3,-32,60,19,-8,-22,-13,-20
-22,-35,-15,30,-3,-32,60,19,-8,-22,-13,-20
