I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
236,89,-182,-207,212,-101,-215,-275,-293,-291,56,188
236,45,-209,-188,226,-143,-212,-269,-288,-289,58,189
233,14,-224,-173,233,-170,-208,-263,-281,-282,67,195
249,5,-245,-180,251,-190,-205,-254,-273,-269,79,202
254,19,-243,-190,252,-182,-202,-246,-263,-257,86,207
254,14,-245,-188,254,-186,-197,-240,-256,-248,95,211
257,-12,-264,-179,265,-213,-190,-234,-249,-243,99,211
257,-35,-277,-169,271,-233,-183,-226,-244,-245,95,211
260,-65,-298,-158,283,-264,-178,-220,-242,-252,88,207
265,-101,-324,-146,299,-301,-175,-214,-238,-256,79,204
265,-123,-337,-137,306,-322,-171,-207,-232,-256,63,195
257,-132,-335,-127,300,-324,-167,-197,-225,-256,54,189
257,-150,-345,-120,306,-340,-158,-185,-213,-240,63,189
265,-136,-345,-131,310,-334,-152,-173,-203,-230,67,189
260,-101,-319,-142,294,-297,-144,-161,-190,-215,67,189
262,-96,-319,-146,295,-295,-136,-150,-179,-204,70,197
270,-127,-345,-139,313,-330,-129,-138,-169,-193,74,195
270,-83,-319,-158,299,-289,-122,-130,-160,-183,74,195
273,-70,-314,-165,298,-278,-116,-120,-151,-170,88,195
294,-70,-335,-180,319,-295,-109,-110,-143,-157,83,189
294,-65,-332,-183,318,-291,-102,-100,-135,-152,74,182
283,-65,-321,-175,307,-283,-97,-91,-127,-145,65,168
269,-64,-306,-165,292,-269,-92,-85,-121,-135,51,158
252,-69,-293,-151,277,-262,-85,-78,-114,-130,35,145
236,-82,-284,-133,264,-261,-79,-71,-107,-128,16,131
218,-104,-279,-111,253,-268,-72,-64,-102,-127,-5,114
200,-119,-270,-92,239,-268,-65,-57,-96,-126,-25,98
179,-124,-252,-74,219,-255,-58,-50,-90,-123,-43,81
149,-126,-223,-52,189,-234,-51,-43,-84,-115,-58,65
116,-122,-189,-30,155,-205,-44,-35,-76,-106,-69,50
91,-113,-158,-16,126,-176,-37,-28,-69,-96,-77,37
69,-107,-132,-3,102,-154,-31,-21,-63,-86,-85,24
45,-107,-109,14,78,-135,-25,-14,-56,-78,-96,10
19,-112,-86,35,54,-119,-20,-8,-50,-72,-108,-5
-9,-123,-64,61,28,-107,-14,-2,-45,-68,-123,-21
-38,-137,-43,87,3,-98,-8,3,-40,-63,-137,-36
-56,-142,-28,102,-14,-88,-4,7,-37,-59,-145,-46
-63,-137,-18,105,-22,-78,-1,9,-34,-55,-150,-51
-67,-130,-11,105,-28,-69,1,13,-31,-47,-150,-54
-71,-119,1,102,-36,-55,4,16,-26,-37,-147,-56
-76,-108,12,102,-44,-41,8,20,-22,-28,-144,-60
-80,-101,20,102,-50,-31,11,24,-18,-20,-142,-64
-83,-97,25,102,-54,-26,13,27,-16,-16,-142,-67
-87,-96,29,105,-59,-22,15,28,-14,-14,-143,-68
-89,-97,31,106,-60,-21,16,29,-13,-12,-144,-69
-90,-99,30,108,-60,-22,17,30,-12,-11,-144,-70
-90,-98,32,108,-61,-21,18,31,-11,-10,-144,-71
-92,-96,34,108,-64,-18,18,32,-10,-9,-144,-73
-95,-96,38,110,-67,-15,19,33,-10,-8,-145,-76
-97,-96,40,111,-69,-13,19,33,-9,-8,-146,-78
-97,-96,40,111,-69,-13,19,34,-8,-6,-145,-79
-97,-94,41,111,-69,-12,20,36,-7,-4,-144,-79
-95,-90,41,108,-68,-10,21,37,-6,-2,-143,-78
-93,-88,41,105,-68,-9,21,39,-5,-1,-142,-78
-93,-87,41,105,-67,-8,23,40,-4,1,-141,-78
-93,-89,39,105,-67,-11,24,40,-2,1,-142,-79
-93,-90,39,106,-66,-12,25,41,-1,2,-143,-81
-94,-91,40,108,-68,-12,26,41,0,3,-144,-81
-97,-94,41,111,-69,-12,27,42,1,3,-144,-82
-96,-95,39,110,-68,-13,28,43,2,3,-144,-82
-95,-96,38,110,-67,-15,28,44,3,3,-144,-82
-97,-96,40,111,-69,-13,29,45,4,3,-143,-82
-97,-96,40,111,-69,-13,30,47,5,3,-142,-82
-97,-94,41,111,-69,-12,30,49,6,5,-141,-84
-96,-92,41,109,-69,-11,32,50,8,6,-141,-85
-95,-91,41,108,-69,-11,33,52,8,8,-141,-88
-95,-89,42,108,-69,-9,34,53,9,9,-142,-90
-97,-88,45,108,-72,-6,35,54,10,10,-144,-92
-100,-86,48,109,-75,-2,35,55,11,10,-147,-92
-100,-82,51,108,-76,2,36,56,12,11,-150,-92
-101,-80,54,108,-78,5,37,57,13,12,-151,-92
-103,-80,56,109,-80,7,38,59,15,14,-151,-92
-106,-81,57,111,-82,7,39,60,16,15,-151,-92
-110,-82,60,114,-86,8,40,62,18,17,-151,-93
-112,-85,61,117,-88,8,41,64,19,18,-152,-94
-113,-90,59,120,-87,4,42,66,21,20,-152,-96
-114,-94,58,123,-86,2,44,67,22,21,-152,-98
-115,-96,57,124,-87,0,45,68,23,23,-151,-101
