I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-38,50,120,-7,-82,88,17,14,19,24,-35,-39
-38,50,122,-7,-83,89,14,13,17,23,-35,-39
-38,50,122,-7,-83,89,12,11,15,21,-35,-39
-40,50,123,-6,-84,89,9,10,14,20,-36,-40
-42,50,126,-5,-87,91,5,9,12,18,-37,-41
-45,50,130,-4,-90,92,1,8,10,17,-38,-42
-48,50,134,-2,-94,95,-3,7,8,15,-39,-43
-49,49,135,-1,-96,94,-6,6,7,14,-40,-44
-50,47,132,1,-95,92,-9,6,7,14,-40,-44
-51,44,130,3,-94,89,-11,5,7,14,-41,-45
-51,42,126,5,-93,85,-13,5,7,14,-41,-45
-49,39,120,5,-89,80,-15,5,7,14,-41,-45
-47,36,113,6,-84,75,-15,5,7,14,-41,-45
-45,33,105,6,-79,70,-16,5,7,14,-41,-45
-41,30,97,6,-73,64,-16,5,7,14,-41,-45
-40,27,91,6,-68,59,-16,6,7,14,-41,-45
-39,24,86,8,-66,55,-16,7,9,15,-41,-45
-38,21,81,9,-63,51,-16,8,10,17,-41,-45
-38,18,77,11,-61,47,-16,9,12,18,-41,-45
-37,16,73,11,-58,44,-15,10,13,19,-41,-45
-35,16,69,10,-55,42,-13,10,13,20,-41,-45
-32,15,64,9,-51,39,-11,10,14,20,-41,-45
-29,15,60,8,-47,38,-9,10,14,20,-41,-45
-27,14,56,7,-44,35,-8,11,14,20,-40,-44
-27,12,52,8,-42,32,-7,12,14,20,-39,-43
-26,9,48,9,-39,28,-7,13,14,20,-38,-42
-26,6,44,11,-38,24,-7,14,14,20,-37,-41
-26,4,40,12,-35,20,-7,15,14,20,-36,-40
-26,1,37,14,-34,17,-7,15,14,20,-36,-40
-26,-2,33,16,-31,14,-7,15,14,20,-35,-39
-26,-5,29,17,-30,10,-7,15,14,20,-35,-39
-26,-8,24,19,-28,6,-6,15,14,20,-36,-39
-26,-11,20,20,-26,2,-4,15,14,20,-37,-39
-26,-13,16,22,-24,-2,-3,15,14,20,-38,-39
-26,-16,12,23,-22,-5,-0,15,14,20,-39,-39
-26,-19,8,25,-20,-8,1,15,13,19,-40,-40
-26,-22,4,27,-18,-12,1,14,12,18,-40,-41
-26,-25,0,29,-16,-16,1,13,10,17,-41,-42
-26,-28,-4,30,-14,-20,1,11,8,15,-41,-43
-26,-30,-7,31,-13,-22,2,11,7,14,-41,-44
-26,-30,-7,31,-13,-23,4,10,7,14,-41,-44
-26,-31,-8,32,-12,-23,6,10,7,14,-41,-45
-26,-31,-8,32,-12,-23,8,10,7,14,-41,-45
-27,-31,-7,32,-13,-23,9,11,7,14,-41,-45
-30,-31,-3,34,-17,-21,10,12,9,14,-41,-45
-32,-31,0,35,-20,-20,10,13,10,14,-41,-45
-35,-31,4,36,-24,-18,10,14,12,14,-41,-45
-37,-30,8,37,-27,-15,11,15,13,14,-41,-45
-38,-28,12,36,-29,-12,13,15,13,15,-41,-45
-38,-25,16,35,-31,-8,14,15,14,17,-41,-45
-38,-22,20,33,-34,-5,16,15,14,18,-41,-45
-39,-20,24,32,-36,-2,19,15,14,20,-41,-45
-39,-20,24,32,-36,-2,19,15,14,20,-41,-45
-39,-20,24,32,-36,-2,19,15,21,20,-41,-45
-51,-20,41,39,-52,6,27,25,28,26,-41,-45
-51,-20,41,39,-52,6,45,34,42,32,-41,-50
-63,-20,57,45,-68,14,53,39,56,32,-46,-66
-76,-20,73,52,-83,21,79,53,77,45,-46,-71
-76,-8,90,45,-91,36,88,63,84,45,-46,-76
-63,-8,73,39,-75,29,88,63,84,51,-46,-76
-63,-32,41,52,-60,-2,88,63,91,57,-41,-71
-39,4,57,19,-52,29,88,67,98,69,-36,-66
-27,27,73,0,-52,52,79,72,112,88,-15,-50
10,39,41,-26,-13,44,62,72,126,107,11,-34
46,62,24,-58,19,52,45,67,126,119,32,-19
83,85,8,-91,50,59,1,58,126,144,63,18
144,109,-41,-136,113,52,-59,39,112,144,89,54
193,144,-57,-182,153,67,-111,10,70,144,115,91
229,203,-24,-234,160,120,-172,-33,14,125,131,133
278,249,-24,-286,192,150,-241,-75,-43,113,152,169
315,285,-24,-325,215,173,-284,-95,-71,113,183,216
327,296,-24,-338,223,180,-310,-118,-99,100,193,248
