I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-4,28,29,-14,-21,31,-53,-35,-22,-12,5,14
-4,28,29,-14,-21,31,-54,-34,-22,-12,6,15
-5,26,29,-12,-22,30,-56,-34,-21,-12,6,14
-7,26,31,-11,-25,31,-58,-33,-20,-12,6,14
-7,26,31,-11,-25,31,-60,-33,-20,-12,6,14
-9,26,32,-10,-26,31,-60,-32,-19,-12,6,14
-7,26,31,-11,-25,31,-58,-33,-20,-12,5,12
-6,28,31,-13,-24,31,-56,-33,-20,-12,5,12
-1,30,29,-16,-20,31,-54,-33,-20,-12,4,12
0,31,29,-18,-20,32,-51,-33,-20,-12,4,12
-1,30,29,-16,-20,31,-50,-33,-20,-12,3,11
-4,28,29,-14,-21,31,-48,-33,-20,-12,3,11
-5,26,29,-12,-22,30,-47,-33,-21,-13,3,11
-5,26,29,-12,-22,30,-43,-33,-21,-13,3,11
-4,26,28,-13,-20,29,-43,-34,-22,-13,2,9
-1,26,26,-14,-18,28,-43,-35,-22,-13,1,8
0,26,24,-15,-16,27,-43,-36,-23,-13,0,6
2,26,23,-16,-14,27,-43,-36,-23,-13,0,6
0,24,23,-14,-15,25,-45,-36,-23,-13,0,6
-2,24,24,-13,-18,27,-45,-35,-22,-13,0,8
-2,24,24,-13,-18,27,-47,-34,-22,-13,0,8
-4,24,26,-12,-20,27,-47,-33,-22,-12,0,9
-5,23,26,-10,-20,27,-50,-33,-22,-12,-1,9
-9,21,28,-6,-24,27,-51,-33,-22,-12,-1,9
-11,19,28,-5,-25,26,-53,-33,-22,-12,-2,9
-12,19,29,-4,-26,27,-54,-32,-21,-11,-2,9
-11,21,29,-6,-26,27,-56,-32,-21,-11,-2,9
-9,23,29,-8,-25,28,-56,-31,-20,-10,-2,11
-7,24,29,-10,-24,29,-56,-31,-20,-10,-2,12
-7,26,31,-11,-25,31,-56,-30,-19,-9,-1,14
-7,24,29,-10,-24,29,-56,-31,-20,-10,-2,14
-7,24,29,-10,-24,29,-56,-32,-20,-10,-2,14
-7,23,28,-9,-23,27,-56,-33,-21,-10,-3,14
-7,23,28,-9,-23,27,-54,-33,-21,-10,-3,14
-4,24,26,-12,-20,27,-53,-33,-21,-10,-4,14
0,28,26,-16,-17,29,-50,-33,-21,-10,-4,14
2,30,26,-18,-16,30,-48,-33,-21,-10,-4,14
6,33,26,-22,-14,32,-45,-33,-21,-9,-4,15
4,31,26,-20,-15,31,-45,-33,-21,-9,-5,15
4,31,26,-20,-15,31,-45,-33,-21,-9,-5,15
4,31,26,-20,-15,31,-45,-33,-21,-9,-5,15
1,31,28,-18,-18,31,-43,-33,-21,-9,-5,17
0,30,28,-17,-19,31,-43,-33,-21,-9,-5,17
-1,30,29,-16,-20,31,-41,-33,-20,-9,-5,17
-1,30,29,-16,-20,31,-41,-32,-20,-8,-5,17
-4,30,31,-15,-23,33,-40,-31,-19,-8,-5,18
-4,28,29,-14,-21,31,-40,-32,-20,-8,-7,17
-5,26,29,-12,-22,30,-40,-33,-20,-8,-7,17
-6,24,28,-10,-22,28,-40,-33,-21,-8,-8,17
-6,24,28,-10,-22,28,-40,-34,-21,-8,-9,17
-6,24,28,-10,-22,28,-38,-34,-21,-8,-10,17
-6,24,28,-10,-22,28,-37,-34,-21,-8,-10,17
-6,24,28,-10,-22,28,-35,-34,-21,-8,-11,17
-7,24,29,-10,-24,29,-33,-33,-21,-8,-11,17
-6,24,28,-10,-22,28,-35,-33,-21,-8,-12,15
-4,24,26,-12,-20,27,-35,-33,-21,-8,-13,15
-2,24,24,-13,-18,27,-37,-32,-21,-8,-14,15
0,26,24,-15,-16,27,-37,-31,-20,-8,-14,15
-2,24,24,-13,-18,27,-40,-31,-20,-8,-14,15
-2,24,24,-13,-18,27,-41,-30,-20,-8,-14,17
-2,24,24,-13,-18,27,-43,-30,-20,-8,-14,17
-2,24,24,-13,-18,27,-45,-29,-19,-8,-13,18
-2,24,24,-13,-18,27,-43,-29,-18,-8,-13,18
0,26,24,-15,-16,27,-41,-28,-18,-7,-12,20
1,28,24,-17,-15,28,-40,-28,-17,-7,-12,20
1,29,26,-17,-17,30,-38,-27,-17,-7,-11,21
0,30,28,-17,-19,31,-35,-27,-17,-6,-10,21
