I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
76,51,-22,-111,45,5,-57,5,32,-5,45,52
76,50,-23,-110,45,4,-57,5,31,-6,45,52
76,49,-23,-110,46,4,-57,5,30,-6,44,52
76,49,-24,-110,46,4,-57,5,30,-6,43,51
76,49,-24,-110,46,3,-57,5,30,-7,43,50
76,49,-24,-110,46,3,-57,5,30,-7,42,49
76,48,-24,-109,46,3,-57,5,30,-7,41,48
75,48,-24,-108,45,3,-57,4,30,-7,41,48
74,47,-24,-106,45,3,-57,3,30,-7,41,48
74,46,-24,-105,45,2,-57,2,30,-7,41,48
73,45,-24,-104,44,2,-57,1,30,-7,41,48
73,45,-24,-103,44,2,-57,1,30,-7,41,48
73,45,-24,-103,44,2,-57,1,30,-8,41,48
73,45,-24,-103,44,2,-57,1,30,-9,41,48
73,45,-24,-103,44,2,-57,1,30,-9,41,48
73,45,-24,-103,44,2,-57,1,30,-9,41,48
73,45,-24,-103,44,2,-57,1,30,-9,41,48
73,45,-24,-103,44,2,-57,1,30,-9,41,48
73,45,-24,-103,44,2,-58,1,30,-10,41,48
73,45,-24,-103,44,2,-59,0,29,-10,41,48
73,45,-24,-103,44,2,-60,-1,29,-11,41,48
73,45,-24,-103,44,2,-61,-2,28,-12,41,48
72,44,-24,-102,44,2,-62,-3,27,-12,41,48
72,43,-24,-101,44,1,-62,-4,27,-12,40,48
71,42,-24,-100,44,1,-62,-5,26,-12,39,48
70,41,-24,-98,43,1,-62,-6,25,-12,38,48
69,41,-24,-97,43,0,-62,-7,25,-13,38,47
69,41,-24,-97,43,0,-62,-7,25,-13,38,46
69,40,-24,-96,43,0,-62,-7,25,-14,38,45
69,40,-24,-96,43,0,-62,-7,25,-14,38,44
69,40,-24,-97,43,0,-62,-8,25,-15,38,44
70,40,-24,-97,44,-0,-62,-8,25,-15,38,43
71,40,-25,-98,44,-1,-62,-9,25,-15,38,43
72,40,-26,-99,45,-1,-62,-10,25,-15,38,43
72,40,-26,-99,46,-1,-63,-11,25,-15,38,43
72,40,-26,-99,46,-1,-64,-11,25,-16,38,43
73,40,-26,-100,46,-1,-65,-11,25,-17,38,43
73,40,-26,-100,46,-1,-66,-11,25,-17,38,43
73,40,-26,-100,46,-1,-67,-11,25,-18,38,43
73,40,-26,-100,46,-1,-67,-11,25,-18,38,43
73,40,-26,-100,46,-1,-67,-11,25,-18,38,43
73,40,-26,-100,46,-1,-67,-11,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
73,40,-26,-100,46,-1,-68,-12,25,-18,38,43
-148,171,205,2,-183,200,85,43,145,113,170,189
-109,133,155,-5,-137,153,55,35,120,84,138,153
-14,78,57,-49,-40,67,-17,10,64,30,83,92
73,57,-16,-113,40,12,-63,-7,30,-10,48,52
73,57,-16,-113,40,12,-63,-7,30,-10,48,52
73,53,-19,-110,41,8,-63,-7,27,-10,48,52
73,53,-19,-110,41,8,-63,-7,27,-10,48,52
80,49,-26,-113,49,2,-63,-3,27,-10,48,56
84,45,-31,-113,53,-3,-68,-3,22,-15,45,56
87,45,-34,-117,56,-5,-73,-3,22,-18,38,52
87,32,-41,-106,61,-15,-73,5,19,-21,34,52
84,28,-41,-100,59,-16,-73,5,13,-27,27,48
84,15,-49,-90,64,-26,-73,5,11,-35,24,43
87,15,-51,-93,67,-28,-73,5,5,-38,24,43
91,2,-61,-86,74,-39,-78,-3,-9,-47,17,43
94,-6,-69,-83,80,-47,-83,-3,-18,-55,13,39
98,-10,-74,-83,85,-52,-88,-12,-26,-64,6,39
102,-19,-82,-79,91,-61,-93,-12,-37,-72,6,43
105,-23,-87,-79,95,-65,-103,-20,-51,-84,-4,43
113,-27,-94,-83,103,-72,-114,-33,-71,-98,-15,43
116,-40,-104,-76,110,-83,-119,-41,-85,-109,-22,39
120,-48,-112,-73,116,-92,-124,-46,-99,-121,-25,39
127,-57,-122,-73,125,-102,-129,-46,-107,-129,-32,34
131,-65,-129,-69,131,-110,-129,-41,-113,-135,-39,30
138,-74,-139,-69,140,-120,-129,-41,-121,-141,-42,30
138,-82,-144,-63,143,-126,-129,-41,-130,-149,-49,26
138,-91,-149,-56,146,-133,-129,-46,-138,-158,-53,21
145,-95,-157,-59,154,-139,-129,-54,-155,-172,-70,8
145,-108,-164,-49,158,-149,-134,-54,-161,-180,-84,-10
145,-129,-177,-32,166,-165,-134,-54,-166,-189,-95,-23
156,-141,-192,-32,179,-180,-149,-58,-178,-198,-105,-32
170,-158,-212,-32,197,-200,-154,-67,-192,-209,-122,-49
185,-171,-230,-35,213,-216,-175,-96,-209,-226,-140,-63
192,-179,-240,-35,222,-226,-190,-143,-225,-235,-150,-76
203,-184,-250,-42,233,-234,-221,-181,-237,-240,-150,-76
221,-184,-262,-59,248,-243,-246,-202,-242,-240,-150,-67
236,-179,-270,-76,258,-246,-261,-211,-242,-235,-143,-54
254,-163,-272,-106,267,-241,-282,-224,-242,-229,-136,-41
257,-158,-272,-113,269,-239,-292,-224,-234,-220,-129,-32
268,-146,-272,-133,273,-234,-313,-224,-225,-212,-119,-23
272,-141,-272,-140,275,-233,-328,-224,-214,-200,-112,-10
272,-137,-270,-144,273,-229,-328,-224,-206,-198,-109,-10
272,-133,-267,-147,272,-226,-328,-232,-200,-192,-109,-10
272,-116,-257,-160,266,-213,-328,-219,-183,-180,-95,8
268,-95,-242,-174,255,-195,-328,-211,-172,-169,-84,21
