I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-19, -97, -78, 58, 29, -87, 87, 48, -39, -58, -68, -68, 
-19, -97, -78, 58, 29, -87, 87, 48, -39, -58, -68, -68, 
-19, -97, -78, 58, 29, -87, 87, 48, -39, -58, -68, -68, 
-19, -97, -78, 58, 29, -87, 87, 48, -39, -58, -68, -68, 
-29, -87, -58, 58, 14, -73, 92, 58, -29, -48, -68, -78, 
-29, -87, -58, 58, 14, -73, 97, 58, -29, -48, -68, -78, 
-29, -87, -58, 58, 14, -73, 102, 58, -29, -48, -68, -78, 
-29, -87, -58, 58, 14, -73, 107, 58, -29, -48, -68, -78, 
-29, -78, -48, 53, 9, -63, 97, 48, -24, -39, -58, -68, 
-29, -78, -48, 53, 9, -63, 97, 48, -19, -39, -58, -68, 
-29, -78, -48, 53, 9, -63, 97, 48, -14, -39, -58, -68, 
-29, -78, -48, 53, 9, -63, 97, 48, -9, -39, -58, -68, 
-29, -87, -58, 58, 14, -73, 102, 58, 0, -48, -58, -68, 
-29, -87, -58, 58, 14, -73, 107, 58, 0, -48, -58, -68, 
-29, -87, -58, 58, 14, -73, 112, 58, 0, -48, -58, -68, 
-29, -87, -58, 58, 14, -73, 117, 58, 0, -48, -58, -68, 
-29, -87, -58, 58, 14, -73, 117, 48, 9, -39, -58, -68, 
-29, -87, -58, 58, 14, -73, 117, 48, 9, -39, -58, -68, 
-29, -87, -58, 58, 14, -73, 117, 48, 9, -39, -58, -68, 
-29, -87, -58, 58, 14, -73, 117, 48, 9, -39, -58, -68, 
-29, -82, -53, 56, 12, -68, 126, 48, 19, -29, -58, -68, 
-29, -78, -48, 53, 9, -63, 126, 48, 19, -29, -58, -68, 
-29, -73, -43, 51, 7, -58, 126, 48, 19, -29, -58, -68, 
-29, -68, -39, 48, 4, -53, 126, 48, 19, -29, -58, -68, 
-29, -68, -39, 48, 4, -53, 117, 48, 24, -29, -48, -78, 
-29, -68, -39, 48, 4, -53, 117, 48, 29, -29, -48, -78, 
-29, -68, -39, 48, 4, -53, 117, 48, 34, -29, -48, -78, 
-29, -68, -39, 48, 4, -53, 117, 48, 39, -29, -48, -78, 
-29, -68, -39, 48, 4, -53, 122, 48, 29, -29, -58, -68, 
-29, -68, -39, 48, 4, -53, 126, 48, 29, -29, -58, -68, 
-29, -68, -39, 48, 4, -53, 131, 48, 29, -29, -58, -68, 
-29, -68, -39, 48, 4, -53, 136, 48, 29, -29, -58, -68, 
-39, -68, -29, 53, -4, -48, 126, 48, 34, -19, -48, -68, 
-39, -68, -29, 53, -4, -48, 126, 48, 39, -19, -48, -68, 
-39, -68, -29, 53, -4, -48, 126, 48, 43, -19, -48, -68, 
-39, -68, -29, 53, -4, -48, 126, 48, 48, -19, -48, -68, 
-48, -68, -19, 58, -14, -43, 131, 58, 58, -9, -48, -58, 
-48, -68, -19, 58, -14, -43, 136, 58, 58, -9, -48, -58, 
-48, -68, -19, 58, -14, -43, 141, 58, 58, -9, -48, -58, 
-48, -68, -19, 58, -14, -43, 146, 58, 58, -9, -48, -58, 
-39, -58, -19, 48, -9, -39, 146, 48, 63, 0, -39, -58, 
-39, -58, -19, 48, -9, -39, 146, 48, 68, 0, -39, -58, 
-39, -58, -19, 48, -9, -39, 146, 48, 73, 0, -39, -58, 
-39, -58, -19, 48, -9, -39, 146, 48, 78, 0, -39, -58, 
-48, -48, 0, 48, -24, -24, 156, 48, 78, 0, -39, -48, 
-48, -48, 0, 48, -24, -24, 156, 48, 78, 0, -39, -48, 
-48, -48, 0, 48, -24, -24, 156, 48, 78, 0, -39, -48, 
-48, -48, 0, 48, -24, -24, 156, 48, 78, 0, -39, -48, 
-48, -48, 0, 48, -24, -24, 156, 58, 82, 9, -39, -58, 
-48, -48, 0, 48, -24, -24, 156, 58, 87, 9, -39, -58, 
-48, -48, 0, 48, -24, -24, 156, 58, 92, 9, -39, -58, 
-48, -48, 0, 48, -24, -24, 156, 58, 97, 9, -39, -58, 
-53, -43, 9, 48, -31, -17, 165, 48, 107, 19, -29, -48, 
-58, -39, 19, 48, -39, -9, 165, 48, 107, 19, -29, -48, 
-63, -34, 29, 48, -46, -2, 165, 48, 107, 19, -29, -48, 
-68, -29, 39, 48, -53, 4, 165, 48, 107, 19, -29, -48, 
-58, -19, 39, 39, -48, 9, 165, 48, 117, 29, -19, -48, 
-58, -19, 39, 39, -48, 9, 165, 48, 117, 29, -19, -48, 
-58, -19, 39, 39, -48, 9, 165, 48, 117, 29, -19, -48, 
-58, -19, 39, 39, -48, 9, 165, 48, 117, 29, -19, -48, 
-58, -14, 43, 36, -51, 14, 175, 48, 126, 39, -19, -48, 
-58, -9, 48, 34, -53, 19, 175, 48, 126, 39, -19, -48, 
-58, -4, 53, 31, -56, 24, 175, 48, 126, 39, -19, -48, 
-58, 0, 58, 29, -58, 29, 175, 48, 126, 39, -19, -48, 
-68, 9, 78, 29, -73, 43, 175, 48, 136, 48, -19, -58, 
-68, 9, 78, 29, -73, 43, 175, 48, 136, 48, -19, -58, 
-68, 9, 78, 29, -73, 43, 175, 48, 136, 48, -19, -58, 
-68, 9, 78, 29, -73, 43, 175, 48, 136, 48, -19, -58, 
-68, 9, 78, 29, -73, 43, 185, 39, 141, 48, -9, -53, 
-68, 9, 78, 29, -73, 43, 185, 39, 146, 48, -9, -48, 
-68, 9, 78, 29, -73, 43, 185, 39, 151, 48, -9, -43, 
-68, 9, 78, 29, -73, 43, 185, 39, 156, 48, -9, -39, 
-78, 19, 97, 29, -87, 58, 190, 43, 161, 53, 0, -39, 
-78, 19, 97, 29, -87, 58, 195, 48, 165, 58, 0, -39, 
-78, 19, 97, 29, -87, 58, 200, 53, 170, 63, 0, -39, 
-78, 19, 97, 29, -87, 58, 204, 58, 175, 68, 0, -39, 
-87, 24, 112, 31, -100, 68, 209, 58, 180, 78, 9, -29, 
-87, 29, 117, 29, -102, 73, 214, 58, 185, 78, 9, -29, 
-87, 34, 122, 26, -104, 78, 219, 58, 190, 78, 9, -29, 
-87, 39, 126, 24, -107, 82, 224, 58, 195, 78, 9, -29, 
-87, 48, 136, 19, -112, 92, 229, 58, 200, 87, 19, -29, 
-87, 48, 136, 19, -112, 92, 234, 58, 204, 87, 19, -29, 
-87, 48, 136, 19, -112, 92, 239, 58, 209, 87, 19, -29, 
-87, 48, 136, 19, -112, 92, 244, 58, 214, 87, 19, -29, 
-92, 58, 151, 17, -122, 104, 248, 58, 219, 92, 29, -24, 
-97, 58, 156, 19, -126, 107, 253, 58, 224, 97, 29, -19, 
-102, 58, 161, 21, -131, 109, 258, 58, 229, 102, 29, -14, 
-107, 58, 165, 24, -136, 112, 263, 58, 234, 107, 29, -9, 
-117, 68, 185, 24, -151, 126, 278, 58, 239, 117, 39, -9, 
-117, 68, 185, 24, -151, 126, 283, 58, 244, 117, 39, -9, 
-117, 68, 185, 24, -151, 126, 287, 58, 248, 117, 39, -9, 
-117, 68, 185, 24, -151, 126, 292, 58, 253, 117, 39, -9, 
-117, 73, 190, 21, -153, 131, 297, 58, 268, 122, 39, -9, 
-117, 78, 195, 19, -156, 136, 302, 58, 273, 126, 39, -9, 
-117, 82, 200, 17, -158, 141, 307, 58, 278, 131, 39, -9, 
-117, 87, 204, 14, -161, 146, 312, 58, 283, 136, 39, -9, 
-122, 97, 219, 12, -170, 158, 326, 58, 297, 136, 29, -9, 
-126, 97, 224, 14, -175, 161, 331, 58, 302, 136, 29, -9, 
-131, 97, 229, 17, -180, 163, 336, 58, 307, 136, 29, -9, 
-136, 97, 234, 19, -185, 165, 341, 58, 312, 136, 29, -9, 
-146, 102, 248, 21, -197, 175, 346, 58, 326, 141, 43, 0, 
-146, 107, 253, 19, -200, 180, 351, 58, 331, 146, 48, 0, 
-146, 112, 258, 17, -202, 185, 356, 58, 336, 151, 53, 0, 
