I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-156, -126, 29, 141, -92, -48, 244, 136, 185, -19, -68, -97, 
-156, -131, 24, 143, -90, -53, 248, 136, 185, -24, -73, -102, 
-156, -136, 19, 146, -87, -58, 253, 136, 185, -29, -78, -107, 
-161, -136, 24, 148, -92, -56, 263, 136, 190, -29, -78, -112, 
-165, -136, 29, 151, -97, -53, 273, 136, 195, -29, -78, -117, 
-170, -141, 29, 156, -100, -56, 273, 136, 195, -34, -82, -117, 
-175, -146, 29, 161, -102, -58, 273, 136, 195, -39, -87, -117, 
-175, -151, 24, 163, -100, -63, 278, 141, 195, -43, -92, -122, 
-175, -156, 19, 165, -97, -68, 283, 146, 195, -48, -97, -126, 
-175, -156, 19, 165, -97, -68, 287, 151, 195, -53, -97, -131, 
-175, -156, 19, 165, -97, -68, 292, 156, 195, -58, -97, -136, 
-185, -165, 19, 175, -102, -73, 297, 161, 195, -63, -107, -141, 
-195, -175, 19, 185, -107, -78, 302, 165, 195, -68, -117, -146, 
-200, -185, 14, 192, -107, -85, 312, 165, 195, -78, -126, -151, 
-204, -195, 9, 200, -107, -92, 322, 165, 195, -87, -136, -156, 
-209, -200, 9, 204, -109, -95, 336, 175, 190, -102, -146, -165, 
-214, -204, 9, 209, -112, -97, 351, 185, 185, -117, -156, -175, 
-224, -214, 9, 219, -117, -102, 361, 195, 180, -126, -165, -180, 
-234, -224, 9, 229, -122, -107, 370, 204, 175, -136, -175, -185, 
-244, -239, 4, 241, -124, -117, 380, 204, 175, -156, -190, -200, 
-253, -253, 0, 253, -126, -126, 390, 204, 175, -175, -204, -214, 
-268, -263, 4, 265, -136, -129, 405, 214, 165, -195, -224, -224, 
-283, -273, 9, 278, -146, -131, 419, 224, 156, -214, -244, -234, 
-297, -292, 4, 295, -151, -143, 429, 224, 146, -234, -263, -248, 
-312, -312, 0, 312, -156, -156, 439, 224, 136, -253, -283, -263, 
-322, -322, 0, 322, -161, -161, 448, 224, 122, -278, -302, -278, 
-331, -331, 0, 331, -165, -165, 458, 224, 107, -302, -322, -292, 
-341, -346, -4, 344, -168, -175, 468, 219, 87, -331, -341, -302, 
-351, -361, -9, 356, -170, -185, 478, 214, 68, -361, -361, -312, 
-361, -361, 0, 361, -180, -180, 478, 214, 53, -380, -375, -312, 
-370, -361, 9, 366, -190, -175, 478, 214, 39, -400, -390, -312, 
-375, -361, 14, 368, -195, -173, 478, 204, 24, -414, -395, -312, 
-380, -361, 19, 370, -200, -170, 478, 195, 9, -429, -400, -312, 
-380, -351, 29, 366, -204, -161, 468, 190, 0, -429, -400, -307, 
-380, -341, 39, 361, -209, -151, 458, 185, -9, -429, -400, -302, 
-370, -322, 48, 346, -209, -136, 444, 175, -9, -424, -385, -287, 
-361, -302, 58, 331, -209, -122, 429, 165, -9, -419, -370, -273, 
-351, -283, 68, 317, -209, -107, 400, 156, -9, -400, -351, -253, 
-341, -263, 78, 302, -209, -92, 370, 146, -9, -380, -331, -234, 
-312, -224, 87, 268, -200, -68, 346, 141, 0, -346, -302, -209, 
-283, -185, 97, 234, -190, -43, 322, 136, 9, -312, -273, -185, 
-258, -151, 107, 204, -183, -21, 292, 131, 29, -278, -234, -156, 
-234, -117, 117, 175, -175, 0, 263, 126, 48, -244, -195, -126, 
-204, -92, 112, 148, -158, 9, 229, 112, 58, -200, -161, -102, 
