I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-117, 48, 165, 34, -141, 107, 78, 9, 107, 48, 19, -9, 
-117, 48, 165, 34, -141, 107, 78, 9, 107, 48, 19, -9, 
-117, 48, 165, 34, -141, 107, 78, 9, 107, 48, 19, -9, 
-117, 48, 165, 34, -141, 107, 78, 9, 107, 48, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 117, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 117, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 117, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 117, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 126, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 126, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 126, 58, 19, -9, 
-126, 58, 185, 34, -156, 122, 68, 9, 126, 58, 19, -9, 
-117, 68, 185, 24, -151, 126, 78, 19, 131, 63, 29, 0, 
-117, 68, 185, 24, -151, 126, 78, 19, 136, 68, 29, 0, 
-117, 68, 185, 24, -151, 126, 78, 19, 141, 73, 29, 0, 
-117, 68, 185, 24, -151, 126, 78, 19, 146, 78, 29, 0, 
-126, 68, 195, 29, -161, 131, 68, 29, 151, 87, 39, -9, 
-126, 68, 195, 29, -161, 131, 68, 29, 156, 87, 39, -9, 
-126, 68, 195, 29, -161, 131, 68, 29, 161, 87, 39, -9, 
-126, 68, 195, 29, -161, 131, 68, 29, 165, 87, 39, -9, 
-126, 78, 204, 24, -165, 141, 68, 39, 170, 92, 39, 0, 
-126, 78, 204, 24, -165, 141, 68, 39, 175, 97, 39, 0, 
-126, 78, 204, 24, -165, 141, 68, 39, 180, 102, 39, 0, 
-126, 78, 204, 24, -165, 141, 68, 39, 185, 107, 39, 0, 
-126, 87, 214, 19, -170, 151, 68, 43, 200, 112, 48, 0, 
-126, 87, 214, 19, -170, 151, 68, 48, 204, 117, 48, 0, 
-126, 87, 214, 19, -170, 151, 68, 53, 209, 122, 48, 0, 
-126, 87, 214, 19, -170, 151, 68, 58, 214, 126, 48, 0, 
-117, 97, 214, 9, -165, 156, 58, 68, 229, 131, 53, 0, 
-117, 97, 214, 9, -165, 156, 58, 68, 234, 136, 58, 0, 
-117, 97, 214, 9, -165, 156, 58, 68, 239, 141, 63, 0, 
-117, 97, 214, 9, -165, 156, 58, 68, 244, 146, 68, 0, 
-107, 102, 209, 2, -158, 156, 58, 73, 263, 151, 78, 0, 
-107, 107, 214, 0, -161, 161, 58, 78, 273, 156, 78, 0, 
-107, 112, 219, -2, -163, 165, 58, 82, 283, 161, 78, 0, 
-107, 117, 224, -4, -165, 170, 58, 87, 292, 165, 78, 0, 
-107, 126, 234, -9, -170, 180, 58, 102, 312, 175, 82, 9, 
-107, 126, 234, -9, -170, 180, 58, 107, 322, 185, 87, 9, 
-107, 126, 234, -9, -170, 180, 58, 112, 331, 195, 92, 9, 
-107, 126, 234, -9, -170, 180, 58, 117, 341, 204, 97, 9, 
-102, 131, 234, -14, -168, 183, 58, 131, 361, 214, 107, 19, 
-97, 136, 234, -19, -165, 185, 58, 136, 370, 224, 107, 19, 
-92, 141, 234, -24, -163, 187, 58, 141, 380, 234, 107, 19, 
-87, 146, 234, -29, -161, 190, 58, 146, 390, 244, 107, 19, 
-87, 161, 248, -36, -168, 204, 48, 161, 414, 258, 112, 19, 
-87, 165, 253, -39, -170, 209, 48, 165, 429, 263, 117, 19, 
-87, 170, 258, -41, -173, 214, 48, 170, 444, 268, 122, 19, 
-87, 175, 263, -43, -175, 219, 48, 175, 458, 273, 126, 19, 
-73, 185, 258, -56, -165, 222, 39, 185, 483, 292, 141, 19, 
-68, 185, 253, -58, -161, 219, 39, 195, 497, 302, 146, 19, 
-63, 185, 248, -61, -156, 217, 39, 204, 512, 312, 151, 19, 
-58, 185, 244, -63, -151, 214, 39, 214, 527, 322, 156, 19, 
-43, 190, 234, -73, -139, 212, 29, 224, 541, 331, 161, 24, 
-39, 195, 234, -78, -136, 214, 29, 234, 556, 341, 165, 29, 
-34, 200, 234, -82, -134, 217, 29, 244, 570, 351, 170, 34, 
-29, 204, 234, -87, -131, 219, 29, 253, 585, 361, 175, 39, 
-19, 209, 229, -95, -124, 219, 19, 263, 600, 370, 180, 48, 
-9, 214, 224, -102, -117, 219, 19, 273, 614, 380, 185, 48, 
0, 219, 219, -109, -109, 219, 19, 283, 629, 390, 190, 48, 
9, 224, 214, -117, -102, 219, 19, 292, 644, 400, 195, 48, 
19, 234, 214, -126, -97, 224, 14, 297, 663, 409, 200, 58, 
29, 234, 204, -131, -87, 219, 9, 302, 673, 419, 204, 58, 
39, 234, 195, -136, -78, 214, 4, 307, 683, 429, 209, 58, 
48, 234, 185, -141, -68, 209, 0, 312, 692, 439, 214, 58, 
58, 239, 180, -148, -61, 209, -14, 322, 697, 444, 229, 58, 
68, 244, 175, -156, -53, 209, -19, 322, 702, 448, 234, 58, 
78, 248, 170, -163, -46, 209, -24, 322, 707, 453, 239, 58, 
87, 253, 165, -170, -39, 209, -29, 322, 712, 458, 244, 58, 
