I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
156, 175, 19, -165, 68, 97, -126, 19, 302, 780, 1473, 1249, 
73, 117, 43, -95, 14, 80, -82, -14, 195, 575, 1146, 966, 
-9, 58, 68, -24, -39, 63, -39, -48, 87, 370, 819, 683, 
-48, -4, 43, 26, -46, 19, -4, -48, 19, 185, 463, 395, 
-87, -68, 19, 78, -53, -24, 29, -48, -48, 0, 107, 107, 
-97, -107, -9, 102, -43, -58, 48, -34, -53, -58, -9, -4, 
-107, -146, -39, 126, -34, -92, 68, -19, -58, -117, -126, -117, 
-112, -146, -34, 129, -39, -90, 68, -19, -63, -126, -151, -141, 
-117, -146, -29, 131, -43, -87, 68, -19, -68, -136, -175, -165, 
-122, -146, -24, 134, -48, -85, 68, -19, -73, -141, -185, -175, 
-126, -146, -19, 136, -53, -82, 68, -19, -78, -146, -195, -185, 
-126, -146, -19, 136, -53, -82, 68, -19, -78, -151, -204, -190, 
-126, -146, -19, 136, -53, -82, 68, -19, -78, -156, -214, -195, 
-126, -146, -19, 136, -53, -82, 73, -19, -78, -156, -214, -200, 
-126, -146, -19, 136, -53, -82, 78, -19, -78, -156, -214, -204, 
-131, -146, -14, 139, -58, -80, 78, -19, -78, -156, -219, -204, 
-136, -146, -9, 141, -63, -78, 78, -19, -78, -156, -224, -204, 
-136, -141, -4, 139, -65, -73, 73, -19, -78, -156, -224, -209, 
-136, -136, 0, 136, -68, -68, 68, -19, -78, -156, -224, -214, 
-141, -136, 4, 139, -73, -65, 68, -19, -78, -156, -224, -214, 
-146, -136, 9, 141, -78, -63, 68, -19, -78, -156, -224, -214, 
-146, -136, 9, 141, -78, -63, 73, -19, -78, -156, -229, -219, 
-146, -136, 9, 141, -78, -63, 78, -19, -78, -156, -234, -224, 
-151, -136, 14, 143, -82, -61, 78, -19, -78, -156, -234, -224, 
-156, -136, 19, 146, -87, -58, 78, -19, -78, -156, -234, -224, 
-161, -136, 24, 148, -92, -56, 78, -19, -78, -161, -239, -234, 
-165, -136, 29, 151, -97, -53, 78, -19, -78, -165, -244, -244, 
-170, -131, 39, 151, -104, -46, 82, -19, -82, -170, -253, -253, 
-175, -126, 48, 151, -112, -39, 87, -19, -87, -175, -263, -263, 
-180, -126, 53, 153, -117, -36, 92, -19, -87, -180, -268, -268, 
-185, -126, 58, 156, -122, -34, 97, -19, -87, -185, -273, -273, 
-195, -126, 68, 161, -131, -29, 97, -19, -92, -190, -283, -283, 
-204, -126, 78, 165, -141, -24, 97, -19, -97, -195, -292, -292, 
-209, -126, 82, 168, -146, -21, 102, -29, -102, -200, -307, -302, 
-214, -126, 87, 170, -151, -19, 107, -39, -107, -204, -322, -312, 
-224, -131, 92, 178, -158, -19, 117, -39, -112, -219, -336, -326, 
-234, -136, 97, 185, -165, -19, 126, -39, -117, -234, -351, -341, 
-248, -146, 102, 197, -175, -21, 131, -39, -126, -248, -370, -361, 
-263, -156, 107, 209, -185, -24, 136, -39, -136, -263, -390, -380, 
