I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
361, 253, -107, -307, 234, 73, -312, -292, 48, 244, 273, 253, 
346, 229, -117, -287, 231, 56, -297, -278, 43, 229, 248, 239, 
331, 204, -126, -268, 229, 39, -283, -263, 39, 214, 224, 224, 
317, 190, -126, -253, 222, 31, -258, -239, 34, 195, 204, 204, 
302, 175, -126, -239, 214, 24, -234, -214, 29, 175, 185, 185, 
283, 151, -131, -217, 207, 9, -214, -185, 29, 161, 165, 165, 
263, 126, -136, -195, 200, -4, -195, -156, 29, 146, 146, 146, 
244, 112, -131, -178, 187, -9, -175, -131, 29, 126, 122, 126, 
224, 97, -126, -161, 175, -14, -156, -107, 29, 107, 97, 107, 
195, 68, -126, -131, 161, -29, -131, -78, 24, 87, 78, 87, 
165, 39, -126, -102, 146, -43, -107, -48, 19, 68, 58, 68, 
151, 19, -131, -85, 141, -56, -87, -24, 19, 58, 43, 48, 
136, 0, -136, -68, 136, -68, -68, 0, 19, 48, 29, 29, 
117, -19, -136, -48, 126, -78, -39, 24, 14, 34, 14, 9, 
97, -39, -136, -29, 117, -87, -9, 48, 9, 19, 0, -9, 
87, -48, -136, -19, 112, -92, 0, 68, 4, 9, -9, -24, 
78, -58, -136, -9, 107, -97, 9, 87, 0, 0, -19, -39, 
63, -73, -136, 4, 100, -104, 24, 97, 0, -9, -29, -48, 
48, -87, -136, 19, 92, -112, 39, 107, 0, -19, -39, -58, 
39, -97, -136, 29, 87, -117, 48, 107, -4, -24, -43, -68, 
29, -107, -136, 39, 82, -122, 58, 107, -9, -29, -48, -78, 
24, -112, -136, 43, 80, -124, 68, 112, -14, -34, -53, -78, 
19, -117, -136, 48, 78, -126, 78, 117, -19, -39, -58, -78, 
19, -122, -141, 51, 80, -131, 78, 117, -19, -39, -63, -78, 
19, -126, -146, 53, 82, -136, 78, 117, -19, -39, -68, -78, 
14, -126, -141, 56, 78, -134, 78, 122, -24, -39, -68, -78, 
9, -126, -136, 58, 73, -131, 78, 126, -29, -39, -68, -78, 
9, -117, -126, 53, 68, -122, 78, 126, -29, -39, -63, -73, 
9, -107, -117, 48, 63, -112, 78, 126, -29, -39, -58, -68, 
9, -107, -117, 48, 63, -112, 78, 122, -24, -39, -58, -68, 
9, -107, -117, 48, 63, -112, 78, 117, -19, -39, -58, -68, 
4, -112, -117, 53, 61, -114, 73, 117, -19, -39, -58, -68, 
0, -117, -117, 58, 58, -117, 68, 117, -19, -39, -58, -68, 
0, -117, -117, 58, 58, -117, 68, 117, -19, -39, -58, -68, 
0, -117, -117, 58, 58, -117, 68, 117, -19, -39, -58, -68, 
0, -112, -112, 56, 56, -112, 68, 112, -19, -39, -58, -68, 
0, -107, -107, 53, 53, -107, 68, 107, -19, -39, -58, -68, 
0, -107, -107, 53, 53, -107, 63, 107, -19, -39, -58, -73, 
0, -107, -107, 53, 53, -107, 58, 107, -19, -39, -58, -78, 
4, -107, -112, 51, 58, -109, 58, 107, -19, -39, -58, -82, 
9, -107, -117, 48, 63, -112, 58, 107, -19, -39, -58, -87, 
9, -102, -112, 46, 61, -107, 53, 107, -19, -39, -53, -87, 
9, -97, -107, 43, 58, -102, 48, 107, -19, -39, -48, -87, 
9, -97, -107, 43, 58, -102, 43, 97, -14, -39, -48, -87, 
9, -97, -107, 43, 58, -102, 39, 87, -9, -39, -48, -87, 
9, -97, -107, 43, 58, -102, 39, 87, -9, -34, -48, -87, 
9, -97, -107, 43, 58, -102, 39, 87, -9, -29, -48, -87, 
14, -92, -107, 39, 61, -100, 39, 87, -9, -24, -48, -87, 
19, -87, -107, 34, 63, -97, 39, 87, -9, -19, -48, -87, 
19, -78, -97, 29, 58, -87, 39, 87, -4, -19, -43, -82, 
19, -68, -87, 24, 53, -78, 39, 87, 0, -19, -39, -78, 
24, -58, -82, 17, 53, -70, 39, 87, 4, -9, -34, -73, 
29, -48, -78, 9, 53, -63, 39, 87, 9, 0, -29, -68, 
29, -43, -73, 7, 51, -58, 53, 97, 14, 0, -24, -63, 
29, -39, -68, 4, 48, -53, 68, 107, 19, 0, -19, -58, 
29, -34, -63, 2, 46, -48, 68, 112, 24, 0, -19, -48, 
29, -29, -58, 0, 43, -43, 68, 117, 29, 0, -19, -39, 
34, -19, -53, -7, 43, -36, 63, 117, 34, 9, -14, -29, 
43, -4, -48, -19, 46, -26, 53, 112, 34, 14, -4, -19, 
53, 9, -43, -31, 48, -17, 48, 112, 39, 24, 0, -14, 
53, 14, -39, -34, 46, -12, 24, 82, 39, 24, 4, -9, 
53, 19, -34, -36, 43, -7, 14, 48, 39, 29, 9, -9, 
53, 9, -43, -31, 48, -17, 0, 39, 29, 24, 9, -9, 
58, 4, -53, -31, 56, -24, -14, 39, 19, 19, 14, -9, 
63, 0, -63, -31, 63, -31, -24, 39, 14, 14, 9, -9, 
63, 0, -63, -31, 63, -31, -34, 39, 4, 4, 4, -9, 
63, -24, -87, -19, 75, -56, -34, 34, -14, -9, -4, -14, 
63, -48, -112, -7, 87, -80, -29, 24, -43, -24, -19, -29, 
63, -63, -126, 0, 95, -95, -24, 14, -53, -34, -34, -39, 
53, -82, -136, 14, 95, -109, -19, 14, -63, -48, -39, -48, 
48, -87, -136, 19, 92, -112, -19, 14, -63, -48, -39, -53, 
53, -87, -141, 17, 97, -114, -24, 4, -63, -43, -48, -53, 
48, -92, -141, 21, 95, -117, -14, 19, -63, -43, -53, -58, 
39, -92, -131, 26, 85, -112, -9, 24, -48, -39, -48, -53, 
29, -92, -122, 31, 75, -107, 0, 34, -43, -39, -48, -53, 
14, -97, -112, 41, 63, -104, 9, 39, -43, -39, -48, -63, 
-4, -107, -102, 56, 48, -104, 19, 39, -43, -48, -58, -63, 
-9, -112, -102, 61, 46, -107, 19, 39, -43, -48, -63, -73, 
-14, -122, -107, 68, 46, -114, 29, 39, -48, -48, -68, -78, 
-24, -122, -97, 73, 36, -109, 29, 34, -48, -53, -68, -78, 
-24, -122, -97, 73, 36, -109, 29, 34, -48, -53, -63, -78, 
-14, -117, -102, 65, 43, -109, 34, 34, -48, -53, -63, -78, 
-4, -117, -112, 61, 53, -114, 34, 34, -48, -53, -63, -82, 
-4, -122, -117, 63, 56, -119, 34, 34, -48, -53, -68, -82, 
-4, -122, -117, 63, 56, -119, 34, 34, -48, -53, -68, -82, 
-4, -122, -117, 63, 56, -119, 34, 34, -48, -53, -68, -82, 
-4, -122, -117, 63, 56, -119, 34, 34, -48, -53, -63, -82, 
-9, -131, -122, 70, 56, -126, 29, 34, -48, -53, -63, -82, 
-9, -136, -126, 73, 58, -131, 24, 34, -48, -48, -63, -82, 
