I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
1063, 1346, 283, -1205, 390, 814, -1151, -234, -107, 546, 771, 800, 
1063, 1346, 283, -1205, 390, 814, -1151, -234, -107, 546, 771, 800, 
1063, 1346, 283, -1205, 390, 814, -1151, -234, -107, 546, 771, 800, 
1063, 1346, 283, -1205, 390, 814, -1151, -234, -107, 546, 771, 800, 
1180, 1551, 370, -1366, 405, 961, -1307, -302, -126, 619, 883, 927, 
1298, 1756, 458, -1527, 419, 1107, -1464, -370, -146, 692, 995, 1054, 
1415, 1961, 546, -1688, 434, 1254, -1620, -439, -165, 766, 1107, 1180, 
1532, 2166, 634, -1849, 448, 1400, -1776, -507, -185, 839, 1220, 1307, 
1488, 2239, 751, -1864, 368, 1495, -1854, -649, -234, 829, 1254, 1366, 
1444, 2303, 858, -1873, 292, 1581, -1932, -780, -283, 819, 1278, 1424, 
1400, 2366, 966, -1883, 217, 1666, -2010, -912, -331, 810, 1302, 1483, 
1356, 2430, 1073, -1893, 141, 1751, -2088, -1044, -380, 800, 1327, 1542, 
1161, 2288, 1127, -1725, 17, 1708, -2020, -1156, -478, 649, 1200, 1468, 
976, 2147, 1171, -1561, -97, 1659, -1961, -1259, -575, 497, 1073, 1395, 
790, 2005, 1215, -1398, -212, 1610, -1903, -1361, -673, 346, 946, 1322, 
605, 1864, 1259, -1234, -326, 1561, -1844, -1464, -771, 195, 819, 1249, 
478, 1625, 1146, -1051, -334, 1385, -1659, -1371, -814, 53, 653, 1098, 
361, 1395, 1034, -878, -336, 1215, -1483, -1278, -858, -78, 497, 946, 
244, 1166, 922, -705, -339, 1044, -1307, -1185, -902, -209, 341, 795, 
126, 936, 810, -531, -341, 873, -1132, -1093, -946, -341, 185, 644, 
78, 736, 658, -407, -290, 697, -946, -922, -834, -331, 102, 512, 
29, 546, 517, -287, -244, 531, -761, -761, -732, -331, 29, 380, 
-19, 356, 375, -168, -197, 366, -575, -600, -629, -331, -43, 248, 
-68, 165, 234, -48, -151, 200, -390, -439, -527, -331, -117, 117, 
-78, 107, 185, -14, -131, 146, -307, -361, -448, -297, -122, 68, 
-87, 48, 136, 19, -112, 92, -224, -292, -370, -263, -126, 29, 
-97, -9, 87, 53, -92, 39, -141, -224, -292, -229, -131, -9, 
-107, -68, 39, 87, -73, -14, -58, -156, -214, -195, -136, -48, 
-117, -97, 19, 107, -68, -39, -14, -122, -180, -170, -136, -63, 
-117, -126, -9, 122, -53, -68, 19, -87, -146, -156, -136, -78, 
-117, -156, -39, 136, -39, -97, 53, -53, -112, -141, -136, -92, 
-117, -185, -68, 151, -24, -126, 87, -19, -78, -126, -136, -107, 
-117, -200, -82, 158, -17, -141, 107, -9, -73, -117, -136, -117, 
-117, -204, -87, 161, -14, -146, 117, 0, -68, -117, -136, -117, 
-117, -209, -92, 163, -12, -151, 126, 9, -63, -117, -136, -117, 
-117, -214, -97, 165, -9, -156, 136, 19, -58, -117, -136, -117, 
-126, -229, -102, 178, -12, -165, 146, 29, -48, -117, -146, -131, 
-126, -244, -117, 185, -4, -180, 156, 39, -48, -117, -146, -136, 
-126, -258, -131, 192, 2, -195, 165, 48, -48, -117, -146, -141, 
-126, -273, -146, 200, 9, -209, 175, 58, -48, -117, -146, -146, 
-122, -263, -141, 192, 9, -202, 175, 58, -39, -107, -141, -131, 
-117, -253, -136, 185, 9, -195, 175, 58, -39, -107, -136, -126, 
-112, -244, -131, 178, 9, -187, 175, 58, -39, -107, -131, -122, 
-107, -234, -126, 170, 9, -180, 175, 58, -39, -107, -126, -117, 
-107, -248, -141, 178, 17, -195, 185, 73, -34, -107, -131, -126, 
-107, -253, -146, 180, 19, -200, 185, 78, -29, -107, -136, -136, 
-107, -258, -151, 183, 21, -204, 185, 82, -24, -107, -141, -146, 
-107, -263, -156, 185, 24, -209, 185, 87, -19, -107, -146, -156, 
-102, -258, -156, 180, 26, -207, 175, 87, -19, -97, -136, -151, 
-97, -253, -156, 175, 29, -204, 175, 87, -19, -97, -136, -146, 
-92, -248, -156, 170, 31, -202, 175, 87, -19, -97, -136, -141, 
-87, -244, -156, 165, 34, -200, 175, 87, -19, -97, -136, -136, 
-87, -258, -170, 173, 41, -214, 185, 102, -9, -107, -146, -151, 
-87, -263, -175, 175, 43, -219, 185, 107, -9, -107, -146, -156, 
-87, -268, -180, 178, 46, -224, 185, 112, -9, -107, -146, -161, 
-87, -273, -185, 180, 48, -229, 185, 117, -9, -107, -146, -165, 
-97, -263, -165, 180, 34, -214, 185, 112, 0, -97, -136, -161, 
-97, -263, -165, 180, 34, -214, 185, 107, 0, -97, -136, -156, 
