I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-126, -29, 97, 78, -112, 34, 126, -185, -156, -214, -263, -204, 
-126, -29, 97, 78, -112, 34, 126, -185, -156, -214, -263, -204, 
-126, -29, 97, 78, -112, 34, 126, -185, -156, -214, -263, -204, 
-126, -29, 97, 78, -112, 34, 126, -185, -156, -214, -263, -204, 
-122, -34, 87, 78, -104, 26, 136, -141, -107, -175, -224, -175, 
-117, -39, 78, 78, -97, 19, 136, -97, -68, -136, -185, -156, 
-112, -43, 68, 78, -90, 12, 136, -53, -29, -97, -146, -136, 
-107, -48, 58, 78, -82, 4, 136, -9, 9, -58, -107, -117, 
-92, -48, 43, 70, -68, -2, 126, 0, 14, -48, -92, -112, 
-87, -48, 39, 68, -63, -4, 117, 9, 19, -39, -87, -107, 
-82, -48, 34, 65, -58, -7, 107, 19, 24, -29, -82, -102, 
-78, -48, 29, 63, -53, -9, 97, 29, 29, -19, -78, -97, 
-68, -63, 4, 65, -36, -29, 107, 39, 43, -4, -63, -82, 
-68, -68, 0, 68, -34, -34, 107, 48, 48, 0, -58, -78, 
-68, -73, -4, 70, -31, -39, 107, 58, 53, 4, -53, -73, 
-68, -78, -9, 73, -29, -43, 107, 68, 58, 9, -48, -68, 
-58, -68, -9, 63, -24, -39, 102, 78, 58, 9, -39, -68, 
-58, -58, 0, 58, -29, -29, 97, 78, 58, 9, -39, -68, 
-58, -48, 9, 53, -34, -19, 92, 78, 58, 9, -39, -68, 
-58, -39, 19, 48, -39, -9, 87, 78, 58, 9, -39, -68, 
-58, -43, 14, 51, -36, -14, 97, 82, 63, 14, -29, -58, 
-58, -48, 9, 53, -34, -19, 97, 87, 68, 19, -29, -58, 
-58, -53, 4, 56, -31, -24, 97, 92, 73, 24, -29, -58, 
-58, -58, 0, 58, -29, -29, 97, 97, 78, 29, -29, -58, 
-58, -48, 9, 53, -34, -19, 92, 97, 87, 39, -29, -68, 
-58, -48, 9, 53, -34, -19, 87, 97, 87, 39, -29, -68, 
-58, -48, 9, 53, -34, -19, 82, 97, 87, 39, -29, -68, 
-58, -48, 9, 53, -34, -19, 78, 97, 87, 39, -29, -68, 
-58, -53, 4, 56, -31, -24, 82, 112, 97, 43, -24, -63, 
-58, -58, 0, 58, -29, -29, 87, 117, 97, 48, -19, -58, 
-58, -63, -4, 61, -26, -34, 92, 122, 97, 53, -14, -53, 
-58, -68, -9, 63, -24, -39, 97, 126, 97, 58, -9, -48, 
-58, -53, 4, 56, -31, -24, 87, 136, 107, 58, -9, -48, 
-58, -48, 9, 53, -34, -19, 87, 136, 107, 58, -9, -48, 
-58, -43, 14, 51, -36, -14, 87, 136, 107, 58, -9, -48, 
-58, -39, 19, 48, -39, -9, 87, 136, 107, 58, -9, -48, 
-58, -53, 4, 56, -31, -24, 97, 151, 112, 63, 4, -39, 
-58, -58, 0, 58, -29, -29, 97, 156, 117, 68, 9, -39, 
-58, -63, -4, 61, -26, -34, 97, 161, 122, 73, 14, -39, 
-58, -68, -9, 63, -24, -39, 97, 165, 126, 78, 19, -39, 
-58, -63, -4, 61, -26, -34, 97, 175, 136, 87, 29, -39, 
-58, -58, 0, 58, -29, -29, 97, 175, 136, 87, 29, -39, 
-58, -53, 4, 56, -31, -24, 97, 175, 136, 87, 29, -39, 
-58, -48, 9, 53, -34, -19, 97, 175, 136, 87, 29, -39, 
-58, -58, 0, 58, -29, -29, 107, 180, 141, 92, 39, -29, 
-58, -58, 0, 58, -29, -29, 107, 185, 146, 97, 39, -29, 
-58, -58, 0, 58, -29, -29, 107, 190, 151, 102, 39, -29, 
-58, -58, 0, 58, -29, -29, 107, 195, 156, 107, 39, -29, 
-48, -53, -4, 51, -21, -29, 97, 200, 165, 112, 43, -19, 
-48, -48, 0, 48, -24, -24, 97, 204, 165, 117, 48, -19, 
-48, -43, 4, 46, -26, -19, 97, 209, 165, 122, 53, -19, 
-48, -39, 9, 43, -29, -14, 97, 214, 165, 126, 58, -19, 
-58, -48, 9, 53, -34, -19, 107, 219, 170, 131, 63, -9, 
-58, -48, 9, 53, -34, -19, 107, 224, 175, 136, 68, -9, 
-58, -48, 9, 53, -34, -19, 107, 229, 180, 141, 73, -9, 
-58, -48, 9, 53, -34, -19, 107, 234, 185, 146, 78, -9, 
-48, -43, 4, 46, -26, -19, 107, 248, 190, 151, 87, 0, 
-48, -39, 9, 43, -29, -14, 107, 253, 195, 156, 87, 0, 
-48, -34, 14, 41, -31, -9, 107, 258, 200, 161, 87, 0, 
-48, -29, 19, 39, -34, -4, 107, 263, 204, 165, 87, 0, 
-48, -39, 9, 43, -29, -14, 117, 278, 209, 170, 102, 4, 
-48, -39, 9, 43, -29, -14, 117, 283, 214, 175, 107, 9, 
-48, -39, 9, 43, -29, -14, 117, 287, 219, 180, 112, 14, 
-48, -39, 9, 43, -29, -14, 117, 292, 224, 185, 117, 19, 
-48, -34, 14, 41, -31, -9, 117, 307, 229, 190, 126, 9, 
-48, -29, 19, 39, -34, -4, 117, 312, 234, 195, 126, 9, 
-48, -24, 24, 36, -36, 0, 117, 317, 239, 200, 126, 9, 
-48, -19, 29, 34, -39, 4, 117, 322, 244, 204, 126, 9, 
-39, -29, 9, 34, -24, -9, 126, 331, 253, 214, 131, 14, 
-39, -29, 9, 34, -24, -9, 126, 341, 263, 224, 136, 19, 
-39, -29, 9, 34, -24, -9, 126, 351, 273, 234, 141, 24, 
-39, -29, 9, 34, -24, -9, 126, 361, 283, 244, 146, 29, 
-39, -19, 19, 29, -29, 0, 126, 375, 292, 253, 151, 39, 
-39, -9, 29, 24, -34, 9, 126, 380, 292, 253, 156, 39, 
-39, 0, 39, 19, -39, 19, 126, 385, 292, 253, 161, 39, 
-39, 9, 48, 14, -43, 29, 126, 390, 292, 253, 165, 39, 
-39, 0, 39, 19, -39, 19, 126, 409, 302, 263, 180, 43, 
-39, 0, 39, 19, -39, 19, 126, 419, 312, 273, 185, 48, 
-39, 0, 39, 19, -39, 19, 126, 429, 322, 283, 190, 53, 
-39, 0, 39, 19, -39, 19, 126, 439, 331, 292, 195, 58, 
-29, 9, 39, 9, -34, 24, 131, 458, 341, 307, 209, 68, 
-29, 9, 39, 9, -34, 24, 136, 468, 351, 312, 214, 68, 
-29, 9, 39, 9, -34, 24, 141, 478, 361, 317, 219, 68, 
-29, 9, 39, 9, -34, 24, 146, 488, 370, 322, 224, 68, 
-29, 14, 43, 7, -36, 29, 156, 497, 385, 331, 239, 78, 
-29, 19, 48, 4, -39, 34, 156, 507, 390, 341, 244, 78, 
-29, 24, 53, 2, -41, 39, 156, 517, 395, 351, 248, 78, 
-29, 29, 58, 0, -43, 43, 156, 527, 400, 361, 253, 78, 
-19, 39, 58, -9, -39, 48, 165, 541, 419, 370, 268, 82, 
-19, 39, 58, -9, -39, 48, 165, 556, 429, 380, 273, 87, 
-19, 39, 58, -9, -39, 48, 165, 570, 439, 390, 278, 92, 
-19, 39, 58, -9, -39, 48, 165, 585, 448, 400, 283, 97, 
-19, 43, 63, -12, -41, 53, 165, 600, 453, 405, 287, 97, 
-19, 48, 68, -14, -43, 58, 165, 605, 458, 409, 292, 97, 
-19, 53, 73, -17, -46, 63, 165, 610, 463, 414, 297, 97, 
-19, 58, 78, -19, -48, 68, 165, 614, 468, 419, 302, 97, 
-29, 48, 78, -9, -53, 63, 180, 629, 488, 439, 317, 112, 
-29, 48, 78, -9, -53, 63, 185, 644, 497, 448, 322, 117, 
-29, 48, 78, -9, -53, 63, 190, 658, 507, 458, 326, 122, 
-29, 48, 78, -9, -53, 63, 195, 673, 517, 468, 331, 126, 
-29, 53, 82, -12, -56, 68, 185, 688, 531, 483, 336, 126, 
-29, 58, 87, -14, -58, 73, 185, 692, 536, 488, 341, 126, 
-29, 63, 92, -17, -61, 78, 185, 697, 541, 492, 346, 126, 
-29, 68, 97, -19, -63, 82, 185, 702, 546, 497, 351, 126, 
-29, 68, 97, -19, -63, 82, 190, 712, 556, 512, 366, 136, 
-29, 68, 97, -19, -63, 82, 195, 722, 566, 517, 370, 136, 
-29, 68, 97, -19, -63, 82, 200, 732, 575, 522, 375, 136, 
-29, 68, 97, -19, -63, 82, 204, 741, 585, 527, 380, 136, 
-19, 82, 102, -31, -61, 92, 195, 746, 590, 536, 390, 136, 
-19, 87, 107, -34, -63, 97, 195, 751, 595, 536, 390, 136, 
-19, 92, 112, -36, -65, 102, 195, 756, 600, 536, 390, 136, 
-19, 97, 117, -39, -68, 107, 195, 761, 605, 536, 390, 136, 
-29, 87, 117, -29, -73, 102, 200, 766, 610, 551, 400, 141, 
-29, 87, 117, -29, -73, 102, 204, 771, 614, 556, 400, 146, 
-29, 87, 117, -29, -73, 102, 209, 775, 619, 561, 400, 151, 
-29, 87, 117, -29, -73, 102, 214, 780, 624, 566, 400, 156, 
-29, 102, 131, -36, -80, 117, 209, 775, 614, 556, 400, 146, 
-29, 107, 136, -39, -82, 122, 204, 771, 614, 556, 400, 146, 
-29, 112, 141, -41, -85, 126, 200, 766, 614, 556, 400, 146, 
-29, 117, 146, -43, -87, 131, 195, 761, 614, 556, 400, 146, 
-29, 112, 141, -41, -85, 126, 204, 756, 614, 556, 409, 156, 
-29, 107, 136, -39, -82, 122, 204, 751, 614, 556, 409, 156, 
-29, 102, 131, -36, -80, 117, 204, 746, 614, 556, 409, 156, 
-29, 97, 126, -34, -78, 112, 204, 741, 614, 556, 409, 156, 
-29, 107, 136, -39, -82, 122, 195, 722, 605, 536, 390, 151, 
-29, 117, 146, -43, -87, 131, 185, 702, 595, 527, 380, 146, 
-29, 126, 156, -48, -92, 141, 175, 683, 585, 517, 370, 141, 
-29, 136, 165, -53, -97, 151, 165, 663, 575, 507, 361, 136, 
-39, 126, 165, -43, -102, 146, 165, 644, 561, 497, 356, 146, 
-39, 117, 156, -39, -97, 136, 165, 624, 546, 488, 351, 146, 
-39, 107, 146, -34, -92, 126, 165, 605, 531, 478, 346, 146, 
-39, 97, 136, -29, -87, 117, 165, 585, 517, 468, 341, 146, 
-29, 112, 141, -41, -85, 126, 151, 556, 488, 448, 322, 131, 
-29, 117, 146, -43, -87, 131, 136, 527, 468, 429, 312, 126, 
-29, 122, 151, -46, -90, 136, 122, 497, 448, 409, 302, 122, 
-29, 126, 156, -48, -92, 141, 107, 468, 429, 390, 292, 117, 
-19, 112, 131, -46, -75, 122, 102, 434, 409, 366, 273, 117, 
-19, 107, 126, -43, -73, 117, 97, 409, 390, 351, 263, 117, 
-19, 102, 122, -41, -70, 112, 92, 385, 370, 336, 253, 117, 
-19, 97, 117, -39, -68, 107, 87, 361, 351, 322, 244, 117, 
-19, 97, 117, -39, -68, 107, 78, 326, 322, 292, 219, 107, 
-19, 97, 117, -39, -68, 107, 68, 302, 302, 273, 204, 97, 
-19, 97, 117, -39, -68, 107, 58, 278, 283, 253, 190, 87, 
-19, 97, 117, -39, -68, 107, 48, 253, 263, 234, 175, 78, 
-9, 87, 97, -39, -53, 92, 43, 229, 244, 209, 165, 68, 
-9, 78, 87, -34, -48, 82, 39, 204, 224, 195, 156, 68, 
-9, 68, 78, -29, -43, 73, 34, 180, 204, 180, 146, 68, 
-9, 58, 68, -24, -39, 63, 29, 156, 185, 165, 136, 68, 
-9, 68, 78, -29, -43, 73, 19, 136, 165, 141, 117, 63, 
-9, 68, 78, -29, -43, 73, 9, 117, 146, 126, 107, 58, 
-9, 68, 78, -29, -43, 73, 0, 97, 126, 112, 97, 53, 
-9, 68, 78, -29, -43, 73, -9, 78, 107, 97, 87, 48, 
0, 58, 58, -29, -29, 58, -9, 58, 97, 87, 73, 39, 
0, 48, 48, -24, -24, 48, -9, 48, 87, 78, 68, 39, 
0, 39, 39, -19, -19, 39, -9, 39, 78, 68, 63, 39, 
0, 29, 29, -14, -14, 29, -9, 29, 68, 58, 58, 39, 
0, 24, 24, -12, -12, 24, -19, 19, 48, 39, 48, 34, 
0, 19, 19, -9, -9, 19, -19, 9, 39, 29, 39, 29, 
0, 14, 14, -7, -7, 14, -19, 0, 29, 19, 29, 24, 
0, 9, 9, -4, -4, 9, -19, -9, 19, 9, 19, 19, 
0, 0, 0, 0, 0, 0, -29, -24, 4, -4, 4, 14, 
0, 0, 0, 0, 0, 0, -29, -29, 0, -9, 0, 9, 
0, 0, 0, 0, 0, 0, -29, -34, -4, -14, -4, 4, 
0, 0, 0, 0, 0, 0, -29, -39, -9, -19, -9, 0, 
-9, -9, 0, 9, -4, -4, -29, -48, -14, -24, -19, 0, 
-9, -9, 0, 9, -4, -4, -29, -48, -19, -29, -19, 0, 
-9, -9, 0, 9, -4, -4, -29, -48, -24, -34, -19, 0, 
-9, -9, 0, 9, -4, -4, -29, -48, -29, -39, -19, 0, 
-9, -14, -4, 12, -2, -9, -29, -58, -29, -39, -19, 9, 
-9, -19, -9, 14, 0, -14, -29, -58, -29, -39, -19, 9, 
-9, -24, -14, 17, 2, -19, -29, -58, -29, -39, -19, 9, 
-9, -29, -19, 19, 4, -24, -29, -58, -29, -39, -19, 9, 
-9, -29, -19, 19, 4, -24, -29, -68, -39, -48, -29, 4, 
-9, -29, -19, 19, 4, -24, -29, -68, -39, -48, -29, 0, 
-9, -29, -19, 19, 4, -24, -29, -68, -39, -48, -29, -4, 
-9, -29, -19, 19, 4, -24, -29, -68, -39, -48, -29, -9, 
-9, -19, -9, 14, 0, -14, -39, -78, -48, -58, -34, -19, 
-9, -19, -9, 14, 0, -14, -39, -78, -48, -58, -39, -19, 
-9, -19, -9, 14, 0, -14, -39, -78, -48, -58, -43, -19, 
-9, -19, -9, 14, 0, -14, -39, -78, -48, -58, -48, -19, 
-9, -24, -14, 17, 2, -19, -29, -68, -39, -48, -43, -14, 
-9, -29, -19, 19, 4, -24, -29, -68, -39, -48, -39, -9, 
-9, -34, -24, 21, 7, -29, -29, -68, -39, -48, -34, -4, 
-9, -39, -29, 24, 9, -34, -29, -68, -39, -48, -29, 0, 
-9, -29, -19, 19, 4, -24, -29, -78, -39, -48, -34, -4, 
-9, -29, -19, 19, 4, -24, -29, -78, -39, -48, -39, -9, 
-9, -29, -19, 19, 4, -24, -29, -78, -39, -48, -43, -14, 
-9, -29, -19, 19, 4, -24, -29, -78, -39, -48, -48, -19, 
-9, -29, -19, 19, 4, -24, -19, -78, -39, -58, -48, -19, 
-9, -29, -19, 19, 4, -24, -19, -78, -39, -58, -48, -19, 
-9, -29, -19, 19, 4, -24, -19, -78, -39, -58, -48, -19, 
-9, -29, -19, 19, 4, -24, -19, -78, -39, -58, -48, -19, 
-19, -29, -9, 24, -4, -19, -29, -68, -39, -48, -48, -29, 
-19, -29, -9, 24, -4, -19, -29, -68, -39, -48, -48, -29, 
-19, -29, -9, 24, -4, -19, -29, -68, -39, -48, -48, -29, 
-19, -29, -9, 24, -4, -19, -29, -68, -39, -48, -48, -29, 
-29, -34, -4, 31, -12, -19, -24, -58, -29, -39, -48, -19, 
-29, -39, -9, 34, -9, -24, -19, -58, -29, -39, -48, -19, 
-29, -43, -14, 36, -7, -29, -14, -58, -29, -39, -48, -19, 
-29, -48, -19, 39, -4, -34, -9, -58, -29, -39, -48, -19, 
-29, -39, -9, 34, -9, -24, -19, -63, -29, -48, -48, -19, 
-29, -39, -9, 34, -9, -24, -19, -68, -29, -48, -48, -19, 
-29, -39, -9, 34, -9, -24, -19, -73, -29, -48, -48, -19, 
-29, -39, -9, 34, -9, -24, -19, -78, -29, -48, -48, -19, 
-29, -48, -19, 39, -4, -34, -14, -68, -19, -43, -39, -19, 
-29, -48, -19, 39, -4, -34, -9, -68, -19, -39, -39, -19, 
-29, -48, -19, 39, -4, -34, -4, -68, -19, -34, -39, -19, 
-29, -48, -19, 39, -4, -34, 0, -68, -19, -29, -39, -19, 
-39, -43, -4, 41, -17, -24, -9, -68, -19, -39, -48, -29, 
-39, -39, 0, 39, -19, -19, -9, -68, -19, -39, -48, -29, 
-39, -34, 4, 36, -21, -14, -9, -68, -19, -39, -48, -29, 
-39, -29, 9, 34, -24, -9, -9, -68, -19, -39, -48, -29, 
-48, -43, 4, 46, -26, -19, -4, -58, -9, -39, -39, -19, 
-48, -48, 0, 48, -24, -24, 0, -58, -9, -39, -39, -19, 
-48, -53, -4, 51, -21, -29, 4, -58, -9, -39, -39, -19, 
-48, -58, -9, 53, -19, -34, 9, -58, -9, -39, -39, -19, 
-48, -48, 0, 48, -24, -24, 0, -63, -19, -48, -48, -29, 
-48, -48, 0, 48, -24, -24, 0, -68, -19, -48, -48, -29, 
-48, -48, 0, 48, -24, -24, 0, -73, -19, -48, -48, -29, 
-48, -48, 0, 48, -24, -24, 0, -78, -19, -48, -48, -29, 
-48, -63, -14, 56, -17, -39, 4, -68, -9, -43, -39, -19, 
-48, -68, -19, 58, -14, -43, 9, -68, -9, -39, -39, -19, 
-48, -73, -24, 61, -12, -48, 14, -68, -9, -34, -39, -19, 
-48, -78, -29, 63, -9, -53, 19, -68, -9, -29, -39, -19, 
-48, -73, -24, 61, -12, -48, 14, -78, -14, -34, -43, -24, 
-48, -68, -19, 58, -14, -43, 9, -78, -19, -39, -48, -29, 
-48, -63, -14, 56, -17, -39, 4, -78, -24, -43, -53, -34, 
-48, -58, -9, 53, -19, -34, 0, -78, -29, -48, -58, -39, 
-48, -73, -24, 61, -12, -48, 4, -78, -19, -39, -48, -29, 
-48, -78, -29, 63, -9, -53, 9, -78, -19, -39, -48, -29, 
-48, -82, -34, 65, -7, -58, 14, -78, -19, -39, -48, -29, 
-48, -87, -39, 68, -4, -63, 19, -78, -19, -39, -48, -29, 
-58, -82, -24, 70, -17, -53, 9, -87, -29, -48, -58, -34, 
-58, -78, -19, 68, -19, -48, 9, -87, -29, -48, -58, -39, 
-58, -73, -14, 65, -21, -43, 9, -87, -29, -48, -58, -43, 
-58, -68, -9, 63, -24, -39, 9, -87, -29, -48, -58, -48, 
-48, -68, -19, 58, -14, -43, 9, -97, -39, -58, -58, -48, 
-48, -68, -19, 58, -14, -43, 9, -97, -39, -58, -58, -48, 
-48, -68, -19, 58, -14, -43, 9, -97, -39, -58, -58, -48, 
-48, -68, -19, 58, -14, -43, 9, -97, -39, -58, -58, -48, 
-58, -68, -9, 63, -24, -39, 0, -97, -48, -68, -58, -48, 
-58, -68, -9, 63, -24, -39, 0, -97, -48, -68, -58, -48, 
-58, -68, -9, 63, -24, -39, 0, -97, -48, -68, -58, -48, 
-58, -68, -9, 63, -24, -39, 0, -97, -48, -68, -58, -48, 
-58, -78, -19, 68, -19, -48, 9, -97, -39, -58, -58, -43, 
-58, -87, -29, 73, -14, -58, 9, -97, -39, -58, -58, -39, 
-58, -97, -39, 78, -9, -68, 9, -97, -39, -58, -58, -34, 
-58, -107, -48, 82, -4, -78, 9, -97, -39, -58, -58, -29, 
-48, -102, -53, 75, 2, -78, 0, -97, -48, -63, -63, -34, 
-48, -97, -48, 73, 0, -73, 0, -97, -48, -68, -68, -39, 
-48, -92, -43, 70, -2, -68, 0, -97, -48, -73, -73, -43, 
-48, -87, -39, 68, -4, -63, 0, -97, -48, -78, -78, -48, 
-58, -102, -43, 80, -7, -73, 9, -107, -48, -78, -78, -39, 
-58, -107, -48, 82, -4, -78, 9, -107, -48, -78, -78, -39, 
-58, -112, -53, 85, -2, -82, 9, -107, -48, -78, -78, -39, 
-58, -117, -58, 87, 0, -87, 9, -107, -48, -78, -78, -39, 
-58, -112, -53, 85, -2, -82, 0, -107, -58, -87, -78, -48, 
-58, -107, -48, 82, -4, -78, 0, -107, -58, -87, -78, -48, 
-58, -102, -43, 80, -7, -73, 0, -107, -58, -87, -78, -48, 
-58, -97, -39, 78, -9, -68, 0, -107, -58, -87, -78, -48, 
-58, -107, -48, 82, -4, -78, 0, -107, -68, -97, -78, -48, 
-58, -107, -48, 82, -4, -78, 0, -107, -68, -97, -78, -48, 
-58, -107, -48, 82, -4, -78, 0, -107, -68, -97, -78, -48, 
-58, -107, -48, 82, -4, -78, 0, -107, -68, -97, -78, -48, 
-48, -107, -58, 78, 4, -82, 0, -117, -68, -97, -87, -48, 
-48, -107, -58, 78, 4, -82, 0, -117, -68, -97, -87, -48, 
-48, -107, -58, 78, 4, -82, 0, -117, -68, -97, -87, -48, 
-48, -107, -58, 78, 4, -82, 0, -117, -68, -97, -87, -48, 
-48, -117, -68, 82, 9, -92, 0, -117, -68, -97, -78, -39, 
-48, -117, -68, 82, 9, -92, 0, -117, -68, -97, -78, -39, 
-48, -117, -68, 82, 9, -92, 0, -117, -68, -97, -78, -39, 
-48, -117, -68, 82, 9, -92, 0, -117, -68, -97, -78, -39, 
-48, -117, -68, 82, 9, -92, 0, -107, -68, -97, -87, -48, 
-48, -117, -68, 82, 9, -92, 0, -107, -68, -97, -87, -48, 
-48, -117, -68, 82, 9, -92, 0, -107, -68, -97, -87, -48, 
-48, -117, -68, 82, 9, -92, 0, -107, -68, -97, -87, -48, 
-48, -126, -78, 87, 14, -102, 0, -112, -78, -107, -87, -48, 
-48, -126, -78, 87, 14, -102, 0, -117, -78, -107, -87, -48, 
-48, -126, -78, 87, 14, -102, 0, -122, -78, -107, -87, -48, 
-48, -126, -78, 87, 14, -102, 0, -126, -78, -107, -87, -48, 
-58, -117, -58, 87, 0, -87, 9, -126, -68, -107, -97, -48, 
-58, -117, -58, 87, 0, -87, 9, -126, -68, -107, -97, -48, 
-58, -117, -58, 87, 0, -87, 9, -126, -68, -107, -97, -48, 
-58, -117, -58, 87, 0, -87, 9, -126, -68, -107, -97, -48, 
-48, -107, -58, 78, 4, -82, 0, -126, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -126, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -126, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -126, -78, -117, -97, -58, 
-58, -112, -53, 85, -2, -82, 9, -117, -78, -107, -97, -48, 
-58, -117, -58, 87, 0, -87, 9, -117, -78, -107, -97, -48, 
-58, -122, -63, 90, 2, -92, 9, -117, -78, -107, -97, -48, 
-58, -126, -68, 92, 4, -97, 9, -117, -78, -107, -97, -48, 
-48, -122, -73, 85, 12, -97, 4, -126, -87, -117, -97, -53, 
-48, -117, -68, 82, 9, -92, 0, -126, -87, -117, -97, -58, 
-48, -112, -63, 80, 7, -87, -4, -126, -87, -117, -97, -63, 
-48, -107, -58, 78, 4, -82, -9, -126, -87, -117, -97, -68, 
-48, -107, -58, 78, 4, -82, 0, -136, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -136, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -136, -78, -117, -97, -58, 
-48, -107, -58, 78, 4, -82, 0, -136, -78, -117, -97, -58, 
-48, -97, -48, 73, 0, -73, -9, -136, -87, -126, -97, -58, 
-48, -97, -48, 73, 0, -73, -9, -136, -87, -126, -97, -58, 
-48, -97, -48, 73, 0, -73, -9, -136, -87, -126, -97, -58, 
-48, -97, -48, 73, 0, -73, -9, -136, -87, -126, -97, -58, 
-48, -112, -63, 80, 7, -87, 0, -136, -87, -126, -97, -58, 
-48, -117, -68, 82, 9, -92, 0, -136, -87, -126, -97, -58, 
-48, -122, -73, 85, 12, -97, 0, -136, -87, -126, -97, -58, 
-48, -126, -78, 87, 14, -102, 0, -136, -87, -126, -97, -58, 
-48, -122, -73, 85, 12, -97, -9, -126, -87, -126, -97, -58, 
-48, -117, -68, 82, 9, -92, -9, -126, -87, -126, -97, -58, 
-48, -112, -63, 80, 7, -87, -9, -126, -87, -126, -97, -58, 
-48, -107, -58, 78, 4, -82, -9, -126, -87, -126, -97, -58, 
-58, -117, -58, 87, 0, -87, 0, -136, -87, -117, -97, -48, 
-58, -117, -58, 87, 0, -87, 0, -136, -87, -117, -97, -48, 
-58, -117, -58, 87, 0, -87, 0, -136, -87, -117, -97, -48, 
-58, -117, -58, 87, 0, -87, 0, -136, -87, -117, -97, -48, 
-48, -102, -53, 75, 2, -78, -4, -146, -97, -122, -107, -53, 
-48, -97, -48, 73, 0, -73, -9, -146, -97, -126, -107, -58, 
-48, -92, -43, 70, -2, -68, -14, -146, -97, -131, -107, -63, 
-48, -87, -39, 68, -4, -63, -19, -146, -97, -136, -107, -68, 
